serieComp,Orden,Operacion,Descripcion,serieEquipo,TrabajoCotizado,TrabajoReal,OSMadre
JSM00444,505900862601,120,MONTAR STUD FRENO,10039915,5.0,5.0,505900862600
JSM00444,505900862601,130,ARMAR MANDO,10039915,28.0,31.5,505900862600
JSM00444,505900862601,140,MONTAR STUD WHEEL,10039915,8.0,10.5,505900862600
JSM00444,505900862601,150,PINTAR,10039915,2.0,0.0,505900862600
JSM00444,505900862601,160,MONTAR EN BASE,10039915,2.0,0.0,505900862600
JSM00444,505900862601,170,INSUMOS REPARACION DE COMPONENTE,10039915,8.7,0.0,505900862600
JSM00444,505900862601,180,PROTECCIONES DE STUD,10039915,1.8,0.0,505900862600
JSM00444,505900862601,200,TTA MAESTRANZA,10039915,2.7,0.0,505900862600
JSM00248,505900862502,10,LAVAR,10039862,2.0,0.0,505900862500
JSM00248,505900862502,20,DESMONTAJE BASE NORMAL PLANA,10039862,2.0,2.5,505900862500
JSM00248,505900862502,30,DESACOPLE SUSPENSION MAZA,10039862,8.0,8.0,505900862500
JSM00248,505900862502,40,DESARME Y EVALUACION WHEEL,10039862,15.0,18.5,505900862500
JSM00248,505900862502,50,EXTRAER STUD WHEEL,10039862,8.0,8.0,505900862500
JSM00248,505900862502,60,DESARME Y EVALUACION FRENO,10039862,13.0,15.5,505900862500
JSM00248,505900862502,70,EXTRAER STUD FRENO,10039862,5.0,5.5,505900862500
JSM00248,505900862502,80,END,10039862,11.5,11.5,505900862500
JSM00248,505900862502,90,ARMAR FRENO,10039862,16.0,16.0,505900862500
JSM00248,505900862502,100,MONTAJE STUD FRENO,10039862,5.0,5.0,505900862500
JSM00248,505900862502,110,ARMAR WHEEL,10039862,17.0,17.0,505900862500
JSM00248,505900862502,120,MONTAJE STUD WHEEL,10039862,8.0,8.0,505900862500
JSM00248,505900862502,130,ACOPLE SUSPENSION MAZA,10039862,8.0,8.5,505900862500
JSM00248,505900862502,140,PINTAR,10039862,2.0,0.0,505900862500
JSM00248,505900862502,150,MONTAJE BASE NORMAL PLANA,10039862,3.0,0.0,505900862500
JSM00248,505900862502,160,INSUMOS REPARACION DE COMPONENTE,10039862,7.6,0.0,505900862500
JSM00248,505900862502,170,PROTECCIONES DE STUD,10039862,1.8,0.0,505900862500
LAJ00250,505900818610,20,FALTANTE CARGO CLIENTE,10040606,2.5,2.5,505900818600
LAJ00473,505900863001,10,DESMONTAJE COMPONENTE,10040633,1.0,0.0,505900863000
LAJ00473,505900863001,20,LAVAR,10040633,2.0,0.0,505900863000
LAJ00473,505900863001,30,DESARMAR Y EVALUAR DIFERENCIAL,10040633,45.0,54.0,505900863000
LAJ00473,505900863001,40,END,10040633,8.0,8.0,505900863000
LAJ00473,505900863001,50,ARMAR DIFERENCIAL,10040633,55.0,56.5,505900863000
LAJ00473,505900863001,60,PINTAR,10040633,2.0,0.0,505900863000
LAJ00473,505900863001,70,MONTAJE COMPONENTE,10040633,1.0,0.0,505900863000
LAJ00473,505900863001,80,INSUMOS REPARACION DE COMPONENTE,10040633,5.7,0.0,505900863000
LAJ00473,505900863001,110,TTA MAESTRANZA,10040633,10.5,0.0,505900863000
JSM00234,505900863101,10,LAVAR TRANSMISION,10039858,1.5,0.0,505900863100
JSM00234,505900863101,20,DESARMAR Y EVALUAR TRANSMISION,10039858,12.0,13.5,505900863100
JSM00234,505900863101,30,DESARMAR Y EVALUAR PLANETARIO ENTRADA,10039858,18.0,19.5,505900863100
JSM00234,505900863101,40,DESARMAR Y EVALUAR PLANETARIO SALIDA,10039858,23.0,24.5,505900863100
JSM00234,505900863101,50,DESARMAR Y EVALUAR CONTROL H.,10039858,10.5,11.5,505900863100
JSM00234,505900863101,60,END,10039858,6.0,6.0,505900863100
JSM00234,505900863101,70,ARMAR PLANETARIO ENTRADA,10039858,22.0,21.0,505900863100
JSM00234,505900863101,80,ARMAR PLANETARIO SALIDA,10039858,22.0,24.5,505900863100
JSM00234,505900863101,90,ARMAR CONTROL H.,10039858,8.0,10.5,505900863100
JSM00234,505900863101,100,ARMAR TRANSMISION,10039858,12.0,12.0,505900863100
JSM00234,505900863101,110,PRUEBA HIDRAULICA,10039858,44.0,42.0,505900863100
JSM00234,505900863101,120,PINTAR,10039858,1.5,0.0,505900863100
JSM00234,505900863101,130,INSUMOS REPARACION DE COMPONENTE,10039858,9.0,0.0,505900863100
JSM00234,505900863101,140,MUESTRA ACEITE,10039858,0.9,0.0,505900863100
JSM00234,505900863101,150,BRACKET ARNES,10039858,1.3,0.0,505900863100
JSM00234,505900863101,200,TTA MAESTRANZA,10039858,82.9,0.0,505900863100
JSM00362,505900849611,10,HH PS46287 - 100% repto y hh,10039888,8.0,10.5,505900849600
JSM00460,505900845202,10,DESARMAR Y EVALUAR MOTOR TRASERO,10039922,96.0,127.0,505900845200
JSM00460,505900845202,20,DESARMAR Y EVALUAR BLOCK DE MOTOR TRASER,10039922,13.8,43.0,505900845200
JSM00460,505900845202,30,MEDICION ALTURA BLOCK TRASERO,10039922,3.0,2.5,505900845200
JSM00460,505900845202,40,DESARMAR PISTON Y BIELA TRASERO,10039922,8.4,15.0,505900845200
JSM00460,505900845202,50,PRUEBA POR FISURAS/FUGAS MOTOR TRASERO,10039922,12.9,0.0,505900845200
JSM00460,505900845202,60,END MOTOR TRASERO,10039922,23.5,35.5,505900845200
JSM00460,505900845202,70,DESARMAR TURBOALIMENTADOR TRASERO,10039922,2.4,2.0,505900845200
JSM00460,505900845202,80,DESARMAR SISTEMA ELECTRICO TRASERO,10039922,6.0,3.0,505900845200
JSM00460,505900845202,90,DESARMAR BOMBA DE ACEITE MOTOR TRASERO,10039922,1.2,2.0,505900845200
JSM00460,505900845202,100,DESARMAR BBA.BARRIDO ACEITE MOTOR,10039922,1.2,2.0,505900845200
JSM00460,505900845202,110,DESARMAR BBA.TRANSFER.COMBUST TRASERO,10039922,1.2,2.0,505900845200
JSM00460,505900845202,120,DESARMAR CULATA ARMADA (TODO INCL) TRASE,10039922,21.0,24.0,505900845200
JSM00460,505900845202,130,DESARMAR INTERCAMBIADOR DE CALOR TRASERO,10039922,18.0,20.0,505900845200
JSM00460,505900845202,140,DESARMAR CARTER ACEITE MOTOR TRASERO,10039922,3.6,5.0,505900845200
JSM00460,505900845202,150,DESARMAR CAJA ENGRANAJES DISTRIBUC TRASE,10039922,12.0,26.5,505900845200
JSM00460,505900845202,160,DESARMAR CAJA ENGRANAJES DISTRIBUC TRASE,10039922,9.6,14.0,505900845200
JSM00460,505900845202,170,DESARMAR BANCO DE CULATAS TRASERO,10039922,14.4,17.5,505900845200
JSM00460,505900845202,180,DESARMAR MECANISMO DE VALVULAS TRASERO,10039922,8.4,12.0,505900845200
JSM00460,505900845202,190,INSPECCIONAR PERNOS TRASEROS,10039922,8.0,8.0,505900845200
JSM00460,505900845202,200,REV. TECNICA / ESP. EVALUAC. / REV. REPT,10039922,38.0,38.0,505900845200
JSM00460,505900845202,210,ARMAR PISTON Y BIELA TRASERO,10039922,8.4,9.0,505900845200
JSM00460,505900845202,220,ARMAR TURBOALIMENTADOR TRASERO,10039922,2.4,2.5,505900845200
JSM00460,505900845202,230,ARMAR SISTEMA ELECTRICO TRASERO,10039922,6.0,6.0,505900845200
JSM00460,505900845202,240,ARMAR BOMBA DE ACEITE MOTOR TRASERO,10039922,1.2,1.5,505900845200
JSM00460,505900845202,250,ARMAR BBA.BARRIDO ACEITE MOTOR,10039922,1.2,1.5,505900845200
JSM00460,505900845202,260,ARMAR BBA.TRANSFER.COMBUST TRASERO,10039922,1.2,1.0,505900845200
JSM00460,505900845202,270,ARMAR CULATA ARMADA (TODO INCL) TRASERO,10039922,21.0,21.0,505900845200
JSM00460,505900845202,280,ARMAR INTERCAMBIADOR DE CALOR TRASERO,10039922,18.0,18.0,505900845200
JSM00460,505900845202,290,ARMAR CARTER ACEITE MOTOR TRASERO,10039922,3.6,2.0,505900845200
JSM00460,505900845202,300,ARMAR INTERCAMBIADOR DE CALOR TRASERO,10039922,12.0,0.0,505900845200
JSM00460,505900845202,310,ARMAR CAJA ENGRANAJES DISTRIBUC TRASERO,10039922,9.6,20.5,505900845200
JSM00460,505900845202,320,ARMAR BANCO DE CULATAS TRASERO,10039922,14.4,10.0,505900845200
JSM00460,505900845202,330,ARMAR MECANISMO DE VALVULAS TRASERO,10039922,8.4,9.0,505900845200
JSM00460,505900845202,340,ARMAR MOTOR TRASERO,10039922,156.0,152.0,505900845200
JSM00460,505900845202,350,ARMAR ACOPLAMIENTO FLEXIBLE (ACOPLE),10039922,45.6,57.0,505900845200
JSM00460,505900845202,360,PRUEBA DINAMOMETRICA MOTOR,10039922,19.0,21.0,505900845200
JSM00460,505900845202,370,AJUSTAR PUENTE DE VALVULAS,10039922,18.0,10.5,505900845200
JSM00460,505900845202,380,PINTAR MOTOR,10039922,4.8,0.0,505900845200
JSM00460,505900845202,390,INSUMOS REPARACION DE COMPONENTE,10039922,32.7,0.0,505900845200
JSM00460,505900845202,400,MUESTRA ACEITE,10039922,3.3,0.0,505900845200
JSM00460,505900845202,470,TTA MAESTRANZA,10039922,140.6,0.0,505900845200
LAJ00250,505900864801,10,LAVAR MOTOR,10040606,1.0,0.0,505900864800
LAJ00250,505900864801,20,DESARMAR MOTOR,10040606,80.0,80.0,505900864800
LAJ00250,505900864801,30,DESARMAR MECANISMO DE VALVULAS,10040606,18.0,19.0,505900864800
LAJ00250,505900864801,40,DESARMAR BANCO DE CULATAS,10040606,36.0,36.0,505900864800
LAJ00250,505900864801,50,DESARMAR CULATA ARMADA (TODO INCL),10040606,38.0,39.0,505900864800
LAJ00250,505900864801,60,DESARMAR GRUPO CAMISA/PISTON/BIELA,10040606,31.0,26.0,505900864800
LAJ00250,505900864801,70,DESARMAR CAJA ENGRANAJES DISTRIBUC FRONT,10040606,15.0,23.0,505900864800
LAJ00250,505900864801,80,DESARMAR CAJA ENGRANAJES DISTRIBUC REAR,10040606,15.0,15.0,505900864800
LAJ00250,505900864801,90,DESARMAR TURBOALIMENTADOR,10040606,15.0,17.0,505900864800
LAJ00250,505900864801,100,DESARMAR SISTEMA ELECTRICO,10040606,8.0,8.0,505900864800
LAJ00250,505900864801,110,DESARMAR ALTERNADOR,10040606,2.0,2.0,505900864800
LAJ00250,505900864801,120,DESARMAR BOMBA DE AGUA,10040606,2.0,2.0,505900864800
LAJ00250,505900864801,130,DESARMAR BOMBA AGUA AFTERCOOLER,10040606,2.0,2.0,505900864800
LAJ00250,505900864801,140,DESARMAR BOMBA DE ACEITE MOTOR,10040606,2.0,2.0,505900864800
LAJ00250,505900864801,150,DESARMAR BBA.BARRIDO ACEITE MOTOR,10040606,2.0,2.0,505900864800
LAJ00250,505900864801,160,DESARMAR BBA.TRANSFERENCIA COMBUST,10040606,2.0,2.0,505900864800
LAJ00250,505900864801,170,DESARMAR BBA DE ALTA DE COMBUSTIBLE,10040606,3.0,3.0,505900864800
LAJ00250,505900864801,180,DESARMAR COMPRESOR DE AIRE,10040606,5.0,5.0,505900864800
LAJ00250,505900864801,190,DESARMAR CARTER ACEITE MOTOR,10040606,8.0,8.0,505900864800
LAJ00250,505900864801,200,DESARMAR ENFRIADOR DE ACEITE,10040606,24.0,15.0,505900864800
LAJ00250,505900864801,210,DESARMAR BLOCK DE MOTOR,10040606,30.0,30.0,505900864800
LAJ00250,505900864801,220,INSPECCIONAR PERNO(S),10040606,18.0,18.0,505900864800
LAJ00250,505900864801,230,PRUEBAS HIDRAULICAS CULATAS,10040606,12.0,13.0,505900864800
LAJ00250,505900864801,240,PRUEBA POR FISURAS/FUGAS MOTOR,10040606,12.5,15.0,505900864800
LAJ00250,505900864801,250,END MOTOR,10040606,27.5,27.5,505900864800
LAJ00250,505900864801,260,REV. TECNICA / ESP. EVALUAC. / REV. REPT,10040606,38.0,50.0,505900864800
LAJ00250,505900864801,270,ARMAR BLOCK DE MOTOR,10040606,20.0,23.0,505900864800
LAJ00250,505900864801,280,ARMAR CARTER ACEITE MOTOR,10040606,15.0,13.0,505900864800
LAJ00250,505900864801,290,ARMAR ENFRIADOR DE ACEITE,10040606,15.0,11.0,505900864800
LAJ00250,505900864801,300,ARMAR BOMBA DE AGUA,10040606,2.0,9.5,505900864800
LAJ00250,505900864801,310,ARMAR BOMBA AGUA AFTERCOOLER,10040606,2.0,2.0,505900864800
LAJ00250,505900864801,320,ARMAR BOMBA DE ACEITE MOTOR,10040606,2.0,0.0,505900864800
LAJ00250,505900864801,330,ARMAR BBA.BARRIDO ACEITE MOTOR,10040606,2.0,0.0,505900864800
LAJ00250,505900864801,340,ARMAR BBA.TRANSFERENCIA COMBUST,10040606,2.0,2.0,505900864800
LAJ00250,505900864801,350,ARMAR BBA DE ALTA DE COMBUSTIBLE,10040606,3.0,3.0,505900864800
LAJ00250,505900864801,360,ARMAR COMPRESOR DE AIRE,10040606,5.0,5.0,505900864800
LAJ00250,505900864801,370,ARMAR TURBOALIMENTADOR,10040606,15.0,15.0,505900864800
LAJ00250,505900864801,380,ARMAR SISTEMA ELECTRICO,10040606,8.0,8.0,505900864800
LAJ00250,505900864801,390,ARMAR ALTERNADOR,10040606,2.0,2.0,505900864800
LAJ00250,505900864801,400,ARMAR CAJA ENGRANAJES DISTRIBUC FRONT,10040606,15.0,15.0,505900864800
LAJ00250,505900864801,410,ARMAR CAJA ENGRANAJES DISTRIBUC REAR,10040606,15.0,15.0,505900864800
LAJ00250,505900864801,420,ARMAR GRUPO CAMISA/PISTON/BIELA,10040606,24.0,24.5,505900864800
LAJ00250,505900864801,430,ARMAR CULATA ARMADA (TODO INCL),10040606,35.0,35.0,505900864800
LAJ00250,505900864801,440,ARMAR BANCO DE CULATAS,10040606,25.0,25.0,505900864800
LAJ00250,505900864801,450,ARMAR MECANISMO DE VALVULAS,10040606,15.0,15.5,505900864800
LAJ00250,505900864801,460,ARMAR BLOCK ARMADO(SHORT-BLOCK),10040606,45.0,40.5,505900864800
LAJ00250,505900864801,470,ARMAR BLOCK ARMADO (LONG-BLOCK),10040606,65.0,73.5,505900864800
LAJ00250,505900864801,480,ARMAR MOTOR,10040606,130.0,139.0,505900864800
LAJ00250,505900864801,490,PRUEBA DINAMOMETRICA MOTOR,10040606,30.0,20.0,505900864800
LAJ00250,505900864801,500,PINTAR MOTOR,10040606,2.0,0.0,505900864800
LAJ00250,505900864801,510,DESARMAR FILTRO AUTOLIMPIEZA,10040606,8.0,8.0,505900864800
LAJ00250,505900864801,520,DESARMAR FILTRO CENTRIFUGO,10040606,6.5,7.0,505900864800
LAJ00250,505900864801,530,DESARMAR FILTRO AUTOLIMPIEZA,10040606,8.0,0.0,505900864800
LAJ00250,505900864801,540,DESARMAR FILTRO AUTOLIMPIEZA,10040606,8.0,0.0,505900864800
LAJ00250,505900864801,550,ARMAR FILTRO AUTOLIMPIEZA,10040606,3.0,3.0,505900864800
LAJ00250,505900864801,560,ARMAR FILTRO CENTRIFUGO,10040606,2.0,2.0,505900864800
LAJ00250,505900864801,570,PRUEBA HIDRAULICA  FILTRO AUTOLIMPIEZA,10040606,10.5,0.0,505900864800
LAJ00250,505900864801,580,INSUMOS REPARACION DE COMPONENTE,10040606,49.4,0.0,505900864800
LAJ00250,505900864801,590,MUESTRA ACEITE,10040606,1.7,0.0,505900864800
LAJ00250,505900864801,710,TTA MAESTRANZA,10040606,98.8,0.0,505900864800
LAJ00230,505900867501,10,DESMONTAJE COMPONENTE,10040598,1.0,0.0,505900867500
LAJ00230,505900867501,20,LAVAR,10040598,2.0,0.0,505900867500
LAJ00230,505900867501,30,DESARMAR Y EVALUAR DIFERENCIAL,10040598,45.0,48.5,505900867500
LAJ00230,505900867501,40,END,10040598,8.0,8.0,505900867500
LAJ00230,505900867501,50,ARMAR DIFERENCIAL,10040598,55.0,63.0,505900867500
LAJ00230,505900867501,60,PINTAR,10040598,2.0,0.0,505900867500
LAJ00230,505900867501,70,MONTAJE COMPONENTE,10040598,1.0,0.0,505900867500
LAJ00230,505900867501,80,INSUMOS REPARACION DE COMPONENTE,10040598,5.7,0.0,505900867500
LAJ00230,505900867501,100,TTA MAESTRANZA,10040598,2.7,0.0,505900867500
LAJ00263,505900869301,10,DESARMAR Y EVALUAR SUSPENSION,10040613,12.0,13.5,505900869300
LAJ00263,505900869301,20,ARMAR SUSPENSION,10040613,13.0,14.0,505900869300
LAJ00263,505900869302,10,LAVAR,10040613,2.0,0.0,505900869300
LAJ00263,505900869302,20,DESMONTAJE BASE NORMAL PLANA,10040613,2.0,2.0,505900869300
LAJ00263,505900869302,30,DESACOPLE SUSPENSION MAZA,10040613,8.0,8.0,505900869300
LAJ00263,505900869302,40,DESARME Y EVALUACION WHEEL,10040613,15.0,17.0,505900869300
LAJ00263,505900869302,50,EXTRAER STUD WHEEL,10040613,8.0,8.0,505900869300
LAJ00263,505900869302,60,DESARME Y EVALUACION FRENO,10040613,13.0,17.0,505900869300
LAJ00263,505900869302,70,EXTRAER STUD FRENO,10040613,5.0,5.5,505900869300
LAJ00263,505900869302,80,END,10040613,11.5,10.5,505900869300
LAJ00263,505900869302,90,ARMAR FRENO,10040613,16.0,16.0,505900869300
LAJ00263,505900869302,100,MONTAJE STUD FRENO,10040613,5.0,5.5,505900869300
LAJ00263,505900869302,110,ARMAR WHEEL,10040613,17.0,17.5,505900869300
LAJ00263,505900869302,120,MONTAJE STUD WHEEL,10040613,8.0,8.5,505900869300
LAJ00263,505900869302,130,ACOPLE SUSPENSION MAZA,10040613,8.0,8.0,505900869300
LAJ00263,505900869302,140,PINTAR,10040613,2.0,0.0,505900869300
LAJ00263,505900869302,150,MONTAJE BASE NORMAL PLANA,10040613,3.0,3.0,505900869300
LAJ00263,505900869302,160,INSUMOS REPARACION DE COMPONENTE,10040613,7.6,0.0,505900869300
LAJ00263,505900869302,170,PROTECCIONES DE STUD,10040613,1.8,2.0,505900869300
JSM00403,505900869401,10,DESARMAR Y EVALUAR SUSPENSION,10039899,12.0,14.5,505900869400
JSM00403,505900869401,20,ARMAR SUSPENSION,10039899,13.0,13.0,505900869400
JSM00403,505900869402,10,LAVAR,10039899,2.0,0.0,505900869400
JSM00403,505900869402,20,DESMONTAJE BASE NORMAL PLANA,10039899,2.0,2.5,505900869400
JSM00403,505900869402,30,DESACOPLE SUSPENSION MAZA,10039899,8.0,8.0,505900869400
JSM00403,505900869402,40,DESARME Y EVALUACION WHEEL,10039899,15.0,17.5,505900869400
JSM00403,505900869402,50,EXTRAER STUD WHEEL,10039899,8.0,8.0,505900869400
JSM00403,505900869402,60,DESARME Y EVALUACION FRENO,10039899,13.0,14.5,505900869400
JSM00403,505900869402,70,EXTRAER STUD FRENO,10039899,5.0,5.0,505900869400
JSM00403,505900869402,80,END,10039899,11.5,21.0,505900869400
JSM00403,505900869402,90,ARMAR FRENO,10039899,16.0,16.5,505900869400
JSM00403,505900869402,100,MONTAJE STUD FRENO,10039899,5.0,5.0,505900869400
JSM00403,505900869402,110,ARMAR WHEEL,10039899,17.0,17.0,505900869400
JSM00403,505900869402,120,MONTAJE STUD WHEEL,10039899,8.0,17.0,505900869400
JSM00403,505900869402,130,ACOPLE SUSPENSION MAZA,10039899,8.0,8.0,505900869400
JSM00403,505900869402,140,PINTAR,10039899,2.0,0.0,505900869400
JSM00403,505900869402,150,MONTAJE BASE NORMAL PLANA,10039899,3.0,3.0,505900869400
JSM00403,505900869402,160,INSUMOS REPARACION DE COMPONENTE,10039899,7.6,0.0,505900869400
JSM00403,505900869402,170,PROTECCIONES DE STUD,10039899,1.8,1.5,505900869400
GEB01012,505900869601,10,LAVAR TRANSMISION,10038221,1.0,0.0,505900869600
GEB01012,505900869601,50,DESARMAR Y EVALUAR TRANSFER GEAR,10038221,30.0,31.5,505900869600
GEB01012,505900869601,100,ARMAR TRANSFER GEAR,10038221,30.0,31.5,505900869600
JSM00355,505900870601,10,DESARMAR Y EVALUAR SUSPENSION,10039881,12.0,14.0,505900870600
JSM00355,505900870601,20,ARMAR SUSPENSION,10039881,13.0,13.0,505900870600
JSM00355,505900870602,10,LAVAR,10039881,2.0,0.0,505900870600
JSM00355,505900870602,20,DESMONTAJE BASE NORMAL PLANA,10039881,2.0,2.5,505900870600
JSM00355,505900870602,30,DESACOPLE SUSPENSION MAZA,10039881,8.0,8.0,505900870600
JSM00355,505900870602,40,DESARME Y EVALUACION WHEEL,10039881,15.0,16.5,505900870600
JSM00355,505900870602,50,EXTRAER STUD WHEEL,10039881,8.0,8.5,505900870600
JSM00355,505900870602,60,DESARME Y EVALUACION FRENO,10039881,13.0,14.5,505900870600
JSM00355,505900870602,70,EXTRAER STUD FRENO,10039881,5.0,5.0,505900870600
JSM00355,505900870602,80,END,10039881,11.5,10.5,505900870600
JSM00355,505900870602,90,ARMAR FRENO,10039881,16.0,16.0,505900870600
JSM00355,505900870602,100,MONTAJE STUD FRENO,10039881,5.0,5.0,505900870600
JSM00355,505900870602,110,ARMAR WHEEL,10039881,17.0,17.5,505900870600
JSM00355,505900870602,120,MONTAJE STUD WHEEL,10039881,8.0,8.0,505900870600
JSM00355,505900870602,130,ACOPLE SUSPENSION MAZA,10039881,8.0,8.0,505900870600
JSM00355,505900870602,140,PINTAR,10039881,2.0,0.0,505900870600
JSM00355,505900870602,150,MONTAJE BASE NORMAL PLANA,10039881,3.0,3.5,505900870600
JSM00355,505900870602,160,INSUMOS REPARACION DE COMPONENTE,10039881,7.6,0.0,505900870600
JSM00355,505900870602,170,PROTECCIONES DE STUD,10039881,1.8,0.0,505900870600
ATY00893,505900870701,10,WASH MANDO FINAL (PLANETARIOS),10033615,1.0,0.0,505900870700
ATY00893,505900870701,20,DESARMAR Y EVALUAR MANDO FINAL (PLANETAR,10033615,10.0,10.5,505900870700
ATY00893,505900870701,30,DESARMAR Y EVALUAR WHEEL Y EJE SPINDLE,10033615,10.5,10.5,505900870700
ATY00893,505900870701,40,REMOVER WHEEL Y EJE SPINDLE,10033615,8.0,8.5,505900870700
ATY00893,505900870701,50,"DESARMAR Y EVALUAR PORTA PLANET, ENGR.AN",10033615,16.0,16.0,505900870700
ATY00893,505900870701,60,DESARMAR Y EVALUAR FRENO DE SERVICIO,10033615,14.0,12.5,505900870700
ATY00893,505900870701,70,REMOVER PARKING BRAKE,10033615,5.0,5.0,505900870700
ATY00893,505900870701,80,TEST MANDO FINAL (PLANETARIOS) FISURA (E,10033615,6.5,6.5,505900870700
ATY00893,505900870701,90,"ARMAR PORTA PLANET, ENGR.ANULAR",10033615,16.0,10.5,505900870700
ATY00893,505900870701,100,ARMAR FRENO DE SERVICIO,10033615,13.0,16.0,505900870700
ATY00893,505900870701,110,INSTALAR PARKING BRAKE,10033615,5.0,5.0,505900870700
ATY00893,505900870701,120,ARMAR MANDO FINAL (PLANETARIOS),10033615,23.0,21.0,505900870700
ATY00893,505900870701,130,INSTALAR WHEEL Y EJE SPINDLE,10033615,8.0,10.5,505900870700
ATY00893,505900870701,140,PAINT MANDO FINAL (PLANETARIOS),10033615,1.0,0.0,505900870700
ATY00893,505900870701,150,INSTALAR MANDO FINAL (PLANETARIOS),10033615,2.0,0.0,505900870700
ATY00893,505900870701,190,TTA MAESTRANZA,10033615,86.5,0.0,505900870700
LAJ00261,505900870801,10,LAVAR TRANSMISION,10040612,1.5,0.0,505900870800
LAJ00261,505900870801,20,DESARMAR Y EVALUAR TRANSMISION,10040612,12.0,0.0,505900870800
LAJ00261,505900870801,30,DESARMAR Y EVALUAR PLANETARIO ENTRADA,10040612,18.0,1.0,505900870800
LAJ00261,505900870801,40,DESARMAR Y EVALUAR PLANETARIO SALIDA,10040612,23.0,2.0,505900870800
LAJ00261,505900870801,50,DESARMAR Y EVALUAR CONTROL H.,10040612,10.5,0.0,505900870800
LAJ00261,505900870801,60,END,10040612,6.0,0.0,505900870800
LAJ00261,505900870801,70,ARMAR PLANETARIO ENTRADA,10040612,22.0,21.0,505900870800
LAJ00261,505900870801,80,ARMAR PLANETARIO SALIDA,10040612,22.0,21.0,505900870800
LAJ00261,505900870801,90,ARMAR CONTROL H.,10040612,8.0,8.0,505900870800
LAJ00261,505900870801,100,ARMAR TRANSMISION,10040612,12.0,0.0,505900870800
LAJ00261,505900870801,110,PRUEBA HIDRAULICA,10040612,44.0,20.5,505900870800
LAJ00261,505900870801,120,PINTAR,10040612,1.5,0.0,505900870800
LAJ00261,505900870801,130,INSUMOS REPARACION DE COMPONENTE,10040612,9.0,0.0,505900870800
LAJ00261,505900870801,140,MUESTRA ACEITE,10040612,0.9,0.0,505900870800
LAJ00261,505900870801,150,BRACKET ARNES,10040612,1.3,0.0,505900870800
LAJ00261,505900870801,190,PS46169 - 47% FABRICA - 53% REP. 845301,10040612,61.0,0.0,505900870800
LAJ00261,505900870801,200,TTA MAESTRANZA,10040612,45.9,0.0,505900870800
LAJ00163,505900872301,10,LAVAR TRANSMISION,10040569,1.5,1.5,505900872300
LAJ00163,505900872301,20,DESARMAR Y EVALUAR TRANSMISION,10040569,12.0,12.5,505900872300
LAJ00163,505900872301,30,DESARMAR Y EVALUAR PLANETARIO ENTRADA,10040569,18.0,22.5,505900872300
LAJ00163,505900872301,40,DESARMAR Y EVALUAR PLANETARIO SALIDA,10040569,23.0,22.5,505900872300
LAJ00163,505900872301,50,DESARMAR Y EVALUAR CONTROL H.,10040569,10.5,12.0,505900872300
LAJ00163,505900872301,60,END,10040569,6.0,6.0,505900872300
LAJ00163,505900872301,70,ARMAR PLANETARIO ENTRADA,10040569,22.0,14.5,505900872300
LAJ00163,505900872301,80,ARMAR PLANETARIO SALIDA,10040569,22.0,6.5,505900872300
LAJ00163,505900872301,90,ARMAR CONTROL H.,10040569,8.0,10.5,505900872300
LAJ00163,505900872301,100,ARMAR TRANSMISION,10040569,12.0,0.0,505900872300
LAJ00163,505900872301,110,PRUEBAS HIDRAULICAS TRANSMISION,10040569,44.0,42.0,505900872300
LAJ00163,505900872301,120,PINTAR TRANSMISION,10040569,1.5,0.0,505900872300
LAJ00163,505900872301,130,INSUMOS REPARACION DE COMPONENTE,10040569,9.0,0.0,505900872300
LAJ00163,505900872301,140,MUESTRA ACEITE,10040569,0.9,0.0,505900872300
LAJ00163,505900872301,150,BRACKET ARNES,10040569,1.3,0.0,505900872300
LAJ00163,505900872301,240,TTA MAESTRANZA,10040569,90.7,0.0,505900872300
LAJ00163,505900872301,250,PS46169 - 47% FABRICA - 53% REP. 845301,10040569,62.0,0.0,505900872300
LAJ00163,505900872301,270,PS46169 - 47% FABRICA - 53% INTERCAMBIO,10040569,367.2,0.0,505900872300
LAJ00218,505900872501,10,LAVAR TRANSMISION,10040594,1.5,1.5,505900872500
LAJ00218,505900872501,20,DESARMAR Y EVALUAR TRANSMISION,10040594,12.0,12.5,505900872500
LAJ00218,505900872501,30,DESARMAR Y EVALUAR PLANETARIOS TRANSMISI,10040594,18.0,21.0,505900872500
LAJ00218,505900872501,40,DESARMAR Y EVALUAR PLANETARIOS TRANSMISI,10040594,23.0,21.0,505900872500
LAJ00218,505900872501,50,DESARMAR Y EVALUAR CONTROL HIDR. TRANSMI,10040594,10.5,10.5,505900872500
LAJ00218,505900872501,60,PRUEBA TRANSMISION FISURA (END),10040594,3.5,3.5,505900872500
LAJ00218,505900872501,70,ARMAR PLANETARIOS TRANSMISION DELANTERO,10040594,22.0,21.0,505900872500
LAJ00218,505900872501,80,ARMAR PLANETARIOS TRANSMISION TRASERO,10040594,22.0,21.0,505900872500
LAJ00218,505900872501,90,ARMAR CONTROL HIDR.TRANSMISION,10040594,8.0,10.5,505900872500
LAJ00218,505900872501,100,ARMAR TRANSMISION,10040594,12.0,10.5,505900872500
LAJ00218,505900872501,110,PRUEBAS HIDRAULICAS TRANSMISION,10040594,44.0,10.5,505900872500
