genTipoComp,genModelo,genEstado,genTipoReparacion,genHh,genNVueltas,genDemora,repNP,repNoKitCant,moVariacion,moDesarmeVariacion,moSalvatajeTrabajoReal,moSalvatajeCantPersonal,genPondExp,genPondNivel,genPondAvance,genPndCursos,repYCostos,moYCostos,ttaYCostos,genYCostos
MO,797B,DESPACHO,Overhaul,5646.0,1,5.0,1112.0,5091.0,0.07732386027235046,-0.3497797356828194,47.0,6.0,3375.169268441996,2.4324324324324325,0.0,0.004240092118879998,390723.77999999997,73800.37,10847.33,497527.61
TR,797F,DESPACHO,Overhaul,17496.0,1,-4.0,230.0,409.0,0.5614130434782609,-0.05223880597014925,7.0,1.0,3270.7554347826085,3.0,0.0,0.08236198512585813,84753.89,8698.23,0.0,98393.98999999999
MO,793F,DESPACHO,Overhaul,14387.0,1,-1.0,760.0,3054.0,0.0877112836911832,-0.28888888888888886,27.5,2.0,3399.769791160758,3.205256570713392,0.0,0.011053617530957066,279793.26,48317.74,1736.63,345668.77
TR,797B,DESPACHO,Overhaul,17225.0,4,0.0,187.0,209.0,0.5727272727272729,-0.072992700729927,6.0,2.0,3725.0614973262036,2.3065693430656937,0.0,0.019279482127779343,59271.52,9365.25,0.0,73591.96
TR,797B,DESPACHO,Overhaul,18978.0,1,-1.0,182.0,192.0,0.6398891966759003,-0.015503875968992248,6.0,1.0,3510.8753462603877,2.565891472868217,0.0,0.04007508383146231,52249.63,8571.25,0.0,65858.44
MF,797B,DESPACHO,Overhaul,16342.0,2,-2.0,65.0,33.0,0.5620689655172414,-0.09698996655518391,16.0,2.0,1884.8148148148148,2.3814432989690726,0.033168982519049754,0.18433274544385655,92551.86,8065.99,251.95,105083.54
MO,793C,DESPACHO,Overhaul,15081.0,0,-1.0,707.0,1671.0,-0.06749844042420465,-0.25,0.0,0.0,3757.7859509609016,3.616379310344828,0.0,0.0,241487.5,34817.47,6639.43,289332.10000000003
TR,793C,DESPACHO,Overhaul,17124.0,2,-1.0,162.0,145.0,0.15837563451776643,-0.06172839506172839,7.0,0.0,4512.411167512691,3.950617283950617,0.060118089103596346,0.336628372962864,30732.22,4823.32,0.0,36177.51
DI,793C,DESPACHO,Overhaul,9876.0,2,0.0,65.0,45.0,0.18032786885245902,-0.25,7.0,0.0,2478.6,0.0,0.0,0.19473684210526315,26163.69,2287.99,838.41,30094.69
MF,793C,DESPACHO,Overhaul,25225.0,0,-1.0,67.0,85.0,0.1963541666666666,-0.15833333333333333,13.5,1.0,1935.5251572327045,2.0,0.0,0.07638888888888888,117729.09,9121.81,250.9,130659.91
DI,854K,DESPACHO,Overhaul,23533.0,0,-5.0,33.0,17.0,-0.19173553719008266,-0.30434782608695654,6.0,1.0,3120.552380952381,3.333333333333333,0.0,0.38421052631578945,7136.97,2985.73,0.0,10380.3
CO,797B,DESPACHO,Overhaul,7207.0,1,-19.0,125.0,214.0,0.1171875,0.0,6.0,0.0,4021.2049180327867,3.416666666666667,0.0,0.0,37904.3,5795.06,0.0,43699.36
TR,797B,DESPACHO,Overhaul,13224.0,0,-7.0,183.0,178.0,0.4920903954802261,0.007936507936507936,6.0,1.0,2700.053672316384,2.833333333333333,0.0,0.09161462979482607,42836.69,8033.78,0.0,55008.19
MF,797F,DESPACHO,Overhaul,15996.0,1,-2.0,67.0,40.0,-0.023822714681440506,-0.16279069767441862,16.0,1.0,1374.0487804878048,2.0,0.02717391304347826,0.4276538908246225,110291.56,8080.56,250.9,118623.02
TR,793F,DESPACHO,Overhaul,1326.0,0,0.0,181.0,277.0,-0.03827751196172249,-0.05,7.0,1.0,2804.813397129187,3.1999999999999997,0.0,0.004784688995215311,27470.99,4571.24,0.0,32042.23
MA,797F,DESPACHO,Overhaul,17539.0,0,-7.0,27.0,27.0,0.7014492753623188,-0.21568627450980393,11.5,2.0,2281.1362318840584,1.588235294117647,0.0,0.08080345792016273,52345.32,7621.07,1783.0,68032.44
MA,797F,DESPACHO,Overhaul,16802.0,3,-3.0,24.0,78.0,0.5896656534954408,-0.21568627450980393,11.5,3.0,1099.1550151975684,1.5882352941176472,0.0,0.07593197786766814,53702.74,7271.64,1968.2,67816.86
MF,797B,DESPACHO,Overhaul,17778.0,1,-6.0,22.0,11.0,0.03647058823529405,-0.05263157894736842,16.0,2.0,2192.242553191489,2.0,0.0,0.19680851063829788,132167.82,7533.26,250.9,139951.98
MA,797B,DESPACHO,Overhaul,18485.0,0,-6.0,15.0,37.0,0.24375,-0.13043478260869565,11.5,2.0,2627.625,3.08695652173913,0.0,0.05296052631578947,77538.21,7186.3,12249.15,98933.84
MA,793F,DESPACHO,Overhaul,36753.0,0,0.0,88.0,154.0,0.4007017543859649,-0.07142857142857142,7.0,2.0,2277.0140350877195,2.380952380952381,0.026915113871635612,0.15603042694455435,31899.38,6302.81,2300.16,43224.170000000006
CO,797B,DESPACHO,Overhaul,4928.0,0,-2.0,201.0,132.0,0.027777777777777776,-0.07692307692307693,6.0,2.0,3131.215277777778,1.8021978021978022,0.0,0.01828703703703704,44504.28,6338.54,0.0,51068.23
DI,793C,DESPACHO,Overhaul,24446.0,1,-8.0,42.0,21.0,0.3897435897435897,-0.23529411764705882,7.0,2.0,2559.923076923077,2.8235294117647056,0.040920716112531966,0.2583045933923127,22299.8,2585.87,0.0,26081.1
CO,797B,DESPACHO,Overhaul,4928.0,2,-10.0,111.0,71.0,0.043205574912891904,-0.034482758620689655,6.0,1.0,4162.428571428572,3.1724137931034484,0.0,0.1628369704749679,26623.34,6389.2,62.92,33321.0
DI,797B,DESPACHO,Overhaul,1.0,0,-5.0,88.0,38.0,0.3041825095057034,-0.1891891891891892,8.0,0.0,2711.032388663968,2.0,0.0,0.33319838056680157,39130.72,5812.02,0.0,47470.44
DI,797F,DESPACHO,Overhaul,16293.0,1,-1.0,85.0,27.0,-0.0977611940298507,-0.14285714285714285,24.0,2.0,962.3333333333334,3.0,0.08695652173913043,0.31809523809523804,43823.04,5921.76,0.0,50026.55
TR,797B,DESPACHO,Overhaul,13772.0,3,365.0,156.0,149.0,1.0106951871657754,-0.023076923076923078,6.0,1.0,3654.8208556149734,2.807692307692308,0.0,0.023641992682240362,43560.71,9241.93,0.0,60635.3
MA,797F,DESPACHO,Overhaul,11343.0,1,-2.0,26.0,35.0,0.3961904761904762,-0.14893617021276595,11.5,1.0,1031.9615384615383,2.0,0.0,0.07848346828609987,64143.69,6964.360000000001,882.14,74561.18000000001
TR,797F,DESPACHO,Overhaul,9099.0,1,-9.0,217.0,404.0,0.5610942249240122,-0.030534351145038167,12.0,2.0,3489.5683890577507,3.3893129770992365,0.0,0.044935032617003504,48574.979999999996,7373.21,0.0,58703.53
MA,797B,DESPACHO,Overhaul,14680.0,3,-4.0,18.0,29.0,-0.15384615384615385,-0.2857142857142857,11.5,2.0,1611.945868945869,2.482142857142857,0.02406832298136646,0.24873377651155426,65220.18,7807.63,15738.02,92952.47
DI,797B,DESPACHO,Overhaul,16608.0,0,0.0,108.0,69.0,0.058091286307053944,-0.14285714285714285,8.0,1.0,2519.6846473029045,2.5999999999999996,0.06956521739130435,0.5861796607701827,50001.9,5394.11,0.0,55945.74
MA,797F,DESPACHO,Overhaul,29103.0,1,26.0,24.0,31.0,0.5471471471471473,-0.3220338983050847,11.5,1.0,2608.6181818181813,1.542372881355932,0.0,0.012987012987012986,33776.21,7357.7,6676.32,49365.55
MA,793F,DESPACHO,Overhaul,8926.0,0,-7.0,106.0,111.0,0.793150684931507,-0.17894736842105263,7.0,0.0,2243.8177966101694,2.663157894736842,0.0,0.0,44897.82,6454.03,7934.22,64574.93
DI,854K,DESPACHO,Overhaul,1.0,0,-10.0,37.0,15.0,0.42413793103448266,-0.36,12.0,3.0,3058.0735294117653,0.0,0.0,0.16780185758513932,8147.299999999999,2560.46,719.25,13037.01
CO,793C,DESPACHO,Overhaul,15531.0,1,-3.0,120.0,27.0,0.016666666666666666,-0.06666666666666667,6.0,1.0,2254.65,1.8666666666666667,0.0,0.007142857142857143,28336.28,2629.43,0.0,30965.71
TR,16M,DESPACHO,Overhaul,14085.0,3,-2.0,113.0,63.0,0.15665024630541877,-0.034482758620689655,5.5,2.0,3130.793103448276,3.8620689655172415,0.0,0.1780991888588466,15003.26,4361.34,0.0,19783.600000000002
DI,797F,DESPACHO,Overhaul,3816.0,3,0.0,112.0,361.0,0.05555555555555555,-0.03225806451612903,8.0,1.0,1685.412037037037,2.193548387096774,0.02945301542776998,0.5619111435997401,-16656.4,5166.76,900.98,65392.29
DI,797F,DESPACHO,Overhaul,1.0,0,-6.0,87.0,38.0,0.2585365853658538,-0.21739130434782608,8.0,0.0,2386.5782608695654,2.0,0.0,0.3030072463768116,27667.59,5438.9,0.0,34487.52
MF,797B,DESPACHO,Overhaul,15049.0,0,-8.0,18.0,23.0,0.0,0.0,16.0,2.0,2798.924,2.32258064516129,0.05750350631136045,0.2751157894736842,165258.42,7817.63,232.82,177832.07
TR,797F,DESPACHO,Overhaul,17302.0,3,0.0,249.0,744.0,0.08337730870712406,-0.1360544217687075,6.0,2.0,4105.844327176781,4.0,0.0,0.0038883488404388277,70768.42,9014.0,0.0,80939.07999999999
DI,797B,DESPACHO,Overhaul,25035.0,2,0.0,72.0,10.0,0.053658536585365804,-0.10891089108910891,8.0,1.0,3480.042944785276,2.0,0.014492753623188404,0.3058282208588957,19897.23,5520.34,0.0,25990.76
TR,797B,DESPACHO,Overhaul,15772.0,4,-6.0,193.0,517.0,0.5846575342465753,-0.08633093525179857,6.0,1.0,2884.476712328767,3.6115107913669067,0.0,0.24897861091083875,687.07,7824.19,0.0,57558.82
MA,797F,DESPACHO,Overhaul,28019.0,0,-1.0,83.0,20.0,1.0099415204678361,-0.12087912087912088,23.0,2.0,2912.109090909091,2.0,0.0,0.12942583732057417,76350.54,8512.83,1197.65,94508.06
TR,797F,DESPACHO,Overhaul,16426.0,3,-8.0,229.0,436.0,5.393377483443709,0.007936507936507936,6.0,1.0,2906.115646258503,2.5,0.0,0.010025062656641603,61295.9,7349.03,0.0,68644.93
MF,797F,DESPACHO,Overhaul,23057.0,3,0.0,27.0,30.0,0.10471204188481675,-0.22857142857142856,16.0,2.0,1495.2621082621083,2.1092436974789917,0.03836317135549872,0.2523949950850536,141550.82,9340.98,232.82,152787.21
MF,797F,DESPACHO,Overhaul,28343.0,2,-2.0,22.0,18.0,0.4555000000000001,-0.24475524475524477,16.0,2.0,2586.581602373887,2.4158415841584158,0.027120103314679296,0.24467437138841167,126306.94,9971.31,232.82,141706.66
MA,797F,DESPACHO,Overhaul,23057.0,1,-4.0,13.0,7.0,0.5151832460732984,-0.27927927927927926,11.5,1.0,1644.9684210526316,2.189189189189189,0.024285154719937325,0.055263157894736833,77239.89,9246.83,232.82,90259.11
MA,797F,DESPACHO,Overhaul,12401.0,2,-4.0,27.0,34.0,0.06942148760330576,-0.2523364485981308,11.5,2.0,2086.189024390244,2.11340206185567,0.02868668758404303,0.15318784766795035,134198.63,9031.619999999999,232.82,144961.41
TR,797B,DESPACHO,Overhaul,10684.0,0,-7.0,258.0,738.0,0.9025352112676056,0.007936507936507936,6.0,1.0,2781.4056338028167,3.0,0.0,0.07472201630837656,84911.24,8379.13,1205.63,100847.75
DI,797B,DESPACHO,Overhaul,13405.0,0,-9.0,83.0,26.0,-0.004366812227074236,-0.0625,8.0,1.0,1280.135593220339,3.0208333333333335,0.07427536231884058,0.5324455205811137,24146.62,5611.61,0.0,29758.23
MA,797F,DESPACHO,Overhaul,1.0,3,-1.0,109.0,191.0,0.756521739130435,-0.10112359550561797,11.5,2.0,1066.4314381270901,1.696629213483146,0.0,0.4905239687848383,95099.5,7101.78,4700.36,111901.23000000001
MF,797F,DESPACHO,Overhaul,15000.0,0,-6.0,19.0,23.0,0.13960396039603956,-0.2847682119205298,16.0,2.0,1822.5577464788732,2.2695652173913046,0.019281663516068054,0.20898725687458083,124180.47,9928.44,232.82,136815.87
MA,797B,TERMINADO,Overhaul,9928.0,3,-1.0,15.0,15.0,0.37507082152974497,-0.14893617021276595,11.5,1.0,1620.1751824817518,2.0,0.0,0.1958850898535877,56266.78,8638.099999999999,2554.68,71622.73999999999
CO,797B,DESPACHO,Overhaul,19296.0,0,-26.0,109.0,48.0,0.46521739130434775,0.0,6.0,1.0,2999.8467153284673,3.5,0.0,0.08451786400307337,36271.38,6579.43,0.0,45213.97
TR,797B,DESPACHO,Overhaul,15622.0,2,-12.0,152.0,116.0,0.5596774193548388,-0.045112781954887216,6.0,1.0,3813.7465940054494,3.473684210526316,0.0,0.0,34068.38,8937.27,0.0,47416.88
DI,797F,DESPACHO,Overhaul,7107.0,2,0.0,71.0,19.0,-0.017241379310344827,-0.07216494845360824,8.0,1.0,4172.145833333333,3.0789473684210527,0.04004576659038901,0.22002923976608185,39342.16,5549.06,0.0,44891.22
CO,797B,DESPACHO,Overhaul,15000.0,4,-5.0,112.0,57.0,-0.06726190476190483,0.012048192771084338,6.0,1.0,4259.714285714285,3.710843373493976,0.0,0.031524122807017545,33223.23,7613.4,0.0,41408.29
DI,797B,DESPACHO,Overhaul,22021.0,0,6.0,89.0,35.0,0.036885245901639344,-0.14285714285714285,8.0,1.0,1845.5035971223022,0.0,0.0,0.4784509234717489,42801.8,6073.24,1080.05,50518.23
MA,797B,DESPACHO,Overhaul,4480.0,4,0.0,125.0,57.0,0.9448717948717947,-0.2079207920792079,12.5,2.0,2787.6794871794873,2.0,0.0,0.04252136752136752,58362.44,6866.56,4799.32,76549.62
MO,793C,DESPACHO,Overhaul,16539.0,6,-6.0,735.0,1888.0,-0.15431409062693974,-0.20909090909090908,24.5,2.0,3050.425353925354,3.4545454545454546,0.0,0.0,242568.56,38701.46,3527.6600000000003,288356.97000000003
MO,793C,DESPACHO,Overhaul,16187.0,1,0.0,690.0,1817.0,-0.05546334716459201,-0.2054794520547945,24.5,4.0,3577.8043326345214,2.9452054794520546,0.0,0.001975588867346563,257857.96,34203.58,2414.53,298212.94
MO,797F,DESPACHO,Overhaul,14293.0,1,0.0,777.0,1554.0,0.11873015873015881,-0.20094562647754138,27.5,2.0,3116.369836695485,2.939820742637644,0.0,0.000514615067929189,362773.43,49759.93,1705.32,427150.08999999997
MA,797B,DESPACHO,Overhaul,6806.0,2,-2.0,27.0,33.0,1.342528735632184,-0.2079207920792079,11.5,2.0,1146.0911764705884,1.683168316831683,0.0,0.15600103199174406,36115.119999999995,8593.26,13372.1,69089.82
DI,793F,DESPACHO,Overhaul,12550.0,1,-2.0,62.0,94.0,-0.009174311926605505,-0.025,7.0,0.0,4458.0,0.0,0.0,0.13333333333333333,20272.3,2612.96,0.0,22885.26
MF,797B,DESPACHO,Overhaul,15000.0,1,-9.0,16.0,14.0,-0.005714285714285714,-0.06086956521739131,16.0,2.0,1543.2122448979592,2.0,0.043478260869565216,0.4866541353383458,75912.51,8437.72,232.82,95659.48
MO,797F,DESPACHO,Overhaul,15184.0,0,9.0,794.0,2012.0,0.0655299539170506,-0.19523809523809524,27.5,3.0,3071.6897605705553,2.67032967032967,0.0,0.014298992514398581,304343.37,52445.71,2822.84,368948.14999999997
MO,793F,DESPACHO,Overhaul,9637.0,0,-6.0,701.0,1784.0,0.0027343749999999556,-0.2390488110137672,28.5,2.0,2700.2704026115343,3.1404580152671757,0.0,0.010867075196151422,245103.52000000002,47265.4,1509.16,303660.2
MA,797B,DESPACHO,Overhaul,16000.0,0,-4.0,11.0,80.0,1.0742138364779874,-0.13978494623655913,11.5,2.0,2187.391129032258,3.0461538461538464,0.04147157190635452,0.14684998787290807,54277.35,7677.83,10632.49,72587.67000000001
DI,797B,DESPACHO,Overhaul,23457.0,1,-8.0,76.0,66.0,-0.05,-0.1346153846153846,8.0,2.0,2118.3478260869565,2.0,0.0,0.3216374269005848,21061.53,5768.05,0.0,26829.58
TR,797B,DESPACHO,Overhaul,5652.0,2,0.0,195.0,464.0,0.2504065040650406,-0.045112781954887216,6.0,2.0,3373.2113821138214,2.8721804511278193,0.0,0.010491676345334882,86684.73,8586.63,0.0,97420.0
TR,793F,DESPACHO,Overhaul,25913.0,0,-4.0,141.0,175.0,-0.05263157894736842,-0.09523809523809523,7.0,1.0,2843.3349282296654,3.5595238095238093,0.0,0.1537144296147066,19824.39,4990.98,0.0,24815.37
MA,797F,DESPACHO,Overhaul,0.0,4,-4.0,83.0,76.0,0.18130841121495322,-0.12087912087912088,11.5,4.0,1420.0809968847352,2.0,0.044433827042522696,0.33176203749248506,95429.79000000001,7945.25,4700.36,109677.48
MA,797F,DESPACHO,Overhaul,30982.0,2,-5.0,108.0,226.0,0.5225,-0.10112359550561797,11.5,2.0,1499.25,1.6516853932584268,0.0,0.14368055555555556,48305.82,7555.22,2083.51,62052.34
MF,797F,DESPACHO,Overhaul,11082.0,0,0.0,17.0,8.0,0.3136094674556213,-0.04424778761061947,17.5,2.0,1307.3617021276596,2.0,0.014046822742474917,0.42344904815229567,87973.59,8161.39,232.82,98506.53
MA,797F,DESPACHO,Overhaul,17233.0,1,-9.0,92.0,82.0,0.020202020202020204,0.012658227848101266,11.5,2.0,1425.774647887324,2.0,0.0,0.18637262169508273,332.15,6997.129999999999,13188.87,70452.53
MA,797B,DESPACHO,Overhaul,10127.0,3,-16.0,89.0,23.0,0.3966555183946489,-0.03614457831325301,11.5,2.0,1323.6020066889632,1.7710843373493976,0.0,0.10910931174089067,59328.729999999996,7050.610000000001,2083.51,71150.07999999999
MA,797F,DESPACHO,Overhaul,16083.0,0,-8.0,87.0,20.0,0.6806451612903226,-0.058823529411764705,11.5,1.0,2109.943143812709,2.4941176470588236,0.02250639386189258,0.3581822449099337,37701.020000000004,6711.040000000001,4367.39,51038.299999999996
CO,797F,DESPACHO,Overhaul,21722.0,2,-2.0,123.0,94.0,0.13333333333333333,-0.023255813953488372,6.0,1.0,3420.55035971223,2.511627906976744,0.0,0.21204089360090872,38680.06,6737.17,0.0,46251.88
TR,797B,DESPACHO,Overhaul,15864.0,3,-1.0,181.0,160.0,0.49467787114845946,-0.023076923076923078,6.0,2.0,3328.5238095238096,2.676923076923077,0.0,0.004201680672268907,41442.979999999996,8334.01,0.0,53659.85999999999
DI,854K,DESPACHO,Overhaul,19904.0,1,-5.0,40.0,20.0,0.3125,-0.23809523809523808,6.0,1.0,2587.276595744681,4.0,0.0,0.6662933930571109,11796.2,2327.92,0.0,15002.34
CO,797B,DESPACHO,Overhaul,1262.0,0,-30.0,98.0,55.0,0.07428571428571433,0.0,6.0,1.0,2800.076086956522,3.0,0.0,0.02135774218154081,19849.25,6016.16,0.0,26141.63
DI,797F,DESPACHO,Overhaul,9981.0,0,0.0,90.0,30.0,0.06784140969162998,-0.0425531914893617,8.0,1.0,1083.221198156682,2.0,0.021739130434782608,0.43215931533903884,27660.14,4545.72,0.0,32521.54
DI,797F,DESPACHO,Overhaul,10906.0,0,0.0,97.0,578.0,0.1544642857142858,-0.0425531914893617,8.0,0.0,2244.3684210526317,0.0,0.0,0.43698060941828254,41894.04,4852.16,0.0,47417.02
TR,797F,DESPACHO,Overhaul,8227.0,2,-13.0,207.0,406.0,0.3013550135501355,-0.015503875968992248,6.0,1.0,3403.7669376693766,2.9147286821705425,0.0,0.031076166024818146,82209.54,8485.46,0.0,92869.25
MF,797B,DESPACHO,Overhaul,17590.0,1,-5.0,71.0,93.0,0.014577259475218658,-0.136,16.0,1.0,2414.1195335276966,2.096,0.014956521739130434,0.1722840263925119,96861.29,7403.26,234.94,107376.12
TR,797B,DESPACHO,Overhaul,16700.0,1,-14.0,213.0,1365.0,0.3954929577464788,0.0,6.0,1.0,3041.72676056338,2.425196850393701,0.0,0.0,70109.16,8588.22,0.0,81716.08
MA,797B,DESPACHO,Overhaul,16802.0,3,-1.0,23.0,52.0,-0.06402439024390244,-0.2079207920792079,11.5,1.0,2454.6305084745763,2.0,0.0,0.24744870651204282,91679.26999999999,7116.03,12033.039999999999,114841.43
CO,797F,DESPACHO,Overhaul,16502.0,1,-6.0,167.0,173.0,0.06666666666666667,-0.07692307692307693,6.0,1.0,3540.821052631579,2.6153846153846154,0.0,0.0,32877.93,6255.76,0.0,39532.24
MA,797F,DESPACHO,Overhaul,16872.0,0,-6.0,28.0,93.0,-0.0804953560371517,-0.08045977011494253,11.5,1.0,2441.1684210526314,2.311688311688312,0.036137775268210055,0.09799498746867166,89293.98,7285.54,352.25,102834.99
CO,797B,DESPACHO,Overhaul,15000.0,3,15.0,135.0,87.0,0.04879725085910649,-0.14285714285714285,6.0,1.0,4114.859106529209,3.5,0.0,0.008836524300441826,36265.74,6265.12,0.0,42905.73
DI,793F,DESPACHO,Overhaul,0.0,2,-7.0,48.0,33.0,0.038596491228070226,0.02631578947368421,7.0,1.0,3028.123595505618,2.0,0.13043478260869565,0.29994086339444115,22222.13,2571.99,0.0,25027.45
DI,854K,DESPACHO,Overhaul,25520.0,0,0.0,34.0,19.0,0.4631578947368421,-0.21951219512195122,6.0,1.0,3057.4947368421053,3.5121951219512195,0.0,0.10287297190344281,4337.42,2065.72,0.0,7586.94
MF,797B,DESPACHO,Overhaul,18011.0,1,-1.0,26.0,58.0,-0.0944162436548223,-0.3333333333333333,16.0,1.0,2300.5608974358975,2.3083333333333336,0.03985507246376812,0.20996260683760684,79209.25,8548.9,234.94,88190.39
MF,797B,DESPACHO,Overhaul,18538.0,2,0.0,26.0,69.0,-0.025210084033613446,-0.24475524475524477,16.0,4.0,1690.0532212885155,2.062937062937063,0.015506232897537244,0.16631126134664392,77793.55,7696.74,234.94,88487.43
DI,797B,DESPACHO,Overhaul,7570.0,0,0.0,78.0,45.0,-0.05785123966942149,-0.10891089108910891,8.0,1.0,1527.778409090909,2.8571428571428568,0.07453416149068322,0.45876623376623377,49945.45,5463.46,983.36,56392.270000000004
MF,797B,DESPACHO,Overhaul,17496.0,1,0.0,70.0,103.0,-0.13216957605985039,-0.25,21.5,2.0,2140.0102564102563,2.4722222222222223,0.024456521739130432,0.2164766081871345,72202.18,8719.85,234.94,81914.6
MA,797B,DESPACHO,Overhaul,27996.0,9,-3.0,35.0,67.0,-0.04807692307692308,-0.08045977011494253,11.5,2.0,1884.8793774319065,1.6091954022988506,0.0,0.24922487801865234,68800.98,6763.06,3164.29,80287.0
MA,797B,DESPACHO,Overhaul,13509.0,4,-10.0,35.0,98.0,-0.029411764705882353,0.0,12.5,3.0,1633.5,2.0,0.0,0.06113404426097925,57223.17,6631.78,9989.06,81120.43000000001
MF,797B,DESPACHO,Overhaul,17496.0,1,-1.0,27.0,11.0,-0.031550802139037465,-0.23404255319148937,16.0,2.0,2172.122615803815,2.1773049645390072,0.001541782300339192,0.23052010134327644,133217.66,7673.32,234.94,141441.6
TR,797B,DESPACHO,Overhaul,14666.0,2,-13.0,225.0,679.0,0.48986301369863,-0.045112781954887216,6.0,1.0,3118.0136986301372,2.789473684210526,0.0,0.024224945926459983,57640.09,8251.36,0.0,69999.23
DI,797B,DESPACHO,Overhaul,14075.0,0,-3.0,101.0,55.0,-0.04201680672268908,-0.1588785046728972,8.0,0.0,3409.0135135135138,2.0,0.05851279967492889,0.5735557926347401,25899.77,5346.51,0.0,31246.28
CO,797B,DESPACHO,Overhaul,17026.0,1,0.0,99.0,53.0,0.06341463414634142,-0.07692307692307693,6.0,1.0,4069.654929577465,4.0,0.006688963210702341,0.08907391718733453,37090.38,6332.57,0.0,43825.25
MA,797B,DESPACHO,Overhaul,14953.0,1,-4.0,19.0,48.0,0.8965986394557824,-0.03614457831325301,11.5,2.0,1544.935064935065,1.783132530120482,0.047145102147721316,0.35531849103277674,139151.34000000003,6438.549999999999,826.34,146416.22999999998
MA,797F,DESPACHO,Overhaul,17285.0,2,0.0,28.0,43.0,-0.1416184971098266,-0.23809523809523808,11.5,1.0,3002.2452229299365,2.2446808510638294,0.02913968547641073,0.1017515923566879,35151.78,7601.78,9626.63,52380.19
MA,797F,DESPACHO,Overhaul,9268.0,2,0.0,23.0,69.0,-0.06896551724137931,-0.19607843137254902,11.5,2.0,1856.1535580524344,2.208955223880597,0.0,0.10522561084358838,77921.63,7003.3,9839.58,98582.34
