Serial;Number;or;Prefix;Product;Order ID;Work Order;Segment;Operation;Additional Notes
0;;FDB 20R-6115;;;;;;;
;;;;;;;;;
Part;No.;Qty;Type;SMCS;Part Name;Group No.;Group Name;Note;
6V-5101;16;1071;SEAL-O-RING;303-2279;LINES GP-TURBOCHARGER AIR;CCR EN.CLT;;;
8C-0624;2;1071;SEAL-O-RING;303-2279;LINES GP-TURBOCHARGER AIR;CCR EN&CA;;;
8T-4223;4;1071;WASHER-HARD (13.5X25.5X3-MM THK);303-2279;LINES GP-TURBOCHARGER AIR;CCR EN&CA;;;
8T-9527;4;1071;SEAL-O-RING;303-2279;LINES GP-TURBOCHARGER AIR;CCR EN&CA;;;
2W-0752;4;1052;GASKET;305-6699;LINES GP-TURBOCHARGER OIL;CCR DESAR;;;
108-1434;1;1052;GROMMET;305-6699;LINES GP-TURBOCHARGER OIL;CCR DESAR;;;
4P-4460;4;1052;GASKET;305-6699;LINES GP-TURBOCHARGER OIL;CCR TU&EL;;;
7N-7559;4;1052;GASKET;305-6699;LINES GP-TURBOCHARGER OIL;CCR TU&EL;;;
390-3537;1;1052;HOSE &amp;;;;;;
238-5081;2;1052;SEAL-O-RING;305-6699;LINES GP-TURBOCHARGER OIL;CCR DESAR;;;
452-0456;1;1052;HOSE &amp;;;;;;
238-5080;5;1052;SEAL-O-RING;305-6699;LINES GP-TURBOCHARGER OIL;CCR TU&EL;;;
112-3540;8;1052;SEAL-O-RING;305-6699;LINES GP-TURBOCHARGER OIL;CCR DESAR;;;
390-3533;2;1052;HOSE AS;305-6699;LINES GP-TURBOCHARGER OIL;CCR DESAR;;;
8S-9191;4;1052;BOLT (3/8-16X4-IN);305-6699;LINES GP-TURBOCHARGER OIL;CCR DESAR;;;
100-3237;1;1052;GROMMET;305-6699;LINES GP-TURBOCHARGER OIL;CCR DESAR;;;
7N-3368;2;1380;GASKET;7E-6514;LINES GP-WATER -UPPER;CCR DESAR;;;
122-8856;4;1380;GASKET;7E-6514;LINES GP-WATER -UPPER;CCR DESAR;;;
127-2176;16;1380;SEAL-INTEGRAL;7E-6514;LINES GP-WATER -UPPER;CCR EN.CLT;;;
241-5928;16;1380;GASKET;7E-6514;LINES GP-WATER -UPPER;CCR EN.CLT;;;
243-2288;6;1380;GASKET;7E-6514;LINES GP-WATER -UPPER;CCR EN&CA;;;
6V-9027;1;1380;SEAL-O-RING;7E-6514;LINES GP-WATER -UPPER;CCR EN&CA;;;
6V-9769;16;1380;SEAL-O-RING;7E-6514;LINES GP-WATER -UPPER;CCR EN.CLT;;;
1S-0994;2;1380;CLIP (LOOP);235-0287;LINES GP-WATER -LOWER;CCR DESAR;;;
4N-1320;1;1380;GASKET (ADAPTER);235-0287;LINES GP-WATER -LOWER;CCR DESAR;;;
4N-3841;1;1380;GASKET;235-0287;LINES GP-WATER -LOWER;CCR DESAR;;;
7N-4932;1;1380;GASKET;235-0287;LINES GP-WATER -LOWER;CCR DESAR;;;
7N-4945;1;1380;GASKET;235-0287;LINES GP-WATER -LOWER;CCR DESAR;;;
163-2624;1;1380;HOSE AS;235-0287;LINES GP-WATER -LOWER;CCR DESAR;;;
9X-6772;1;1380;STRAP-CABLE;235-0287;LINES GP-WATER -LOWER;CCR DESAR;;;
8F-8151;2;1380;VALVE-SHUTOFF;235-0287;LINES GP-WATER -LOWER;CCR DESAR;;;
110-0096;2;1380;RING;235-0287;LINES GP-WATER -LOWER;CCR DESAR;;;
121-5746;2;1380;GASKET;235-0287;LINES GP-WATER -LOWER;CCR DESAR;;;
152-1009;1;1380;HOSE AS;235-0287;LINES GP-WATER -LOWER;CCR DESAR;;;
163-2622;1;1380;HOSE AS;235-0287;LINES GP-WATER -LOWER;CCR DESAR;;;
273-3967;1;1380;GASKET;235-0287;LINES GP-WATER -LOWER;CCR DESAR;;;
103-0892;1;1380;GROMMET;235-0287;LINES GP-WATER -LOWER;CCR DESAR;;;
3E-6735;1;1380;SEAL-O-RING;235-0287;LINES GP-WATER -LOWER;CCR DESAR;;;
3J-1907;1;1380;SEAL-O-RING;235-0287;LINES GP-WATER -LOWER;CCR DESAR;;;
3K-0360;2;1380;SEAL-O-RING;235-0287;LINES GP-WATER -LOWER;CCR DESAR;;;
3V-3308;2;1380;WASHER-HARD (10.2X20.5X2.5-MM THK);235-0287;LINES GP-WATER -LOWER;CCR DESAR;;;
4S-1936;1;1380;CLIP;235-0287;LINES GP-WATER -LOWER;CCR DESAR;;;
6V-5066;8;1380;SEAL-O-RING;235-0287;LINES GP-WATER -LOWER;CCR DESAR;;;
6V-6609;2;1380;SEAL-O-RING;235-0287;LINES GP-WATER -LOWER;CCR DESAR;;;
6V-8397;2;1380;SEAL-O-RING;235-0287;LINES GP-WATER -LOWER;CCR DESAR;;;
6V-8398;3;1380;SEAL-O-RING;235-0287;LINES GP-WATER -LOWER;CCR DESAR;;;
8S-0948;2;1380;CLIP;235-0287;LINES GP-WATER -LOWER;CCR DESAR;;;
344-9286;1;1380;RING;235-0287;LINES GP-WATER -LOWER;CCR DESAR;;;
7E-7209;1;1380;RING-RETAINING;304-7603;LINES GP-WATER -AFTERCOOLER;CCR DESAR;;;
153-9963;2;1380;RING;304-7603;LINES GP-WATER -AFTERCOOLER;CCR DESAR;;;
153-9964;2;1380;RING;304-7603;LINES GP-WATER -AFTERCOOLER;CCR DESAR;;;
230-1072;2;1380;GASKET;304-7603;LINES GP-WATER -AFTERCOOLER;CCR DESAR;;;
273-3967;1;1380;GASKET;304-7603;LINES GP-WATER -AFTERCOOLER;CCR DESAR;;;
0L-1143;2;1380;BOLT (3/8-16X2.5-IN);304-7603;LINES GP-WATER -AFTERCOOLER;CCR DESAR;;;
3J-1907;1;1380;SEAL-O-RING;304-7603;LINES GP-WATER -AFTERCOOLER;CCR EN&CA;;;
3J-7354;1;1380;SEAL-O-RING;304-7603;LINES GP-WATER -AFTERCOOLER;CCR DESAR;;;
5B-4399;1;1380;SEAL-O-RING;304-7603;LINES GP-WATER -AFTERCOOLER;CCR EN&CA;;;
5H-8848;1;1380;SEAL-O-RING;304-7603;LINES GP-WATER -AFTERCOOLER;CCR DESAR;;;
6J-2680;3;1380;SEAL-O-RING;304-7603;LINES GP-WATER -AFTERCOOLER;CCR DESAR;;;
6V-1454;2;1380;SEAL-O-RING;304-7603;LINES GP-WATER -AFTERCOOLER;CCR DESAR;;;
6V-5066;1;1380;SEAL-O-RING;304-7603;LINES GP-WATER -AFTERCOOLER;CCR DESAR;;;
6V-6809;1;1380;SEAL-O-RING;304-7603;LINES GP-WATER -AFTERCOOLER;CCR DESAR;;;
6V-8397;3;1380;SEAL-O-RING;304-7603;LINES GP-WATER -AFTERCOOLER;CCR EN&CA;;;
6V-8398;1;1380;SEAL-O-RING;304-7603;LINES GP-WATER -AFTERCOOLER;CCR DESAR;;;
8T-1919;2;1380;SEAL-O-RING;304-7603;LINES GP-WATER -AFTERCOOLER;CCR DESAR;;;
9M-2092;2;1380;SEAL-O-RING;304-7603;LINES GP-WATER -AFTERCOOLER;CCR DESAR;;;
108-1434;3;1380;GROMMET;349-4740;LINES GP-WATER -TURBOCHARGER;CCR TU&EL;;;
4P-0693;8;1380;CLAMP AS;349-4740;LINES GP-WATER -TURBOCHARGER;CCR TU&EL;;;
6V-8398;2;1380;SEAL-O-RING;349-4740;LINES GP-WATER -TURBOCHARGER;CCR TU&EL;;;
6V-9746;1;1380;SEAL-O-RING;349-4740;LINES GP-WATER -TURBOCHARGER;CCR TU&EL;;;
217-7067;1;1380;HOSE AS;349-4740;LINES GP-WATER -TURBOCHARGER;CCR TU&EL;;;
341-9211;16;1380;GASKET;349-4740;LINES GP-WATER -TURBOCHARGER;CCR TU&EL;;;
309-3006;4;1380;HOSE AS;349-4740;LINES GP-WATER -TURBOCHARGER;CCR TU&EL;;;
309-3007;2;1380;HOSE AS;349-4740;LINES GP-WATER -TURBOCHARGER;CCR TU&EL;;;
309-3507;1;1380;HOSE AS;349-4740;LINES GP-WATER -TURBOCHARGER;CCR TU&EL;;;
330-0701;1;1380;HOSE AS;349-4740;LINES GP-WATER -TURBOCHARGER;CCR TU&EL;;;
349-5230;2;1380;HOSE AS;349-4740;LINES GP-WATER -TURBOCHARGER;CCR TU&EL;;;
6V-6609;8;1380;SEAL-O-RING;349-4740;LINES GP-WATER -TURBOCHARGER;CCR TU&EL;;;
180-8424;16;1380;SEAL-O-RING;349-4740;LINES GP-WATER -TURBOCHARGER;CCR TU&EL;;;
2N-0931;1;1380;GASKET;452-9637;LINES GP-WATER -BYPASS;CCR EN&CA;;;
4W-3100;1;1380;GASKET;452-9637;LINES GP-WATER -BYPASS;CCR EN&CA;;;
110-0096;2;1380;RING;452-9637;LINES GP-WATER -BYPASS;CCR DESAR;;;
137-8173;1;1380;SHIM (10-MM THK);452-9637;LINES GP-WATER -BYPASS;CCR DESAR;;;
0S-1591;2;1380;BOLT (3/8-16X1.5-IN);452-9637;LINES GP-WATER -BYPASS;CCR DESAR;;;
103-0892;1;1380;GROMMET;452-9637;LINES GP-WATER -BYPASS;CCR DESAR;;;
2H-3928;1;1380;SEAL-O-RING;452-9637;LINES GP-WATER -BYPASS;CCR DESAR;;;
6V-5066;2;1380;SEAL-O-RING;452-9637;LINES GP-WATER -BYPASS;CCR DESAR;;;
6V-6809;1;1380;SEAL-O-RING;452-9637;LINES GP-WATER -BYPASS;CCR DESAR;;;
127-8269;2;1059;SEAL-EXHAUST;381-4959;MANIFOLD GP-EXHAUST;CCR DESAR;;;
203-2143;4;1059;SLEEVE (EXHAUST MANIFOLD);381-4959;MANIFOLD GP-EXHAUST;CCR DESAR;;;
320-8974;2;1059;GASKET-EXHAUST MANIFOLD;381-4959;MANIFOLD GP-EXHAUST;CCR EN.CLT;;;
2N-2766;8;1059;LOCKNUT (3/8-16-THD);381-4959;MANIFOLD GP-EXHAUST;CCR EN.CLT;;;
5P-3345;8;1059;BOLT (3/8-16X3-IN);381-4959;MANIFOLD GP-EXHAUST;CCR EN.CLT;;;
5P-3875;6;1059;BOLT (3/8-16X2.75-IN);381-4959;MANIFOLD GP-EXHAUST;CCR EN.CLT;;;
5P-3961;2;1059;BOLT (3/8-16X2.5-IN);381-4959;MANIFOLD GP-EXHAUST;CCR EN.CLT;;;
127-8269;4;1059;SEAL-EXHAUST;381-4960;MANIFOLD GP-EXHAUST -INTERMEDIATE;CCR EN.CLT;;;
203-2143;8;1059;SLEEVE (EXHAUST MANIFOLD);381-4960;MANIFOLD GP-EXHAUST -INTERMEDIATE;CCR EN.CLT;;;
320-8974;2;1059;GASKET-EXHAUST MANIFOLD;381-4960;MANIFOLD GP-EXHAUST -INTERMEDIATE;CCR EN.CLT;;;
2N-2766;16;1059;LOCKNUT (3/8-16-THD);381-4960;MANIFOLD GP-EXHAUST -INTERMEDIATE;CCR EN.CLT;;;
5P-3345;16;1059;BOLT (3/8-16X3-IN);381-4960;MANIFOLD GP-EXHAUST -INTERMEDIATE;CCR EN.CLT;;;
5P-3875;16;1059;BOLT (3/8-16X2.75-IN);381-4960;MANIFOLD GP-EXHAUST -INTERMEDIATE;CCR EN.CLT;;;
127-8269;2;1059;SEAL-EXHAUST;381-4961;MANIFOLD GP-EXHAUST -INTERMEDIATE;CCR EN.CLT;;;
203-2143;4;1059;SLEEVE (EXHAUST MANIFOLD);381-4961;MANIFOLD GP-EXHAUST -INTERMEDIATE;CCR EN.CLT;;;
320-8974;2;1059;GASKET-EXHAUST MANIFOLD;381-4961;MANIFOLD GP-EXHAUST -INTERMEDIATE;CCR EN.CLT;;;
2N-2766;12;1059;LOCKNUT (3/8-16-THD);381-4961;MANIFOLD GP-EXHAUST -INTERMEDIATE;CCR EN.CLT;;;
5P-3345;12;1059;BOLT (3/8-16X3-IN);381-4961;MANIFOLD GP-EXHAUST -INTERMEDIATE;CCR EN.CLT;;;
5P-3875;8;1059;BOLT (3/8-16X2.75-IN);381-4961;MANIFOLD GP-EXHAUST -INTERMEDIATE;CCR EN.CLT;;;
320-8974;4;1059;GASKET-EXHAUST MANIFOLD;398-8031;MANIFOLD GP-EXHAUST -INTERMEDIATE;CCR EN.CLT;;;
5P-3875;16;1059;BOLT (3/8-16X2.75-IN);398-8031;MANIFOLD GP-EXHAUST -INTERMEDIATE;CCR EN.CLT;;;
203-2143;4;1059;SLEEVE (EXHAUST MANIFOLD);454-2669;MANIFOLD GP-EXHAUST -INTERMEDIATE;CCR EN.CLT;;;
127-8269;2;1059;SEAL-EXHAUST;454-2669;MANIFOLD GP-EXHAUST -INTERMEDIATE;CCR EN.CLT;;;
5P-3345;12;1059;BOLT (3/8-16X3-IN);454-2669;MANIFOLD GP-EXHAUST -INTERMEDIATE;CCR EN.CLT;;;
2N-2766;12;1059;LOCKNUT (3/8-16-THD);454-2669;MANIFOLD GP-EXHAUST -INTERMEDIATE;CCR EN.CLT;;;
320-8974;2;1059;GASKET-EXHAUST MANIFOLD;454-2669;MANIFOLD GP-EXHAUST -INTERMEDIATE;CCR EN.CLT;;;
5P-3875;8;1059;BOLT (3/8-16X2.75-IN);454-2669;MANIFOLD GP-EXHAUST -INTERMEDIATE;CCR EN.CLT;;;
203-2143;4;1059;SLEEVE (EXHAUST MANIFOLD);454-2671;MANIFOLD GP-EXHAUST -REAR;CCR EN.CLT;;;
127-8269;2;1059;SEAL-EXHAUST;454-2671;MANIFOLD GP-EXHAUST -REAR;CCR EN.CLT;;;
320-8974;2;1059;GASKET-EXHAUST MANIFOLD;454-2671;MANIFOLD GP-EXHAUST -REAR;CCR EN.CLT;;;
5P-3875;6;1059;BOLT (3/8-16X2.75-IN);454-2671;MANIFOLD GP-EXHAUST -REAR;CCR EN.CLT;;;
5P-3961;2;1059;BOLT (3/8-16X2.5-IN);454-2671;MANIFOLD GP-EXHAUST -REAR;CCR EN.CLT;;;
5P-3345;8;1059;BOLT (3/8-16X3-IN);454-2671;MANIFOLD GP-EXHAUST -REAR;CCR EN.CLT;;;
2N-2766;8;1059;LOCKNUT (3/8-16-THD);454-2671;MANIFOLD GP-EXHAUST -REAR;CCR EN.CLT;;;
132-3071;1;1405;SEAL;439-2152;MOUNTING GP-ALTERNATOR;CCR DRIST;;;
235-2484;1;1405;SEAL-LIP TYPE;439-2152;MOUNTING GP-ALTERNATOR;CCR DRIST;;;
465-2689;1;1405;SEAL-WEAR SLEEVE;439-2152;MOUNTING GP-ALTERNATOR;CCR DRIST;;;
436-6512;1;1405;TENSIONER-BELT;439-2152;MOUNTING GP-ALTERNATOR;CCR DRIST;;;
2W-0752;1;1924;GASKET;447-5920;MOUNTING GP-SENSOR;CCR DESAR;;;
2M-9189;1;1325;GASKET;131-3468;OIL CHANGE GP-HIGH SPEED;CCR EN&CA;;;
110-8827;1;1325;FITTING (QUICK DISCONNECT, MALE);131-3468;OIL CHANGE GP-HIGH SPEED;CCR EN&CA;;;
7M-8485;2;1325;SEAL-O-RING;131-3468;OIL CHANGE GP-HIGH SPEED;CCR EN&CA;;;
415-3936;1;1302;SCREEN AS-SUCTION (ENGINE OIL PAN);246-5530;PAN GP-OIL;CCR EN&CA;;;
2M-9780;2;1302;SEAL-O-RING;246-5530;PAN GP-OIL;CCR EN&CA;;;
3P-0654;2;1302;SEAL-O-RING;246-5530;PAN GP-OIL;CCR EN&CA;;;
5P-4892;1;1302;SEAL-O-RING;246-5530;PAN GP-OIL;CCR EN&CA;;;
5P-8068;2;1302;SEAL-O-RING;246-5530;PAN GP-OIL;CCR EN&CA;;;
6F-4868;1;1302;GASKET;246-5530;PAN GP-OIL;CCR EN&CA;;;
6I-0723;1;1302;PLUG-OIL DRAIN (ENGINE OIL PAN);246-5530;PAN GP-OIL;CCR EN&CA;;;
6V-4314;1;1302;SEAL-O-RING;246-5530;PAN GP-OIL;CCR EN&CA;;;
6V-4315;2;1302;SEAL-O-RING;246-5530;PAN GP-OIL;CCR EN&CA;;;
6V-5101;1;1302;SEAL-O-RING;246-5530;PAN GP-OIL;CCR EN&CA;;;
7E-2632;1;1302;GASKET-OIL PAN;246-5530;PAN GP-OIL;CCR EN&CA;;;
142-4159;1;1302;SEAL-INTEGRAL;246-5530;PAN GP-OIL;CCR EN&CA;;;
4F-3765;3;1302;GASKET-SHAFT;246-5530;PAN GP-OIL;CCR EN&CA;;;
5P-5700;4;1302;SEAL-O-RING;246-5530;PAN GP-OIL;CCR EN&CA;;;
6V-0973;1;1302;SEAL-O-RING;246-5530;PAN GP-OIL;CCR EN&CA;;;
220-1206;1;1361;HOSE AS;235-0265;PUMP GP-AUXILIARY WATER;CCR DRIST;;;
3D-2824;1;1361;SEAL-O-RING;235-0265;PUMP GP-AUXILIARY WATER;CCR DRIST;;;
3J-7354;1;1361;SEAL-O-RING;235-0265;PUMP GP-AUXILIARY WATER;CCR DRIST;;;
3K-0360;1;1361;SEAL-O-RING;235-0265;PUMP GP-AUXILIARY WATER;CCR BBA;;;
5H-6734;1;1361;SEAL-O-RING;235-0265;PUMP GP-AUXILIARY WATER;CCR BBA;;;
6V-8398;2;1361;SEAL-O-RING;235-0265;PUMP GP-AUXILIARY WATER;CCR BBA;;;
9M-4355;3;1304;DAMPER-BOLT;375-7412;PUMP GP-ENGINE OIL -2-SECTION GEAR;CCR DRIST;;;
298-6387;1;1304;SEAL-O-RING;375-7412;PUMP GP-ENGINE OIL -2-SECTION GEAR;CCR DRIST;;;
8T-9655;6;1258;MOUNT-ISOLATION;248-2597;PUMP GP-FUEL PRIMING;CCR EN&CA;;;
235-8725;1;1258;PUMP GP-FILTER &amp;;;;;;
493-1171;1;1258;HOSE AS;248-2597;PUMP GP-FUEL PRIMING;CCR DESAR;;;
0L-1143;3;1258;BOLT (3/8-16X2.5-IN);248-2597;PUMP GP-FUEL PRIMING;CCR DESAR;;;
238-5081;4;1258;SEAL-O-RING;248-2597;PUMP GP-FUEL PRIMING;CCR DESAR;;;
214-7568;1;1258;SEAL-O-RING;248-2597;PUMP GP-FUEL PRIMING;CCR DESAR;;;
420-1795;1;1258;VALVE GP-CHECK (FUEL)(FUEL PRIMING);248-2597;PUMP GP-FUEL PRIMING;CCR DESAR;;;
495-1360;1;1258;HOSE AS;248-2597;PUMP GP-FUEL PRIMING;CCR DESAR;;;
353-7952;2;1258;GROMMET;248-2597;PUMP GP-FUEL PRIMING;CCR DESAR;;;
1H-9696;1;1256;SEAL-O-RING;282-8409;PUMP GP-FUEL TRANSFER -1-SECTION GEAR;CCR BBA;;;
4P-4917;1;1312;SCREEN-SCAVENGE (PERFORATIONS);397-9156;PUMP GP-SCAVENGE -FRONT SUMP;CCR EN&CA;;;
4P-5500;1;1312;SCREEN-SCAVENGE (MESH);397-9156;PUMP GP-SCAVENGE -FRONT SUMP;CCR EN&CA;;;
237-7623;2;1312;SEAL-O-RING;397-9156;PUMP GP-SCAVENGE -FRONT SUMP;CCR DESAR;;;
0S-1591;8;1312;BOLT (3/8-16X1.5-IN);397-9156;PUMP GP-SCAVENGE -FRONT SUMP;CCR DESAR;;;
3H-2750;4;1312;BOLT (3/8-16X1.625-IN);397-9156;PUMP GP-SCAVENGE -FRONT SUMP;CCR DESAR;;;
145-8295;1;5614;HOSE AS;328-1648;PUMP GP-WATER;CCR DRIST;;;
4P-8134;2;5614;CLIP (LADDER);328-1648;PUMP GP-WATER;CCR DRIST;;;
9X-6772;2;5614;STRAP-CABLE;328-1648;PUMP GP-WATER;CCR DRIST;;;
3D-2824;1;5614;SEAL-O-RING;328-1648;PUMP GP-WATER;CCR DRIST;;;
3J-7354;1;5614;SEAL-O-RING;328-1648;PUMP GP-WATER;CCR DRIST;;;
4J-5477;2;5614;SEAL-O-RING;328-1648;PUMP GP-WATER;CCR DRIST;;;
5H-6734;1;5614;SEAL-O-RING;328-1648;PUMP GP-WATER;CCR DRIST;;;
6V-8398;1;5614;SEAL-O-RING;328-1648;PUMP GP-WATER;CCR DRIST;;;
133-5953;1;1067;SHIELD AS-MANIFOLD (REAR, RH);133-5950;SHIELD GP-MANIFOLD;CCR EN.CLT;;;
170-1148;2;1067;STRAP AS (670-MM LG);133-5950;SHIELD GP-MANIFOLD;CCR EN.CLT;;;
144-5692;16;1221;GASKET-PLATE;445-8603;SPACER GP-BLOCK -CYLINDER HEAD;CCR EN.CLT;;;
362-8264;16;1221;GASKET-CYLINDER HEAD;445-8603;SPACER GP-BLOCK -CYLINDER HEAD;CCR EN.CLT;;;
420-0652;64;1221;SEAL AS-WATER;445-8603;SPACER GP-BLOCK -CYLINDER HEAD;CCR EN.CLT;;;
420-0653;64;1221;SEAL AS-WATER;445-8603;SPACER GP-BLOCK -CYLINDER HEAD;CCR EN.CLT;;;
5P-0840;32;1221;SEAL-O-RING;445-8603;SPACER GP-BLOCK -CYLINDER HEAD;CCR EN.CLT;;;
118-8454;4;1456;NOZZLE AS-ETHER;344-2767;STARTING AID GP-ETHER;;;;
133-9900;1;1456;HOSE AS;344-2767;STARTING AID GP-ETHER;;;;
135-6987;1;1456;HOSE AS;344-2767;STARTING AID GP-ETHER;;;;
135-7862;4;1456;HOSE AS;344-2767;STARTING AID GP-ETHER;;;;
8M-2770;4;1456;CLIP (LOOP);344-2767;STARTING AID GP-ETHER;;;;
5P-9085;17;1456;CLIP (LOOP);344-2767;STARTING AID GP-ETHER;;;;
9X-7438;1;1153;MOUNT AS;382-6483;TRUNNION GP-ENGINE;CCR DRIST;;;
154-9025;2;1380;VALVE-SAMPLING (ENGINE COOLANT);451-8845;VALVE GP-COOLANT SAMPLING;CCR DESAR;;;
157-0670;2;1380;CAP-DUST (ENGINE COOLANT);451-8845;VALVE GP-COOLANT SAMPLING;CCR DESAR;;;
3J-9196;32;1123;NUT-JAM (1/2-20-THD);370-9889;VALVE MECHANISM GP;CCR M&B;;;
7N-4782;32;1123;SPRING-LIFTER GUIDE;370-9889;VALVE MECHANISM GP;CCR M&B;;;
9F-7707;48;1123;RING-RETAINING;370-9889;VALVE MECHANISM GP;CCR M&B;;;
317-1121;16;1123;NUT-JAM (5/8-18-THD);370-9889;VALVE MECHANISM GP;CCR M&B;;;
9X-0352;16;1123;RECEPTACLE AS-CONNECTOR (2-PIN);370-9889;VALVE MECHANISM GP;CCR M&B;;;
100-3877;16;1123;RETAINER-SPRING;370-9889;VALVE MECHANISM GP;CCR M&B;;;
100-3878;16;1123;SPRING-INJECTOR;370-9889;VALVE MECHANISM GP;CCR M&B;;;
132-6469;16;1123;HARNESS AS-WIRING (VALVE MECHANISM);370-9889;VALVE MECHANISM GP;CCR M&B;;;
154-6389;48;1123;BUTTON;370-9889;VALVE MECHANISM GP;CCR M&B;;;
358-0768;32;1123;SCREW-ADJUSTING (1/2-20X2.42-IN);370-9889;VALVE MECHANISM GP;CCR M&B;;;
380-4843;16;1123;SCREW-ADJUSTING (5/8-18X2.375-IN);370-9889;VALVE MECHANISM GP;CCR M&B;;;
230-2620;48;1123;BUSHING;370-9889;VALVE MECHANISM GP;CCR M&B;;;
155-4094;16;1123;PIN-SPRING;370-9889;VALVE MECHANISM GP;CCR M&B;;;
240-7032;16;1123;SEAL;370-9889;VALVE MECHANISM GP;CCR M&B;;;
334-1626;32;1123;BOLT (3/8-16X2-IN);370-9889;VALVE MECHANISM GP;CCR M&B;;;
5P-7530;16;1123;SEAL-O-RING;370-9889;VALVE MECHANISM GP;CCR M&B;;;
6J-2245;16;1123;SEAL-O-RING;370-9889;VALVE MECHANISM GP;CCR M&B;;;
6V-6228;48;1120;SEAL-O-RING;247-8341;BASE GP-VALVE COVER;CCR M&B;;;
120-4339;16;1120;WASHER-SPRING;247-8341;BASE GP-VALVE COVER;CCR M&B;;;
7E-6016;1;1408;GASKET;364-9117;WIRING GP-ENGINE;CCR TU&EL;;;
7K-1181;1;1408;STRAP-CABLE;364-9117;WIRING GP-ENGINE;CCR TU&EL;;;
9G-5127;1;1408;BREATHER (ATMOSPHERIC);364-9117;WIRING GP-ENGINE;CCR TU&EL;;;
102-2240;3;1408;SENSOR GP-TEMPERATURE (3-PIN)(AFTERCOOLER, FRONT);364-9117;WIRING GP-ENGINE;CCR TU&EL;;;
194-6724;1;1408;SENSOR GP-PRESSURE (TURBOCHARGER OUTLET);364-9117;WIRING GP-ENGINE;CCR TU&EL;;;
214-7566;1;1408;SEAL-O-RING;364-9117;WIRING GP-ENGINE;CCR TU&EL;;;
218-3840;1;1408;SENSOR GP-PRESSURE (COOLANT);364-9117;WIRING GP-ENGINE;CCR TU&EL;;;
255-2282;1;1408;SWITCH AS-PRESSURE (FUEL FILTER, DIFFERENTIAL);364-9117;WIRING GP-ENGINE;CCR TU&EL;;;
522-1643;1;1408;SENSOR GP-SPEED (ENGINE TIMING);364-9117;WIRING GP-ENGINE;CCR TU&EL;;;
308-0875;1;1408;HOSE AS;364-9117;WIRING GP-ENGINE;CCR TU&EL;;;
318-1181;1;1408;SENSOR GP-SPEED (MAGNETIC)(ENGINE);364-9117;WIRING GP-ENGINE;CCR TU&EL;;;
364-9121;1;1408;HARNESS AS-SWITCH (REMOTE);364-9117;WIRING GP-ENGINE;CCR TU&EL;;;
364-9123;1;1408;HARNESS AS-SENSOR (TURBOCHARGER INLET, RH);364-9117;WIRING GP-ENGINE;CCR TU&EL;;;
415-2434;2;1408;SENSOR GP-EXHAUST TEMPERATURE (TURBOCHARGER INLET, LH);364-9117;WIRING GP-ENGINE;CCR TU&EL;;;
430-9455;1;1408;SENSOR GP-LIQUID LEVEL (HYDROCARBON)(ENGINE OIL, LOW);364-9117;WIRING GP-ENGINE;CCR TU&EL;;;
462-6449;1;1408;CABLE AS;364-9117;WIRING GP-ENGINE;CCR TU&EL;;;
032-9828;2;1408;GROMMET;364-9117;WIRING GP-ENGINE;CCR TU&EL;;;
115-5579;3;1408;CLIP AS-CONNECTING (2-PIN);364-9117;WIRING GP-ENGINE;CCR TU&EL;;;
136-7227;1;1408;SEAL-O-RING;364-9117;WIRING GP-ENGINE;CCR TU&EL;;;
194-6722;2;1408;SENSOR GP-PRESSURE (CRANKCASE);364-9117;WIRING GP-ENGINE;CCR TU&EL;;;
194-6725;2;1408;SENSOR GP-PRESSURE (UNFILTERED OIL);364-9117;WIRING GP-ENGINE;CCR TU&EL;;;
204-2281;4;1408;STRAP-CABLE;364-9117;WIRING GP-ENGINE;CCR TU&EL;;;
204-8000;4;1408;MOUNTING-CABLE TIE;364-9117;WIRING GP-ENGINE;CCR TU&EL;;;
206-5017;2;1408;SPACER (11X20X5-MM THK);364-9117;WIRING GP-ENGINE;CCR TU&EL;;;
214-7568;1;1408;SEAL-O-RING;364-9117;WIRING GP-ENGINE;CCR TU&EL;;;
230-7732;1;1408;MOUNTING-CABLE TIE;364-9117;WIRING GP-ENGINE;CCR TU&EL;;;
338-1942;1;1408;TIMER AS-ON DELAY (24-VOLT);364-9117;WIRING GP-ENGINE;CCR TU&EL;;;
243-4507;1;1408;RECEPTACLE AS-CONNECTOR (4-PIN);364-9117;WIRING GP-ENGINE;CCR TU&EL;;;
353-7954;2;1408;GROMMET;364-9117;WIRING GP-ENGINE;CCR TU&EL;;;
353-7956;6;1408;GROMMET;364-9117;WIRING GP-ENGINE;CCR TU&EL;;;
353-7957;3;1408;GROMMET;364-9117;WIRING GP-ENGINE;CCR TU&EL;;;
364-9124;1;1408;HARNESS AS-SENSOR (TURBOCHARGER INLET, LH);364-9117;WIRING GP-ENGINE;CCR TU&EL;;;
102-8802;1;1408;KIT-RECEPTACLE (2-PIN);364-9117;WIRING GP-ENGINE;CCR TU&EL;;;
3E-4352;1;1408;WASHER-HARD (8.8X20.5X2.5-MM THK);364-9117;WIRING GP-ENGINE;CCR TU&EL;;;
3K-0360;2;1408;SEAL-O-RING;364-9117;WIRING GP-ENGINE;CCR TU&EL;;;
