Serial Number or Prefix;Product;Order ID;Work Order;Segment;Operation;Additional Notes;
0;;ATY 20R-6116;;;;;
;;;;;;;
Part No.;Qty;Type;SMCS;Part Name;Group No.;Group Name;Note
7N-3368;2;;1380;GASKET;7E-6514;;CCR EN&CA
122-8856;4;;1380;GASKET;7E-6514;;CCR EN&CA
127-2176;16;;1380;SEAL-INTEGRAL;7E-6514;;CCR EN&CA
241-5928;16;;1380;GASKET;7E-6514;;CCR EN&CA
243-2288;6;;1380;GASKET;7E-6514;;CCR EN&CA
5M-2894;7;;1380;WASHER-HARD (10.2X18.5X2.5-MM THK);7E-6514;;CCR EN&CA
6V-9027;1;;1380;SEAL-O-RING;7E-6514;;CCR EN&CA
6V-9769;16;;1380;SEAL-O-RING;7E-6514;;CCR EN&CA
9M-1974;62;;1380;WASHER-HARD (8.8X16X2-MM THK);7E-6514;;CCR EN&CA
5M-1198;2;;1380;CLIP;147-0821;;CCR DESAR
5M-2894;18;;1380;WASHER-HARD (10.2X18.5X2.5-MM THK);147-0821;;CCR DESAR
6J-2680;4;;1380;SEAL-O-RING;147-0821;;CCR DESAR
6V-5066;1;;1380;SEAL-O-RING;147-0821;;CCR DESAR
6V-6809;1;;1380;SEAL-O-RING;147-0821;;CCR DESAR
6V-8397;1;;1380;SEAL-O-RING;147-0821;;CCR DESAR
8S-9191;2;;1380;BOLT (3/8-16X4-IN);147-0821;;CCR DESAR
8T-1919;4;;1380;SEAL-O-RING;147-0821;;CCR DESAR
9M-2092;2;;1380;SEAL-O-RING;147-0821;;CCR DESAR
4W-0530;4;;1380;RING-RETAINING;147-0821;;CCR DESAR
4W-0531;8;;1380;RETAINER;147-0821;;CCR DESAR
153-9964;2;;1380;RING;147-0821;;CCR DESAR
187-4607;1;;1380;HOSE AS;147-0821;;CCR DESAR
230-1072;2;;1380;GASKET;147-0821;;CCR DESAR
2H-3928;2;;1380;SEAL-O-RING;147-0821;;CCR DESAR
3J-1907;2;;1380;SEAL-O-RING;147-0821;;CCR DESAR
6V-9027;4;;1380;SEAL-O-RING;147-0821;;CCR DESAR
3V-3308;8;;1380;WASHER-HARD (10.2X20.5X2.5-MM THK);147-0821;;CCR DESAR
2N-0931;1;;1380;GASKET;178-6382;;CCR DESAR
4W-3100;1;;1380;GASKET;178-6382;;CCR DESAR
137-8173;1;;1380;SHIM (10-MM THK);178-6382;;CCR DESAR
103-0892;1;;1380;GROMMET;178-6382;;CCR DESAR
5M-2894;15;;1380;WASHER-HARD (10.2X18.5X2.5-MM THK);178-6382;;CCR DESAR
6V-5066;2;;1380;SEAL-O-RING;178-6382;;CCR DESAR
6V-6809;1;;1380;SEAL-O-RING;178-6382;;CCR DESAR
9L-9132;2;;1380;WASHER-HARD (10.2X25.5X2.5-MM THK);178-6382;;CCR DESAR
110-0096;2;;1380;RING;178-6382;;CCR DESAR
5P-0599;1;;1380;CLAMP-BAND;178-6382;;CCR DESAR
108-1434;3;;1380;GROMMET;349-4740;;CCR DESAR
4P-0693;8;;1380;CLAMP AS;349-4740;;CCR DESAR
6V-8398;2;;1380;SEAL-O-RING;349-4740;;CCR DESAR
6V-9746;1;;1380;SEAL-O-RING;349-4740;;CCR DESAR
217-7067;1;;1380;HOSE AS;349-4740;;CCR DESAR
341-9211;16;;1380;GASKET;349-4740;;CCR DESAR
309-3006;4;;1380;HOSE AS;349-4740;;CCR DESAR
309-3007;2;;1380;HOSE AS;349-4740;;CCR DESAR
309-3507;1;;1380;HOSE AS;349-4740;;CCR DESAR
330-0701;1;;1380;HOSE AS;349-4740;;CCR DESAR
349-5230;2;;1380;HOSE AS;349-4740;;CCR DESAR
6V-6609;8;;1380;SEAL-O-RING;349-4740;;CCR DESAR
5M-2894;42;;1380;WASHER-HARD (10.2X18.5X2.5-MM THK);349-4740;;CCR DESAR
180-8424;16;;1380;SEAL-O-RING;349-4740;;CCR DESAR
4N-1320;1;;1380;GASKET (ADAPTER);453-2887;;CCR DESAR
7N-4932;2;;1380;GASKET;453-2887;;CCR DESAR
7N-4945;1;;1380;GASKET;453-2887;;CCR DESAR
8F-8151;2;;1380;VALVE-SHUTOFF;453-2887;;CCR DESAR
152-1009;1;;1380;HOSE AS;453-2887;;CCR DESAR
163-2624;1;;1380;HOSE AS;453-2887;;CCR DESAR
112-3830;1;;1380;HOSE AS;453-2887;;CCR DESAR
110-0096;2;;1380;RING;453-2887;;CCR DESAR
344-9286;1;;1380;RING;453-2887;;CCR DESAR
0L-1143;1;;1380;BOLT (3/8-16X2.5-IN);453-2887;;CCR DESAR
103-0892;1;;1380;GROMMET;453-2887;;CCR DESAR
121-5746;2;;1380;GASKET;453-2887;;CCR DESAR
3V-3308;2;;1380;WASHER-HARD (10.2X20.5X2.5-MM THK);453-2887;;CCR DESAR
3E-6735;1;;1380;SEAL-O-RING;453-2887;;CCR DESAR
3J-1907;1;;1380;SEAL-O-RING;453-2887;;CCR DESAR
3K-0360;2;;1380;SEAL-O-RING;453-2887;;CCR DESAR
1S-0994;2;;1380;CLIP (LOOP);453-2887;;CCR DESAR
4S-1936;1;;1380;CLIP;453-2887;;CCR DESAR
5M-2894;8;;1380;WASHER-HARD (10.2X18.5X2.5-MM THK);453-2887;;CCR DESAR
6V-5066;7;;1380;SEAL-O-RING;453-2887;;CCR DESAR
6V-6609;2;;1380;SEAL-O-RING;453-2887;;CCR DESAR
6V-8397;2;;1380;SEAL-O-RING;453-2887;;CCR DESAR
6V-8398;3;;1380;SEAL-O-RING;453-2887;;CCR DESAR
8S-0948;2;;1380;CLIP;453-2887;;CCR DESAR
9X-6772;1;;1380;STRAP-CABLE;453-2887;;CCR DESAR
5P-8245;22;;1380;WASHER-HARD (13.5X25.5X3-MM THK);453-2887;;CCR DESAR
127-8269;4;;1059;SEAL-EXHAUST;381-4959;;CCR EN.CLT
203-2143;8;;1059;SLEEVE (EXHAUST MANIFOLD);381-4959;;CCR EN.CLT
320-8974;4;;1059;GASKET-EXHAUST MANIFOLD;381-4959;;CCR EN.CLT
2N-2766;16;;1059;LOCKNUT (3/8-16-THD);381-4959;;CCR EN.CLT
5M-2894;16;;1059;WASHER-HARD (10.2X18.5X2.5-MM THK);381-4959;;CCR EN.CLT
5P-3345;16;;1059;BOLT (3/8-16X3-IN);381-4959;;CCR EN.CLT
5P-3875;16;;1059;BOLT (3/8-16X2.75-IN);381-4959;;CCR EN.CLT
5P-3961;16;;1059;BOLT (3/8-16X2.5-IN);381-4959;;CCR EN.CLT
127-8269;4;;1059;SEAL-EXHAUST;381-4960;;CCR EN.CLT
203-2143;8;;1059;SLEEVE (EXHAUST MANIFOLD);381-4960;;CCR EN.CLT
320-8974;4;;1059;GASKET-EXHAUST MANIFOLD;381-4960;;CCR EN.CLT
2N-2766;16;;1059;LOCKNUT (3/8-16-THD);381-4960;;CCR EN.CLT
5M-2894;16;;1059;WASHER-HARD (10.2X18.5X2.5-MM THK);381-4960;;CCR EN.CLT
5P-3345;16;;1059;BOLT (3/8-16X3-IN);381-4960;;CCR EN.CLT
5P-3875;16;;1059;BOLT (3/8-16X2.75-IN);381-4960;;CCR EN.CLT
127-8269;2;;1059;SEAL-EXHAUST;381-4961;;CCR EN&CA
203-2143;4;;1059;SLEEVE (EXHAUST MANIFOLD);381-4961;;CCR EN&CA
320-8974;2;;1059;GASKET-EXHAUST MANIFOLD;381-4961;;CCR EN&CA
2N-2766;12;;1059;LOCKNUT (3/8-16-THD);381-4961;;CCR EN&CA
5M-2894;8;;1059;WASHER-HARD (10.2X18.5X2.5-MM THK);381-4961;;CCR EN&CA
5P-3345;12;;1059;BOLT (3/8-16X3-IN);381-4961;;CCR EN&CA
5P-3875;8;;1059;BOLT (3/8-16X2.75-IN);381-4961;;CCR EN&CA
320-8974;4;;1059;GASKET-EXHAUST MANIFOLD;398-8031;;CCR EN.CLT
5M-2894;16;;1059;WASHER-HARD (10.2X18.5X2.5-MM THK);398-8031;;CCR EN.CLT
5P-3875;16;;1059;BOLT (3/8-16X2.75-IN);398-8031;;CCR EN.CLT
127-8269;2;;1059;SEAL-EXHAUST;398-8029;;CCR EN&CA
203-2143;4;;1059;SLEEVE (EXHAUST MANIFOLD);398-8029;;CCR EN&CA
320-8974;2;;1059;GASKET-EXHAUST MANIFOLD;398-8029;;CCR EN&CA
2N-2766;12;;1059;LOCKNUT (3/8-16-THD);398-8029;;CCR EN&CA
5M-2894;8;;1059;WASHER-HARD (10.2X18.5X2.5-MM THK);398-8029;;CCR EN&CA
5P-3345;12;;1059;BOLT (3/8-16X3-IN);398-8029;;CCR EN&CA
5P-3875;8;;1059;BOLT (3/8-16X2.75-IN);398-8029;;CCR EN&CA
6V-9027;1;;1063;SEAL-O-RING;380-1696;;CCR EN&CA
107-3758;4;;1063;SEAL (AFTERCOOLER);380-1696;;CCR EN&CA
7N-3218;2;;1210;WASHER-THRUST;380-2698;;CCR BLK
5M-2894;2;;1210;WASHER-HARD (10.2X18.5X2.5-MM THK);380-2698;;CCR BLK
250-3444;1;;1210;FILM-INFORMATION (STANDARD ROTATION);380-2698;;CCR BLK
245-4908;16;;1290;SEAL-O-RING;425-9286;;CCR EN&CA
245-4907;16;;1290;SEAL-O-RING;425-9286;;CCR EN&CA
7F-8698;16;;1290;BOLT (7/16-14X3.5-IN);425-9286;;CCR EN&CA
489-0207;4;;1052;GASKET-EXHAUST;306-5001;;CCR TU&EL
376-7739;16;;1052;BOLT (3/8-16X2.5-IN);306-5001;;CCR TU&EL
391-2167;16;;1052;LOCKNUT-FLANGE (3/8X16-THD);306-5001;;CCR TU&EL
6L-3005;4;;1052;CLAMP-BAND;306-5001;;CCR TU&EL
300-8567;1;;1405;SLEEVE;366-0333;;CCR DISTRI
141-7116;1;;1405;BELT-SERPENTINE (ALTERNATOR);366-0333;;CCR DISTRI
235-2484;1;;1405;SEAL-LIP TYPE;366-0333;;CCR DISTRI
3K-2889;1;;1405;LOCKNUT (5/8-11-THD);366-0333;;CCR DISTRI
5P-8245;2;;1405;WASHER-HARD (13.5X25.5X3-MM THK);366-0333;;CCR DISTRI
5P-8247;1;;1405;WASHER-HARD (17X32X3.5-MM THK);366-0333;;CCR DISTRI
2W-0752;1;;1924;GASKET;447-5920;;CCR DESAR
5M-2894;4;;1924;WASHER-HARD (10.2X18.5X2.5-MM THK);447-5920;;CCR DESAR
5P-8245;2;;1325;WASHER-HARD (13.5X25.5X3-MM THK);131-3468;;CCR EN&CA
2M-9189;1;;1325;GASKET;131-3468;;CCR EN&CA
110-8827;1;;1325;FITTING (QUICK DISCONNECT, MALE);131-3468;;CCR EN&CA
7M-8485;2;;1325;SEAL-O-RING;131-3468;;CCR EN&CA
6F-4868;1;;1302;GASKET52-6390;452-6390;;CCR EN&CA
6I-0723;1;;1302;PLUG-OIL DRAIN;452-6390;;CCR EN&CA
7E-2632;1;;1302;GASKET-OIL PAN;452-6390;;CCR EN&CA
6V-4314;1;;1302;SEAL-O-RING;452-6390;;CCR EN&CA
142-4159;1;;1302;SEAL-INTEGRAL;452-6390;;CCR EN&CA
415-3936;1;;1302;SCREEN AS-SUCTION (ENGINE OIL PAN);452-6390;;CCR EN&CA
3P-0654;2;;1302;SEAL-O-RING;452-6390;;CCR EN&CA
4F-3765;3;;1302;GASKET-SHAFT;452-6390;;CCR EN&CA
5M-2894;28;;1302;WASHER-HARD (10.2X18.5X2.5-MM THK);452-6390;;CCR EN&CA
5P-4892;1;;1302;SEAL-O-RING;452-6390;;CCR EN&CA
5P-5700;4;;1302;SEAL-O-RING;452-6390;;CCR EN&CA
5P-8068;2;;1302;SEAL-O-RING;452-6390;;CCR EN&CA
5P-8245;2;;1302;WASHER-HARD (13.5X25.5X3-MM THK);452-6390;;CCR EN&CA
5P-7818;1;;1302;SEAL-O-RING;452-6390;;CCR EN&CA
6V-4315;2;;1302;SEAL-O-RING;452-6390;;CCR EN&CA
6V-5101;1;;1302;SEAL-O-RING;452-6390;;CCR EN&CA
4B-8407;1;;1157;GASKET-COPPER (FLYWHEEL HOUSING);445-8608;;CCR DISTRI
238-5081;1;;1302;SEAL-O-RING;452-6392;;CCR EN&CA
238-5081;1;;1302;SEAL-O-RING;492-3114;;CCR EN&CA
9M-2151;3;;1361;STUD-TAPERLOCK (3/8-16X1.378-IN);9Y-8909;;CCR BBA
149-5462;1;;1361;SEAL-O-RING;9Y-8909;;CCR BBA
5H-6734;1;;1361;SEAL-O-RING;9Y-8909;;CCR BBA
9M-4355;3;;1304;DAMPER-BOLT;375-7412;;CCR BBA
298-6387;1;;1304;SEAL-O-RING;375-7412;;CCR BBA
5P-8245;3;;1304;WASHER-HARD (13.5X25.5X3-MM THK);375-7412;;CCR BBA
8T-9655;6;;1258;MOUNT-ISOLATION;248-2597;;CCR EN&CA
493-1171;1;;1258;HOSE AS;248-2597;;CCR EN&CA
0L-1143;3;;1258;BOLT (3/8-16X2.5-IN);248-2597;;CCR EN&CA
238-5081;4;;1258;SEAL-O-RING;248-2597;;CCR EN&CA
214-7568;1;;1258;SEAL-O-RING;248-2597;;CCR EN&CA
5M-2894;5;;1258;WASHER-HARD (10.2X18.5X2.5-MM THK);248-2597;;CCR EN&CA
9N-0869;6;;1258;WASHER-HARD (8.8X25.5X2-MM THK);248-2597;;CCR EN&CA
5P-8245;2;;1258;WASHER-HARD (13.5X25.5X3-MM THK);248-2597;;CCR EN&CA
495-1360;1;;1258;HOSE AS;248-2597;;CCR EN&CA
353-7952;2;;1258;GROMMET;248-2597;;CCR EN&CA
6D-5801;2;;1256;LOCKNUT (8-32-THD);235-8725;;CCR EN&CA
9S-2437;3;;1256;SCREW-TAPPING (10-24X19.05-MM);235-8725;;CCR EN&CA
179-7400;2;;1256;SEAL;235-8725;;CCR EN&CA
326-1644;1;;1263;FILTER AS-WATER SEP &amp;;;
220-8678;1;;1263;SEAL-RING (FUEL, WATER SEPARATOR);174-9570;;CCR DESAR
343-5527;1;;1263;BOWL AS;174-9570;;CCR DESAR
5F-9144;1;;1263;SEAL-O-RING;174-9570;;CCR DESAR
8F-7219;1;;1263;SEAL-O-RING;174-9570;;CCR DESAR
1H-9696;1;;1256;SEAL-O-RING;282-8409;;CCR BBA
4P-4917;1;;1312;SCREEN-SCAVENGE (PERFORATIONS);397-9156;;CCR BBA
4P-5500;1;;1312;SCREEN-SCAVENGE (MESH);397-9156;;CCR BBA
237-7623;2;;1312;SEAL-O-RING;397-9156;;CCR BBA
0S-1591;8;;1312;BOLT (3/8-16X1.5-IN);397-9156;;CCR BBA
3H-2750;4;;1312;BOLT (3/8-16X1.625-IN);397-9156;;CCR BBA
5M-2894;10;;1312;WASHER-HARD (10.2X18.5X2.5-MM THK);397-9156;;CCR BBA
5J-4715;4;;1312;WASHER (10.3X20.6X4.2-MM THK);397-9156;;CCR BBA
5H-6734;1;;1361;SEAL-O-RING;375-3658;;CCR BBA
149-5462;1;;1361;SEAL-O-RING;375-3658;;CCR BBA
9M-2151;3;;1361;STUD-TAPERLOCK (3/8-16X1.378-IN);375-3658;;CCR BBA
133-5953;1;;1067;SHIELD AS-MANIFOLD (REAR, RH);133-5950;;CCR EN.CLT
170-1148;2;;1067;STRAP AS (670-MM LG);133-5950;;CCR EN.CLT
131-0420;96;;1221;FASTENER GP-CYLINDER HEAD;445-8603;;CCR EN.CLT
7N-1961;32;;1221;BOLT-12 POINT HEAD (3/4-16X8.5-IN);445-8603;;CCR EN.CLT
131-0421;32;;1221;FASTENER GP-CYLINDER HEAD;445-8603;;CCR EN.CLT
144-5692;16;;1221;GASKET-PLATE;445-8603;;CCR EN.CLT
362-8264;16;;1221;GASKET-CYLINDER HEAD;445-8603;;CCR EN.CLT
420-0652;64;;1221;SEAL AS-WATER;445-8603;;CCR EN.CLT
420-0653;64;;1221;SEAL AS-WATER;445-8603;;CCR EN.CLT
5M-2894;32;;1221;WASHER-HARD (10.2X18.5X2.5-MM THK);445-8603;;CCR EN.CLT
5P-0840;32;;1221;SEAL-O-RING;445-8603;;CCR EN.CLT
118-8454;4;;1456;NOZZLE AS-ETHER;147-0817;;CCR DESAR
8M-2770;4;;1456;CLIP (LOOP);147-0817;;CCR DESAR
133-9900;1;;1456;HOSE AS;147-0817;;CCR DESAR
135-6987;1;;1456;HOSE AS;147-0817;;CCR DESAR
135-7862;4;;1456;HOSE AS;147-0817;;CCR DESAR
5M-2894;9;;1456;WASHER-HARD (10.2X18.5X2.5-MM THK);147-0817;;CCR DESAR
9M-1974;10;;1456;WASHER-HARD (8.8X16X2-MM THK);147-0817;;CCR DESAR
5P-9085;17;;1456;CLIP (LOOP);147-0817;;CCR DESAR
7X-1062;1;;1456;CYLINDER AS-ETHER;147-0817;;CCR DESAR
5P-8245;20;;1153;WASHER-HARD (13.5X25.5X3-MM THK);382-6483;;CCR DISTRI
9X-7438;1;;1153;MOUNT AS;382-6483;;CCR DISTRI
154-9025;2;;1380;VALVE-SAMPLING (COOLANT);451-8844;;CCR DESAR
157-0670;2;;1380;CAP-DUST;451-8844;;CCR DESAR
3J-9196;32;;1123;NUT-JAM (1/2-20-THD);370-9889;;CCR M&B
7E-6508;16;;1123;CAP AS;370-9889;;CCR M&B
7N-4782;32;;1123;SPRING-LIFTER GUIDE;370-9889;;CCR M&B
9F-7707;48;;1123;RING-RETAINING;370-9889;;CCR M&B
317-1121;16;;1123;NUT-JAM (5/8-18-THD);370-9889;;CCR M&B
9X-0352;16;;1123;RECEPTACLE AS-CONNECTOR (2-PIN);370-9889;;CCR M&B
100-3877;16;;1123;RETAINER-SPRING;370-9889;;CCR M&B
100-3878;16;;1123;SPRING-INJECTOR;370-9889;;CCR M&B
132-6469;16;;1123;HARNESS AS-WIRING (VALVE MECHANISM);370-9889;;CCR M&B
154-6389;16;;1123;BUTTON;370-9889;;CCR M&B
358-0768;32;;1123;SCREW-ADJUSTING (1/2-20X2.42-IN);370-9889;;CCR M&B
380-4843;16;;1123;SCREW-ADJUSTING (5/8-18X2.375-IN);370-9889;;CCR M&B
155-4094;16;;1123;PIN-SPRING;370-9889;;CCR M&B
240-7032;16;;1123;SEAL;370-9889;;CCR M&B
334-1626;32;;1123;BOLT (3/8-16X2-IN);370-9889;;CCR M&B
5M-2894;32;;1123;WASHER-HARD (10.2X18.5X2.5-MM THK);370-9889;;CCR M&B
5P-0537;16;;1123;WASHER-HARD (7.2X14.5X2-MM THK);370-9889;;CCR M&B
5P-7530;16;;1123;SEAL-O-RING;370-9889;;CCR M&B
6J-2245;16;;1123;SEAL-O-RING;370-9889;;CCR M&B
6V-6228;48;;1120;SEAL-O-RING;247-8341;;CCR M&B
120-4339;16;;1120;WASHER-SPRING;247-8341;;CCR M&B
4N-3841;1;;1408;GASKET;187-4565;;CCR TU&EL
7E-6016;1;;1408;GASKET;187-4565;;CCR TU&EL
9G-5127;1;;1408;BREATHER (ATMOSPHERIC);187-4565;;CCR TU&EL
9X-6772;69;;1408;STRAP-CABLE;187-4565;;CCR TU&EL
102-2240;2;;1408;SENSOR GP-TEMPERATURE (3-PIN)(COOLANT);187-4565;;CCR TU&EL
153-7485;1;;1408;WIRE AS-GROUND;187-4565;;CCR TU&EL
161-9926;2;;1408;SENSOR GP-PRESSURE (ATMOSPHERIC AIR);187-4565;;CCR TU&EL
171-8708;1;;1408;SWITCH GP-FLOW (COOLANT);187-4565;;CCR TU&EL
194-6724;1;;1408;SENSOR GP-PRESSURE (TURBOCHARGER OUTLET);187-4565;;CCR TU&EL
194-6725;2;;1408;SENSOR GP-PRESSURE (UNFILTERED OIL);187-4565;;CCR TU&EL
255-2282;1;;1408;SWITCH AS-PRESSURE (FUEL FILTER, DIFFERENTIA;187-4565;;CCR TU&EL
102-8802;1;;1408;KIT-RECEPTACLE (2-PIN);187-4565;;CCR TU&EL
2M-9780;3;;1408;SEAL-O-RING;187-4565;;CCR TU&EL
7J-9108;2;;1408;SEAL-O-RING;187-4565;;CCR TU&EL
273-5041;1;;1408;SENSOR GP-SPEED (ENGINE TIMING);187-4565;;CCR TU&EL
308-0875;1;;1408;HOSE AS;187-4565;;CCR TU&EL
318-1181;1;;1408;SENSOR GP-SPEED (MAGNETIC)(ENGINE);187-4565;;CCR TU&EL
430-9455;1;;1408;SENSOR GP-LIQUID LEVEL (HYDROCARBON)(LOW OIL;187-4565;;CCR TU&EL
492-1189;1;;1408;HARNESS AS-ENGINE;187-4565;;CCR TU&EL
032-9828;2;;1408;GROMMET;187-4565;;CCR TU&EL
353-7956;4;;1408;GROMMET;187-4565;;CCR TU&EL
353-7957;6;;1408;GROMMET;187-4565;;CCR TU&EL
3K-0360;2;;1408;SEAL-O-RING;187-4565;;CCR TU&EL
4B-4281;1;;1408;WASHER (16.8X33X2.5-MM THK);187-4565;;CCR TU&EL
4P-7429;3;;1408;CLIP;187-4565;;CCR TU&EL
4P-7581;14;;1408;CLIP (LADDER);187-4565;;CCR TU&EL
4P-8134;33;;1408;CLIP (LADDER);187-4565;;CCR TU&EL
5M-2894;53;;1408;WASHER-HARD (10.2X18.5X2.5-MM THK);187-4565;;CCR TU&EL
5P-8245;5;;1408;WASHER-HARD (13.5X25.5X3-MM THK);187-4565;;CCR TU&EL
5P-8444;2;;1408;GROMMET (37-MM ID);187-4565;;CCR TU&EL
6V-0683;6;;1408;GROMMET;187-4565;;CCR TU&EL
6V-4349;6;;1408;GROMMET;187-4565;;CCR TU&EL
6V-5048;10;;1408;SEAL-O-RING;187-4565;;CCR TU&EL
6V-7359;2;;1408;GROMMET (25-MM ID, 37-MM OD);187-4565;;CCR TU&EL
8M-2771;1;;1408;CLIP;187-4565;;CCR TU&EL
8T-2920;1;;1408;GROMMET (27-MM ID);187-4565;;CCR TU&EL
8T-7087;5;;1408;GROMMET (34-MM ID);187-4565;;CCR TU&EL
9M-1974;2;;1408;WASHER-HARD (8.8X16X2-MM THK);187-4565;;CCR TU&EL
415-2432;2;;1408;SENSOR GP-TEMPERATURE (EXHAUST)(TURBOCHARGER;187-4565;;CCR TU&EL
9X-1813;1;;1408;SLEEVE (14-CM);187-4565;;CCR TU&EL
237-0598;2;;1067;SHIELD AS-HEAT;237-0598;;CCR DESAR
7C-6209;2;;1202;PLATE-THRUST;459-7765;;CCR BLK
101-1198;18;;1201;BEARING-CAMSHAFT;484-5418;;CCR BLK
214-7568;6;;1201;SEAL-O-RING;484-5418;;CCR BLK
5F-9657;4;;1201;SEAL-O-RING;484-5418;;CCR BLK
6V-3348;8;;1201;SEAL-O-RING;484-5418;;CCR BLK
7X-4805;3;;1201;SEAL-O-RING;484-5418;;CCR BLK
8T-2929;4;;1201;SEAL-O-RING;525-1802;;CCR BLK
7X-7925;36;;1201;BOLT (7/8-14X11-IN);525-1802;;CCR BLK
8T-2928;4;;1201;SEAL-O-RING;525-1802;;CCR BLK
113-8433;1;;1160;SEAL (COUNTERCLOCKWISE ROTATION);332-7911;;CCR BLK
113-8432;1;;1160;SEAL (CLOCKWISE ROTATION);332-7911;;CCR BLK
230-2620;48;;1123;BUSHING;370-9889;VALVE MECHANISM GP;CCR M&B
306-1720;4;;;;;;CCR DESAR
