Serial Number or Prefix;Product;Order ID;Work Order;Segment;Operation;Additional Notes;
0;;3TZ;100-8094;;;;
;;;;;;;
Part No.;Qty;Type;SMCS;Part Name;Group No.;Group Name;Note
320-8974;4;;1059;GASKET-EXHAUST MANIFOLD;398-8031;MANIFOLD GP-EXHAUST -INTERMEDIATE;CCR EN.CLT
5P-3875;16;;1059;BOLT (3/8-16X2.75-IN);398-8031;MANIFOLD GP-EXHAUST -INTERMEDIATE;CCR EN.CLT
5P-0840;32;;1221;SEAL-O-RING;445-8603;SPACER GP-BLOCK -CYLINDER HEAD;CCR EN.CLT
144-5692;16;;1221;GASKET-PLATE;445-8603;SPACER GP-BLOCK -CYLINDER HEAD;CCR EN.CLT
362-8264;16;;1221;GASKET-CYLINDER HEAD;445-8603;SPACER GP-BLOCK -CYLINDER HEAD;CCR EN.CLT
420-0652;64;;1221;SEAL AS-WATER;445-8603;SPACER GP-BLOCK -CYLINDER HEAD;CCR EN.CLT
420-0653;64;;1221;SEAL AS-WATER;445-8603;SPACER GP-BLOCK -CYLINDER HEAD;CCR EN.CLT
2W-0752;1;;5736;GASKET;447-5920;MOUNTING GP-SENSOR;CCR EN.CLT
127-2176;16;;1380;SEAL-INTEGRAL;451-9806;LINES GP-WATER -UPPER;CCR EN.CLT
127-8269;2;;1059;SEAL-EXHAUST;452-7060;MANIFOLD GP-EXHAUST;CCR EN.CLT
203-2143;4;;1059;SLEEVE (EXHAUST MANIFOLD);452-7060;MANIFOLD GP-EXHAUST;CCR EN.CLT
2N-2766;24;;1059;LOCKNUT (3/8-16-THD);452-7060;MANIFOLD GP-EXHAUST;CCR EN.CLT
320-8974;4;;1059;GASKET-EXHAUST MANIFOLD;452-7060;MANIFOLD GP-EXHAUST;CCR EN.CLT
5P-3345;24;;1059;BOLT (3/8-16X3-IN);452-7060;MANIFOLD GP-EXHAUST;CCR EN.CLT
5P-3875;16;;1059;BOLT (3/8-16X2.75-IN);452-7060;MANIFOLD GP-EXHAUST;CCR EN.CLT
100-3877;16;;1123;RETAINER-SPRING;370-9889;VALVE MECHANISM GP;CCR M&B
100-3878;16;;1123;SPRING-INJECTOR;370-9889;VALVE MECHANISM GP;CCR M&B
154-6389;48;;1123;BUTTON;370-9889;VALVE MECHANISM GP;CCR M&B
155-4094;16;;1123;PIN-SPRING;370-9889;VALVE MECHANISM GP;CCR M&B
230-2620;48;;1123;BUSHING;370-9889;VALVE MECHANISM GP;CCR M&B
240-7032;16;;1123;SEAL;370-9889;VALVE MECHANISM GP;CCR M&B
317-1121;16;;1123;NUT-JAM (5/8-18-THD);370-9889;VALVE MECHANISM GP;CCR M&B
334-1626;32;;1123;BOLT (3/8-16X2-IN);370-9889;VALVE MECHANISM GP;CCR M&B
358-0768;32;;1123;SCREW-ADJUSTING (1/2-20X2.42-IN);370-9889;VALVE MECHANISM GP;CCR M&B
380-4843;16;;1123;SCREW-ADJUSTING (5/8-18X2.375-IN);370-9889;VALVE MECHANISM GP;CCR M&B
3J-9196;32;;1123;NUT-JAM (1/2-20-THD);370-9889;VALVE MECHANISM GP;CCR M&B
5P-7530;16;;1123;SEAL-O-RING;370-9889;VALVE MECHANISM GP;CCR M&B
9F-7707;48;;1123;RING-RETAINING;370-9889;VALVE MECHANISM GP;CCR M&B
272-0760;2;;1107;SEAL-VALVE COVER;394-8039;COVER GP-VALVE MECHANISM;CCR M&B
272-0760;14;;1107;SEAL-VALVE COVER;394-8064;COVER GP-VALVE MECHANISM;CCR M&B
240-7957;2;;1107;FILM-WARNING (DO NOT OPERATE* READ OMM* INTL);394-8064;COVER GP-VALVE MECHANISM;CCR M&B
269-0196;4;;1107;FILM-WARNING (HOT SURFACE);394-8064;COVER GP-VALVE MECHANISM;CCR M&B
033-6031;4;;1317;SEAL-O-RING;394-8144;BREATHER GP -CRANKCASE;CCR M&B
217-6692;2;;1317;HOSE-TEE;394-8144;BREATHER GP -CRANKCASE;CCR M&B
4W-3027;4;;1317;BREATHER AS (CRANKCASE);394-8144;BREATHER GP -CRANKCASE;CCR M&B
4W-3034;4;;1317;CLAMP-HOSE;394-8144;BREATHER GP -CRANKCASE;CCR M&B
5P-0597;4;;1317;CLAMP-HOSE;394-8144;BREATHER GP -CRANKCASE;CCR M&B
5P-4868;1;;1317;CLAMP-HOSE;444-0823;BREATHER GP;CCR M&B
7N-7820;1;;1317;BOOT;444-0823;BREATHER GP;CCR M&B
118-1655;16;;1218;BUSHING (CONNECTING ROD);457-5437;CONNECTING ROD GP;CCR P&B
355-8508;16;;1218;BEARING-CONNECTING ROD;457-5437;CONNECTING ROD GP;CCR P&B
516-0827;16;;1201;SEAL-LINER;465-1386;LINER GP-CYLINDER BLOCK;CCR P&B
7N-2046;48;;1201;SEAL-O-RING;465-1386;LINER GP-CYLINDER BLOCK;CCR P&B
2N-2765;16;;1052;BOLT-HIGH TEMPERATURE (3/8-16X1.75-IN);105-4291;TURBOCHARGER GP;CCR TU&EL
2N-2766;16;;1052;LOCKNUT (3/8-16-THD);105-4291;TURBOCHARGER GP;CCR TU&EL
121-5736;4;;1052;GASKET (TURBOCHARGER);105-4291;TURBOCHARGER GP;CCR TU&EL
8N-9885;1;;7620;GASKET-COVER;107-9513;CONTROL & MTG GP-ENGINE ELEK;CCR TU&EL
8T-9655;8;;7620;MOUNT-ISOLATION;107-9513;CONTROL & MTG GP-ENGINE ELEK;CCR TU&EL
9M-1974;1;;7620;WASHER-HARD (8.8X16X2-MM THK);107-9513;CONTROL & MTG GP-ENGINE ELEK;CCR TU&EL
9X-6772;2;;1802;STRAP-CABLE;123-6863;COMPRESSOR & MTG GP-REFRIG;CCR TU&EL
3K-0360;1;;1408;SEAL-O-RING;127-4499;WIRING GP-ENGINE;CCR TU&EL
4P-8134;44;;1408;CLIP (LADDER);127-4499;WIRING GP-ENGINE;CCR TU&EL
5P-8245;1;;1408;WASHER-HARD (13.5X25.5X3-MM THK);127-4499;WIRING GP-ENGINE;CCR TU&EL
102-2240;2;;1408;SENSOR GP-TEMPERATURE (3-PIN)(AFTERCOOLER* REAR);127-4499;WIRING GP-ENGINE;CCR TU&EL
102-8802;1;;1408;KIT-RECEPTACLE (2-PIN);127-4499;WIRING GP-ENGINE;CCR TU&EL
102-8803;1;;1408;KIT-RECEPTACLE (3-PIN);127-4499;WIRING GP-ENGINE;CCR TU&EL
117-0068;1;;1408;HOSE AS;127-4499;WIRING GP-ENGINE;CCR TU&EL
153-7485;1;;1408;WIRE AS-GROUND;127-4499;WIRING GP-ENGINE;CCR TU&EL
161-9926;2;;1408;SENSOR GP-PRESSURE (ATMOSPHERIC AIR);127-4499;WIRING GP-ENGINE;CCR TU&EL
163-7882;2;;1408;SENSOR GP-EXHAUST TEMPERATURE (TURBOCHARGER INLET* RH);127-4499;WIRING GP-ENGINE;CCR TU&EL
171-8708;1;;1408;SWITCH GP-FLOW (COOLANT);127-4499;WIRING GP-ENGINE;CCR TU&EL
172-8660;1;;1408;SWITCH GP-LIQUID LEVEL (LOW OIL);127-4499;WIRING GP-ENGINE;CCR TU&EL
194-6724;1;;1408;SENSOR GP-PRESSURE (TURBOCHARGER OUTLET);127-4499;WIRING GP-ENGINE;CCR TU&EL
194-6725;2;;1408;SENSOR GP-PRESSURE (UNFILTERED OIL);127-4499;WIRING GP-ENGINE;CCR TU&EL
208-6676;1;;1408;HARNESS AS-ENGINE;127-4499;WIRING GP-ENGINE;CCR TU&EL
255-2282;1;;1408;SWITCH AS-PRESSURE (FUEL FILTER* DIFFERENTIAL);127-4499;WIRING GP-ENGINE;CCR TU&EL
273-5041;1;;1408;SENSOR GP-SPEED (TIMING);127-4499;WIRING GP-ENGINE;CCR TU&EL
2M-9780;2;;1408;SEAL-O-RING;127-4499;WIRING GP-ENGINE;CCR TU&EL
318-1181;1;;1408;SENSOR GP-SPEED (MAGNETIC)(TIMING CALIBRATION);127-4499;WIRING GP-ENGINE;CCR TU&EL
3K-6905;1;;1408;VALVE-BREATHER (ATMOSPHERIC AIR);127-4499;WIRING GP-ENGINE;CCR TU&EL
4B-4281;1;;1408;WASHER (16.8X33X2.5-MM THK);127-4499;WIRING GP-ENGINE;CCR TU&EL
4D-7794;1;;1408;CLIP;127-4499;WIRING GP-ENGINE;CCR TU&EL
4N-3841;1;;1408;GASKET;127-4499;WIRING GP-ENGINE;CCR TU&EL
4P-7428;3;;1408;CLIP (LADDER);127-4499;WIRING GP-ENGINE;CCR TU&EL
4P-7429;3;;1408;CLIP (LADDER);127-4499;WIRING GP-ENGINE;CCR TU&EL
4P-7581;25;;1408;CLIP (LADDER);127-4499;WIRING GP-ENGINE;CCR TU&EL
6N-5926;2;;1408;SENDER AS-TEMPERATURE (JACKET WATER);127-4499;WIRING GP-ENGINE;CCR TU&EL
6V-3265;1;;1408;CLIP;127-4499;WIRING GP-ENGINE;CCR TU&EL
6V-5048;7;;1408;SEAL-O-RING;127-4499;WIRING GP-ENGINE;CCR TU&EL
7E-6016;1;;1408;GASKET;127-4499;WIRING GP-ENGINE;CCR TU&EL
7J-9108;1;;1408;SEAL-O-RING;127-4499;WIRING GP-ENGINE;CCR TU&EL
9X-6772;100;;1408;STRAP-CABLE;127-4499;WIRING GP-ENGINE;CCR TU&EL
108-1434;2;;1380;GROMMET;167-9562;LINES GP-TURBOCHARGER WATER -TURBOCHARGER;CCR TU&EL
4P-0693;2;;1380;CLAMP AS;167-9562;LINES GP-TURBOCHARGER WATER -TURBOCHARGER;CCR TU&EL
156-6277;2;;1380;HOSE AS;167-9562;LINES GP-TURBOCHARGER WATER -TURBOCHARGER;CCR TU&EL
341-9211;16;;1380;GASKET;167-9562;LINES GP-TURBOCHARGER WATER -TURBOCHARGER;CCR TU&EL
6K-8420;3;;1380;LOCKNUT (1-1/16-12-THD);167-9562;LINES GP-TURBOCHARGER WATER -TURBOCHARGER;CCR TU&EL
6V-4589;5;;1380;SEAL-O-RING;167-9562;LINES GP-TURBOCHARGER WATER -TURBOCHARGER;CCR TU&EL
7F-2060;2;;1380;LOCKNUT (7/8-14-THD);167-9562;LINES GP-TURBOCHARGER WATER -TURBOCHARGER;CCR TU&EL
8L-2786;4;;1380;SEAL-O-RING;167-9562;LINES GP-TURBOCHARGER WATER -TURBOCHARGER;CCR TU&EL
0R-6756;1;;1802;COMPRESSOR GP-H;198-4564;COMPRESSOR GP-REFRIGERANT;CCR TU&EL
238-5080;4;;1052;SEAL-O-RING;452-7933;LINES GP-TURBOCHARGER OIL;CCR TU&EL
238-5081;1;;1052;SEAL-O-RING;452-7933;LINES GP-TURBOCHARGER OIL;CCR TU&EL
112-3540;8;;1052;SEAL-O-RING;452-7933;LINES GP-TURBOCHARGER OIL;CCR TU&EL
184-3230;4;;1052;HOSE AS;452-7933;LINES GP-TURBOCHARGER OIL;CCR TU&EL
4P-4460;4;;1052;GASKET;452-7933;LINES GP-TURBOCHARGER OIL;CCR TU&EL
6V-4589;1;;1052;SEAL-O-RING;452-7933;LINES GP-TURBOCHARGER OIL;CCR TU&EL
7N-7559;4;;1052;GASKET;452-7933;LINES GP-TURBOCHARGER OIL;CCR TU&EL
133-5942;1;;1802;HARNESS AS-HEATER &amp;;;CCR TU&EL
