Serial Number or Prefix;Product;Order ID;Work Order;Segment;Operation;Additional Notes;
155-5619;1;;1157;GASKET;220-6368;;CCR DESAR
209-8622;2;;1157;BUSHING;220-6368;;CCR DESAR
234-8937;1;;1157;SEAL-INTEGRAL;220-6368;;CCR DESAR
214-7566;1;;1157;SEAL-O-RING;220-6368;;CCR DESAR
238-5080;1;;1157;SEAL-O-RING;220-6368;;CCR DESAR
214-7567;1;;1157;SEAL-O-RING;220-6368;;CCR DESAR
4M-0189;2;;1157;SEAL-O-RING;220-6368;;CCR DESAR
5P-8245;13;;1157;WASHER-HARD (13.5X25.5X3-MM THK);220-6368;;CCR DESAR
6V-5839;2;;1157;WASHER (11X21X2.5-MM THK);220-6368;;CCR DESAR
142-5868;1;;1160;SEAL-CRANKSHAFT (REAR);319-0785;;CCR BLK
155-9524;1;;1162;SEAL-INTEGRAL;243-5786;;CCR DESAR
166-9144;1;;1162;GASKET;243-5786;;CCR DESAR
5M-2894;20;;1162;WASHER-HARD (10.2X18.5X2.5-MM THK);243-5786;;CCR DESAR
5P-4255;8;;1162;BOLT-LOCKING (3/8-16X1-IN);243-5786;;CCR DESAR
126-1757;9;;1162;WASHER (10.85X19.3X1.27-MM THK);353-9979;;CCR DESAR
129-5427;2;;1162;WASHER-SPECIAL (SEALING);353-9979;;CCR DESAR
334-6832;2;;1162;STUD-SPECIAL (BRAKE);353-9979;;CCR DESAR
5M-2894;8;;1122;WASHER-HARD (10.2X18.5X2.5-MM THK);111-2088;;CCR DESAR
5P-8245;4;;1122;WASHER-HARD (13.5X25.5X3-MM THK);111-2355;;CCR DESAR
2P-3760;1;;1307;GASKET;219-4443;;CCR DESAR
4N-8150;1;;1307;SPRING;219-4443;;CCR DESAR
392-9208;1;;1307;PLUNGER-VALVE (RELIEF);219-4443;;CCR DESAR
214-7567;1;;1307;SEAL-O-RING;219-4443;;CCR DESAR
2N-3350;2;;1307;SEAL-O-RING;219-4443;;CCR DESAR
3E-6790;1;;1307;SEAL-O-RING;219-4443;;CCR DESAR
113-5304;2;;1307;SEAL-O-RING;219-4443;;CCR DESAR
5M-2894;6;;1307;WASHER-HARD (10.2X18.5X2.5-MM THK);219-4443;;CCR DESAR
5P-8068;2;;1307;SEAL-O-RING;219-4443;;CCR DESAR
8C-5230;2;;1307;SEAL-O-RING;219-4443;;CCR DESAR
116-5263;1;;1274;HOSE AS;460-7644;;CCR DESAR
214-7568;3;;1274;SEAL-O-RING;460-7644;;CCR DESAR
318-0825;1;;1274;HOSE AS;460-7644;;CCR DESAR
322-1945;1;;1274;HOSE AS;460-7644;;CCR DESAR
238-5080;1;;1274;SEAL-O-RING;460-7644;;CCR DESAR
460-7645;1;;1274;HOSE AS;460-7644;;CCR DESAR
5M-2894;2;;1274;WASHER-HARD (10.2X18.5X2.5-MM THK);460-7644;;CCR DESAR
5P-4116;2;;1274;WASHER-HARD (8.8X20.5X2-MM THK);460-7644;;CCR DESAR
5P-8939;2;;1274;GROMMET;460-7644;;CCR DESAR
7V-6571;5;;1274;GROMMET;460-7644;;CCR DESAR
126-2702;1;;1052;SEAL-INTEGRAL;262-9967;;CCR DESAR
198-6068;1;;1052;SEAL-INTEGRAL;262-9967;;CCR DESAR
210-9246;1;;1052;SEAL-O-RING;262-9967;;CCR DESAR
395-1875;1;;1052;HOSE &amp;;;
246-6036;1;;1052;HOSE;262-9967;;CCR DESAR
284-3502;2;;1052;CLAMP-BAND;262-9967;;CCR DESAR
0S-1591;2;;1052;BOLT (3/8-16X1.5-IN);262-9967;;CCR DESAR
228-7090;1;;1052;SEAL-O-RING;262-9967;;CCR DESAR
238-5081;1;;1052;SEAL-O-RING;262-9967;;CCR DESAR
5M-2894;4;;1052;WASHER-HARD (10.2X18.5X2.5-MM THK);262-9967;;CCR DESAR
106-1792;12;;1059;STUD-TAPERLOCK (3/8-16X4-IN);225-0998;;CCR DESAR
2N-2766;12;;1059;LOCKNUT (3/8-16-THD);225-0998;;CCR DESAR
2P-1974;2;;1405;STUD-TAPERLOCK (3/8-16X4.2-IN);188-1754;;CCR DESAR
5M-2894;6;;1405;WASHER-HARD (10.2X18.5X2.5-MM THK);188-1754;;CCR DESAR
0S-1591;3;;1062;BOLT (3/8-16X1.5-IN);275-7668;;CCR DESAR
5M-2894;5;;1062;WASHER-HARD (10.2X18.5X2.5-MM THK);275-7668;;CCR DESAR
214-7566;1;;1924;SEAL-O-RING;439-0117;;CCR DESAR
5M-2894;1;;1924;WASHER-HARD (10.2X18.5X2.5-MM THK);439-0117;;CCR DESAR
6V-3683;1;;1924;SEAL-O-RING;439-0117;;CCR DESAR
8J-4351;1;;1924;SEAL-O-RING;439-0117;;CCR DESAR
173-1957;1;;1801;PANEL AS;174-3874;;CCR DESAR
324-6804;1;;1801;COVER AS (SOUND SUPPRESSION);227-9980;;CCR DESAR
5M-2894;2;;1801;WASHER-HARD (10.2X18.5X2.5-MM THK);227-9980;;CCR DESAR
6V-6609;1;;1201;SEAL-O-RING;230-5379;;CCR BLK
214-7566;1;;1201;SEAL-O-RING;230-5379;;CCR BLK
238-5080;1;;1201;SEAL-O-RING;230-5379;;CCR BLK
238-5081;1;;1201;SEAL-O-RING;230-5379;;CCR BLK
6V-3251;1;;1100;SEAL-O-RING;230-5378;;CCR BLK
6V-6609;1;;1100;SEAL-O-RING;230-5378;;CCR BLK
214-7568;1;;1100;SEAL-O-RING;230-5378;;CCR BLK
238-5080;1;;1100;SEAL-O-RING;230-5378;;CCR BLK
107-5769;2;;1256;SEAL-O-RING;150-4279;;CCR DESAR
5M-2894;2;;1256;WASHER-HARD (10.2X18.5X2.5-MM THK);150-4279;;CCR DESAR
5P-8245;8;;1153;WASHER-HARD (13.5X25.5X3-MM THK);235-5021;;CCR DESAR
1S-4295;1;;1052;GASKET (TURBOCHARGER);262-1079;;CCR TU&EL
2N-2765;4;;1052;BOLT-HIGH TEMPERATURE (3/8-16X1.75-IN);262-1079;;CCR TU&EL
2N-2766;4;;1052;LOCKNUT (3/8-16-THD);262-1079;;CCR TU&EL
3S-2093;22;;1408;STRAP-CABLE;385-5637;;CCR TU&EL
7K-1181;1;;1408;STRAP-CABLE;385-5637;;CCR TU&EL
206-1345;2;;1408;STRAP-CABLE;385-5637;;CCR TU&EL
385-5638;1;;1408;HARNESS AS-ENGINE;385-5637;;CCR TU&EL
104-6202;2;;1408;CLIP (LADDER);385-5637;;CCR TU&EL
132-5789;4;;1408;CLIP (LADDER);385-5637;;CCR TU&EL
332-0012;1;;1408;CLIP (LOOP);385-5637;;CCR TU&EL
4P-7429;1;;1408;CLIP;385-5637;;CCR TU&EL
4P-7581;3;;1408;CLIP (LADDER);385-5637;;CCR TU&EL
4P-8134;3;;1408;CLIP (LADDER);385-5637;;CCR TU&EL
5M-2894;2;;1408;WASHER-HARD (10.2X18.5X2.5-MM THK);385-5637;;CCR TU&EL
5P-8247;3;;1408;WASHER-HARD (17X32X3.5-MM THK);385-5637;;CCR TU&EL
8T-4896;1;;1408;WASHER-HARD (10.2X18.5X2.5-MM THK);385-5637;;CCR TU&EL
6V-0128;1;;1408;SEAL-CONNECTOR;436-7110;;CCR DESAR
7E-6508;6;;1408;CAP AS;436-7110;;CCR DESAR
9L-8925;14;;1408;BOLT (5/16-18X1.25-IN);436-7110;;CCR DESAR
122-1472;1;;1408;BOLT (5/16-18X2.36-IN);436-7110;;CCR DESAR
123-3202;9;;1408;STRAP-CABLE;436-7110;;CCR DESAR
326-4512;6;;1408;MOUNTING-CABLE TIE;436-7110;;CCR DESAR
422-1761;1;;1408;HARNESS AS-ENGINE (UNIT INJECTOR);436-7110;;CCR DESAR
5P-0537;2;;1408;WASHER-HARD (7.2X14.5X2-MM THK);436-7110;;CCR DESAR
272-0390;1;;1408;SEAL;436-7110;;CCR DESAR
6V-1197;1;;1210;SEAL-O-RING;314-9614;;CCR BLK
253-1752;2;;1204;PLATE-THRUST;189-4917;;CCR BLK
4N-0684;1;;1204;DOWEL;189-4917;;CCR BLK
142-5867;1;;1160;SEAL-CRANKSHAFT (FRONT);319-7401;;CCR BLK
142-2329;1;;1201;SEAL;358-6883;;CCR BLK
227-1204;1;;1201;GASKET;358-6883;;CCR BLK
2M-6471;2;;1201;PLUG-CUP;358-6883;;CCR BLK
5P-0840;1;;1201;SEAL-O-RING;358-6883;;CCR BLK
3E-6772;24;;1100;SEAL (WATER);432-5472;;CCR DESAR
224-5122;1;;1100;GASKET (CYLINDER HEAD);432-5472;;CCR DESAR
281-8261;6;;1100;SLEEVE AS-EXHAUST;432-5472;;CCR DESAR
214-7568;1;;1100;SEAL-O-RING;432-5472;;CCR DESAR
5P-0840;1;;1100;SEAL-O-RING;432-5472;;CCR DESAR
2J-3118;5;;1162;BOLT-LOCKING (3/8-16X1.25-IN);207-0449;;CCR DESAR
5P-4142;2;;1162;BOLT-LOCKING (3/8-16X1.5-IN);207-0449;;CCR DESAR
1B-8705;2;;1162;KEY-WOODRUFF;207-0449;;CCR DESAR
126-1756;10;;1162;BOLT-LOCKING (5/16-18X0.875-IN);207-0449;;CCR DESAR
112-9217;1;;1162;PLATE-THRUST;207-0449;;CCR DESAR
130-4698;1;;1162;BUSHING;207-0449;;CCR DESAR
6I-3624;2;;1162;PLATE-THRUST;207-0449;;CCR DESAR
101-8468;1;;1162;BUSHING;207-0449;;CCR DESAR
117-8801;1;;1162;SEAL-O-RING;207-0449;;CCR DESAR
5E-8771;1;;1162;SEAL-O-RING;207-0449;;CCR DESAR
102-5861;1;;1162;PLATE-THRUST;207-0449;;CCR DESAR
107-0583;3;;1162;BOLT-LOCKING (1/4-20X0.87-IN);207-0449;;CCR DESAR
131-7123;1;;1162;BUSHING;207-0449;;CCR DESAR
9M-3786;1;;1361;SEAL-O-RING;174-5986;;CCR DESAR
122-3772;1;;1361;SEAL-O-RING;174-5986;;CCR DESAR
109-0077;1;;1361;SEAL-O-RING;174-5986;;CCR DESAR
274-6719;1;;1924;SENSOR GP-PRESSURE (ENGINE OIL);354-0041;;CCR TU&EL
0S-1591;1;;1924;BOLT (3/8-16X1.5-IN);354-0041;;CCR TU&EL
214-7566;2;;1924;SEAL-O-RING;354-0041;;CCR TU&EL
9M-1974;2;;1924;WASHER-HARD (8.8X16X2-MM THK);354-0041;;CCR TU&EL
214-7568;1;;1924;SEAL-O-RING;354-0041;;CCR TU&EL
3P-1155;1;;1924;SEAL-O-RING;354-0041;;CCR TU&EL
5M-2894;1;;1924;WASHER-HARD (10.2X18.5X2.5-MM THK);354-0041;;CCR TU&EL
228-4947;1;;1907;SEAL-O-RING;214-2484;;CCR TU&EL
191-8303;1;;1907;SENSOR GP-SPEED (LOW OUTPUT);214-2484;;CCR TU&EL
256-6453;1;;1922;SENSOR-TEMPERATURE (2-PIN);234-5012;;CCR TU&EL
6V-6609;1;;1922;SEAL-O-RING;234-5012;;CCR TU&EL
256-6453;1;;7344;SENSOR-TEMPERATURE (2-PIN);234-5013;;CCR TU&EL
238-5080;1;;7344;SEAL-O-RING;234-5013;;CCR TU&EL
274-6718;1;;7400;SENSOR GP-PRESSURE;249-0096;;CCR TU&EL
214-7566;1;;7400;SEAL-O-RING;249-0096;;CCR TU&EL
274-6717;1;;7400;SENSOR-PRESSURE;276-8548;;CCR TU&EL
214-7568;1;;7400;SEAL-O-RING;276-8548;;CCR TU&EL
228-4947;1;;1907;SEAL-O-RING;300-9804;;CCR TU&EL
279-9830;1;;1907;SENSOR GP-SPEED (TIMING, CAMSHAFT);300-9804;;CCR TU&EL
242-9537;2;;1120;SEAL-VALVE COVER;150-3135;;CCR DESAR
243-1159;12;;1120;FASTENER AS;150-3135;;CCR DESAR
149-7378;2;;1120;GROMMET;150-3135;;CCR DESAR
242-9537;1;;1120;SEAL-VALVE COVER;341-6804;;CCR DESAR
243-1159;6;;1120;FASTENER AS;341-6804;;CCR DESAR
149-7378;1;;1120;GROMMET;341-6804;;CCR DESAR
9X-2038;3;;1120;WASHER (7X19X2-MM THK);341-6804;;CCR DESAR
8T-9655;6;;1274;MOUNT-ISOLATION;356-8380;;CCR DESAR
6V-3251;1;;1274;SEAL-O-RING;356-8380;;CCR DESAR
228-7090;1;;1274;SEAL-O-RING;356-8380;;CCR DESAR
238-5081;2;;1274;SEAL-O-RING;356-8380;;CCR DESAR
5M-2894;5;;1274;WASHER-HARD (10.2X18.5X2.5-MM THK);356-8380;;CCR DESAR
326-1644;1;;1263;FILTER AS-WATER SEP &amp;;;
220-8678;1;;1263;SEAL-RING (FUEL, WATER SEPARATOR);174-9570;;CCR DESAR
343-5527;1;;1263;BOWL AS;174-9570;;CCR DESAR
5F-9144;1;;1263;SEAL-O-RING;174-9570;;CCR DESAR
8F-7219;1;;1263;SEAL-O-RING;174-9570;;CCR DESAR
190-8977;1;;1258;PUMP GP-FUEL PRM &amp;;;
190-8970;1;;1258;PUMP GP-FUEL PRIMING;190-8977;;CCR DESAR
1R-0762;1;;1261;FILTER-FUEL (ADVANCED EFFICIENCY);356-8379;;CCR DESAR
3S-2093;6;;1261;STRAP-CABLE;356-8379;;CCR DESAR
123-0783;1;;1261;VALVE GP-FLUID SAMPLING (FUEL);356-8379;;CCR DESAR
233-6742;1;;1261;VALVE GP-CHECK (FUEL);356-8379;;CCR DESAR
275-1253;1;;1261;SWITCH GP-PRESSURE (DIFFERENTIAL);356-8379;;CCR DESAR
274-6719;1;;1261;SENSOR GP-PRESSURE (ENGINE OIL);356-8379;;CCR DESAR
214-7568;2;;1261;SEAL-O-RING;356-8379;;CCR DESAR
214-7566;3;;1261;SEAL-O-RING;356-8379;;CCR DESAR
387-5580;1;;1261;HARNESS AS-SENSOR;356-8379;;CCR DESAR
228-7089;1;;1261;SEAL-O-RING;356-8379;;CCR DESAR
238-5080;5;;1261;SEAL-O-RING;356-8379;;CCR DESAR
4P-7581;1;;1261;CLIP (LADDER);356-8379;;CCR DESAR
8T-4896;2;;1261;WASHER-HARD (10.2X18.5X2.5-MM THK);356-8379;;CCR DESAR
178-1780;1;;1261;CLIP;356-8379;;CCR DESAR
7X-7729;2;;635;WASHER (11X25X3-MM THK);308-6602;;CCR DESAR
5M-2894;2;;635;WASHER-HARD (10.2X18.5X2.5-MM THK);308-6602;;CCR DESAR
0S-1591;2;;1302;BOLT (3/8-16X1.5-IN);307-7409;;CCR DESAR
5P-8068;1;;1302;SEAL-O-RING;307-7409;;CCR DESAR
5P-5846;1;;1302;SEAL-O-RING;307-7409;;CCR DESAR
2K-4973;2;;1302;LOCKNUT (3/8-16-THD);307-7409;;CCR DESAR
353-5065;2;;1302;GASKET-OIL PAN (ENGINE);307-7409;;CCR DESAR
5M-2894;3;;1302;WASHER-HARD (10.2X18.5X2.5-MM THK);307-7409;;CCR DESAR
238-5084;1;;1302;SEAL-O-RING;307-7409;;CCR DESAR
6V-3830;1;;1302;SEAL-O-RING;307-7409;;CCR DESAR
9Y-6089;1;;1453;GASKET;308-6784;;CCR TU&EL
306-8156;1;;1453;STRAP AS-GROUND;308-6784;;CCR TU&EL
