Serial Number or Prefix;Product;Order ID;Work Order;Segment;Operation;Additional Notes;
0;;221;;;;;
;;;;;;;
Part No.;Qty;Type;SMCS;Part Name;Group No.;Group Name;Note
109-0076;3;;1380;SEAL-O-RING;288-4419;LINES GP-WATER -ENGINE, TRANSMISSION COOLERS;CCR DESAR
109-0077;2;;1380;SEAL-O-RING;288-4419;LINES GP-WATER -ENGINE, TRANSMISSION COOLERS;CCR DESAR
154-9023;1;;1380;VALVE-SAMPLING;288-4419;LINES GP-WATER -ENGINE, TRANSMISSION COOLERS;CCR DESAR
5P-6619;1;;1380;SEAL-O-RING;288-4419;LINES GP-WATER -ENGINE, TRANSMISSION COOLERS;CCR DESAR
6V-5063;5;;1380;SEAL-O-RING;288-4419;LINES GP-WATER -ENGINE, TRANSMISSION COOLERS;CCR DESAR
6V-5064;1;;1380;SEAL-O-RING;288-4419;LINES GP-WATER -ENGINE, TRANSMISSION COOLERS;CCR DESAR
6V-6609;1;;1380;SEAL-O-RING;288-4419;LINES GP-WATER -ENGINE, TRANSMISSION COOLERS;CCR DESAR
6V-9027;4;;1380;SEAL-O-RING;288-4419;LINES GP-WATER -ENGINE, TRANSMISSION COOLERS;CCR DESAR
7C-0307;2;;1380;GASKET;288-4419;LINES GP-WATER -ENGINE, TRANSMISSION COOLERS;CCR DESAR
8T-1703;3;;1380;SEAL-O-RING;288-4419;LINES GP-WATER -ENGINE, TRANSMISSION COOLERS;CCR DESAR
353-1648;1;;1302;GASKET-OIL PAN;291-1432;PAN GP-OIL;CCR DESAR
238-5084;1;;1302;SEAL-O-RING;291-1432;PAN GP-OIL;CCR DESAR
379-5053;1;;1302;SEAL-O-RING;291-1432;PAN GP-OIL;CCR DESAR
3S-2093;19;;1408;STRAP-CABLE;303-2218;WIRING GP-ENGINE ELECTRONIC;CCR TU&EL
318-6975;1;;1408;HARNESS AS-ENGINE (ELECTRONIC CONTROL MODULE);303-2218;WIRING GP-ENGINE ELECTRONIC;CCR TU&EL
130-5300;6;;1408;CLIP;303-2218;WIRING GP-ENGINE ELECTRONIC;CCR TU&EL
132-5789;11;;1408;CLIP (LADDER);303-2218;WIRING GP-ENGINE ELECTRONIC;CCR TU&EL
4P-7581;2;;1408;CLIP (LADDER);303-2218;WIRING GP-ENGINE ELECTRONIC;CCR TU&EL
4P-8134;1;;1408;CLIP (LADDER);303-2218;WIRING GP-ENGINE ELECTRONIC;CCR TU&EL
3S-2093;6;;7400;STRAP-CABLE;303-2219;SENSOR GP-ENGINE;CCR TU&EL
125-5835;1;;7400;PLUG-FELT;303-2219;SENSOR GP-ENGINE;CCR TU&EL
326-4514;2;;7400;TIE-CABLE;303-2219;SENSOR GP-ENGINE;CCR TU&EL
234-5012;1;;7400;SENSOR GP-TEMPERATURE;303-2219;SENSOR GP-ENGINE;CCR TU&EL
234-5013;2;;7400;SENSOR GP-TEMPERATURE (INTAKE AIR, RH);303-2219;SENSOR GP-ENGINE;CCR TU&EL
261-6848;4;;7400;SENSOR GP-EXHAUST TEMPERATURE (FRONT, LH);303-2219;SENSOR GP-ENGINE;CCR TU&EL
266-8650;2;;7400;SENSOR GP-PRESSURE (BOOST, RH);303-2219;SENSOR GP-ENGINE;CCR TU&EL
276-8548;1;;7400;SENSOR GP-PRESSURE (ATMOSPHERIC AIR)(ATMOSPHERIC);303-2219;SENSOR GP-ENGINE;CCR TU&EL
276-9067;1;;7400;SENSOR GP-PRESSURE (ENGINE OIL)(ENGINE OIL);303-2219;SENSOR GP-ENGINE;CCR TU&EL
279-9828;1;;7400;SENSOR GP-SPEED (CRANKSHAFT);303-2219;SENSOR GP-ENGINE;CCR TU&EL
279-9829;1;;7400;SENSOR GP-SPEED (CAMSHAFT);303-2219;SENSOR GP-ENGINE;CCR TU&EL
306-6875;2;;7400;SENSOR GP-LIQUID LEVEL (ENGINE OIL ADD, OFF);303-2219;SENSOR GP-ENGINE;CCR TU&EL
117-1385;2;;7400;SEAL-O-RING;303-2219;SENSOR GP-ENGINE;CCR TU&EL
132-5789;2;;7400;CLIP (LADDER);303-2219;SENSOR GP-ENGINE;CCR TU&EL
205-8125;2;;7400;CLIP;303-2219;SENSOR GP-ENGINE;CCR TU&EL
6V-4589;4;;7400;SEAL-O-RING;303-2219;SENSOR GP-ENGINE;CCR TU&EL
6V-5048;2;;7400;SEAL-O-RING;303-2219;SENSOR GP-ENGINE;CCR TU&EL
4W-3034;2;;1107;CLAMP-HOSE;304-4238;COVER GP-VALVE MECHANISM;CCR DESAR
212-7728;36;;1107;ISOLATOR AS;304-4238;COVER GP-VALVE MECHANISM;CCR DESAR
224-7506;6;;1107;SEAL-VALVE COVER;304-4238;COVER GP-VALVE MECHANISM;CCR DESAR
4W-3027;2;;1107;BREATHER AS (CRANKCASE);304-4238;COVER GP-VALVE MECHANISM;CCR DESAR
033-6031;2;;1107;SEAL-O-RING;304-4238;COVER GP-VALVE MECHANISM;CCR DESAR
5P-8211;2;;1107;SEAL-O-RING;304-4238;COVER GP-VALVE MECHANISM;CCR DESAR
165-6170;3;;1326;PLUG;314-8801;GAUGE GP-OIL LEVEL (DIPSTICK) -ENGINE;CCR DESAR
033-6033;1;;1326;SEAL-O-RING;314-8801;GAUGE GP-OIL LEVEL (DIPSTICK) -ENGINE;CCR DESAR
061-8639;1;;1326;SEAL-O-RING;314-8801;GAUGE GP-OIL LEVEL (DIPSTICK) -ENGINE;CCR DESAR
2P-4305;2;;1308;GASKET;316-5686;LINES GP-ENGINE OIL FILTER;CCR DESAR
4N-0865;1;;1308;GASKET;316-5686;LINES GP-ENGINE OIL FILTER;CCR DESAR
8C-3445;1;;1308;CAP-DUST;316-5686;LINES GP-ENGINE OIL FILTER;CCR DESAR
9F-6304;2;;1308;SPRING;316-5686;LINES GP-ENGINE OIL FILTER;CCR DESAR
9M-0853;2;;1308;PLUNGER-VALVE;316-5686;LINES GP-ENGINE OIL FILTER;CCR DESAR
388-4871;1;;1308;HOSE AS;316-5686;LINES GP-ENGINE OIL FILTER;CCR DESAR
388-4876;1;;1308;HOSE AS;316-5686;LINES GP-ENGINE OIL FILTER;CCR DESAR
061-7540;5;;1308;SEAL-O-RING;316-5686;LINES GP-ENGINE OIL FILTER;CCR DESAR
214-7566;2;;1308;SEAL-O-RING;316-5686;LINES GP-ENGINE OIL FILTER;CCR DESAR
113-5304;3;;1308;SEAL-O-RING;316-5686;LINES GP-ENGINE OIL FILTER;CCR DESAR
5P-8068;1;;1308;SEAL-O-RING;316-5686;LINES GP-ENGINE OIL FILTER;CCR DESAR
5P-9890;2;;1308;SEAL-O-RING;316-5686;LINES GP-ENGINE OIL FILTER;CCR DESAR
6V-9027;1;;1308;SEAL-O-RING;316-5686;LINES GP-ENGINE OIL FILTER;CCR DESAR
8C-3446;1;;1308;VALVE-SAMPLING (ENGINE OIL);316-5686;LINES GP-ENGINE OIL FILTER;CCR DESAR
6V-5063;1;;1308;SEAL-O-RING;316-5686;LINES GP-ENGINE OIL FILTER;CCR DESAR
108-1434;1;;1274;GROMMET;317-9135;LINES GP-FUEL FILTER;CCR DESAR
4P-0707;2;;1274;CLAMP AS;317-9135;LINES GP-FUEL FILTER;CCR DESAR
307-8373;2;;1274;GROMMET;317-9135;LINES GP-FUEL FILTER;CCR DESAR
322-7615;1;;1274;HOSE AS;317-9135;LINES GP-FUEL FILTER;CCR DESAR
322-7616;2;;1274;HOSE AS;317-9135;LINES GP-FUEL FILTER;CCR DESAR
322-7617;1;;1274;HOSE AS;317-9135;LINES GP-FUEL FILTER;CCR DESAR
327-4448;1;;1274;VALVE GP-CHECK (FUEL PRESSURE REGULATING);317-9135;LINES GP-FUEL FILTER;CCR DESAR
238-5080;5;;1274;SEAL-O-RING;317-9135;LINES GP-FUEL FILTER;CCR DESAR
238-5081;1;;1274;SEAL-O-RING;317-9135;LINES GP-FUEL FILTER;CCR DESAR
214-7568;2;;1274;SEAL-O-RING;317-9135;LINES GP-FUEL FILTER;CCR DESAR
423-3614;1;;1274;HOSE &amp;;;
423-3615;1;;1274;HOSE &amp;;;
450-3176;1;;1274;HOSE AS;317-9135;LINES GP-FUEL FILTER;CCR DESAR
450-3597;1;;1274;HOSE AS;317-9135;LINES GP-FUEL FILTER;CCR DESAR
353-7952;1;;1274;GROMMET;317-9135;LINES GP-FUEL FILTER;CCR DESAR
353-7954;6;;1274;GROMMET;317-9135;LINES GP-FUEL FILTER;CCR DESAR
7F-2050;1;;1274;LOCKNUT (3/4-16-THD);317-9135;LINES GP-FUEL FILTER;CCR DESAR
4P-7581;1;;1274;CLIP (LADDER);317-9135;LINES GP-FUEL FILTER;CCR DESAR
3S-2093;7;;1262;STRAP-CABLE;320-7496;MOUNTING GP-FUEL FILTER;CCR TU&EL
8T-9655;6;;1262;MOUNT-ISOLATION;320-7496;MOUNTING GP-FUEL FILTER;CCR DESAR
136-7227;1;;1262;SEAL-O-RING;320-7496;MOUNTING GP-FUEL FILTER;CCR DESAR
239-2396;1;;1262;SENSOR GP-PRESSURE (ENGINE OIL);320-7496;MOUNTING GP-FUEL FILTER;CCR TU&EL
247-6050;1;;1262;PUMP GP-FUEL PRIMING;320-7496;MOUNTING GP-FUEL FILTER;CCR DESAR
214-7568;2;;1262;SEAL-O-RING;320-7496;MOUNTING GP-FUEL FILTER;CCR DESAR
260-9234;1;;1262;VALVE-SHUTOFF;320-7496;MOUNTING GP-FUEL FILTER;CCR DESAR
276-3097;1;;1262;HARNESS AS-SENSOR (FUEL PRESSURE);320-7496;MOUNTING GP-FUEL FILTER;CCR TU&EL
275-1253;1;;1262;SWITCH GP-PRESSURE (FUEL FILTER);320-7496;MOUNTING GP-FUEL FILTER;CCR TU&EL
238-5081;3;;1262;SEAL-O-RING;320-7496;MOUNTING GP-FUEL FILTER;CCR DESAR
238-5080;4;;1262;SEAL-O-RING;320-7496;MOUNTING GP-FUEL FILTER;CCR DESAR
423-8525;1;;1262;FILTER GP-WATER SEP &amp;;;
130-5300;2;;1262;CLIP;320-7496;MOUNTING GP-FUEL FILTER;CCR DESAR
132-5789;1;;1262;CLIP (LADDER);320-7496;MOUNTING GP-FUEL FILTER;CCR DESAR
1R-0755;1;;1262;FILTER-FUEL (ADVANCED EFFICIENCY)(SECONDARY);320-7496;MOUNTING GP-FUEL FILTER;CCR DESAR
214-7566;1;;1262;SEAL-O-RING;320-7496;MOUNTING GP-FUEL FILTER;CCR DESAR
4P-7581;1;;1262;CLIP (LADDER);320-7496;MOUNTING GP-FUEL FILTER;CCR DESAR
7E-6508;12;;1408;CAP AS (UNIT INJECTOR);223-6408;BASE GP-VALVE COVER & INJ HARN;CCR DESAR
6V-0128;2;;1408;SEAL-CONNECTOR;226-4927;BASE GP-VALVE COVER & INJ HARN;CCR DESAR
326-4512;12;;1408;MOUNTING-CABLE TIE;226-4927;BASE GP-VALVE COVER & INJ HARN;CCR DESAR
435-8538;2;;1408;HARNESS AS-ENGINE (UNIT INJECTOR);226-4927;BASE GP-VALVE COVER & INJ HARN;CCR DESAR
123-3202;12;;1408;STRAP-CABLE;226-4927;BASE GP-VALVE COVER & INJ HARN;CCR DESAR
222-6456;2;;1408;SEAL (VALVE COVER BASE);226-4927;BASE GP-VALVE COVER & INJ HARN;CCR DESAR
8T-4205;4;;1408;WASHER-HARD (7.2X14.5X2-MM THK);226-4927;BASE GP-VALVE COVER & INJ HARN;CCR DESAR
253-1752;2;;1202;PLATE-THRUST;224-3250;CRANKSHAFT GP;CCR BLK
317-8766;7;;1202;BEARING-MAIN (STANDARD);224-3250;CRANKSHAFT GP;CCR BLK
4N-0684;1;;1202;DOWEL;224-3250;CRANKSHAFT GP;CCR BLK
142-5867;1;;1160;SEAL-CRANKSHAFT (FRONT);319-7401;SEAL GP-CRANKSHAFT -FRONT;CCR DESAR
354-8484;2;;1201;GASKET-PLATE;349-2859;CYLINDER BLOCK GP;CCR DESAR
240-9543;14;;1201;WASHER (12.45X22.35X1.82-MM THK);349-2859;CYLINDER BLOCK GP;CCR BLK
5P-8356;4;;1201;SEAL-O-RING;349-2859;CYLINDER BLOCK GP;CCR BLK
238-5082;1;;1201;SEAL-O-RING;349-2859;CYLINDER BLOCK GP;CCR BLK
6L-4428;3;;1201;STUD-TAPERLOCK (3/8-16X4.01-IN);349-2859;CYLINDER BLOCK GP;CCR BLK
214-7566;1;;1201;SEAL-O-RING;349-2859;CYLINDER BLOCK GP;CCR BLK
3B-0645;1;;1201;PLUG-CUP (32.08-MM OD);349-2859;CYLINDER BLOCK GP;CCR BLK
9L-5854;12;;1201;BAND-FILLER (130.2-MM ID);348-9906;CYLINDER BLOCK AS;CCR P&B
155-0809;12;;1201;SEAL-LINER;348-9906;CYLINDER BLOCK AS;CCR P&B
155-0810;12;;1201;SEAL-LINER;348-9906;CYLINDER BLOCK AS;CCR P&B
155-2793;12;;1201;SEAL-LINER;348-9906;CYLINDER BLOCK AS;CCR P&B
225-5966;1;;1201;SLEEVE;348-9904;CYLINDER BLOCK AS;CCR BLK
6V-6609;1;;1201;SEAL-O-RING;348-9904;CYLINDER BLOCK AS;CCR BLK
4N-0685;1;;1201;BUSHING (1-IN WIDE);348-9904;CYLINDER BLOCK AS;CCR BLK
4N-6658;1;;1201;BUSHING (1.3-IN WIDE);348-9904;CYLINDER BLOCK AS;CCR BLK
359-1439;48;;1100;SEAL AS-WATER;339-3585;CYLINDER HEAD GP;CCR DESAR
106-1792;24;;1100;STUD-TAPERLOCK (3/8-16X4-IN);339-3585;CYLINDER HEAD GP;CCR DESAR
225-3099;2;;1100;GASKET-CYLINDER HEAD;339-3585;CYLINDER HEAD GP;CCR DESAR
445-8643;1;;1100;PANEL;339-3585;CYLINDER HEAD GP;CCR DESAR
214-7568;1;;1100;SEAL-O-RING;339-3585;CYLINDER HEAD GP;CCR DESAR
6V-6609;1;;1100;SEAL-O-RING;339-3585;CYLINDER HEAD GP;CCR DESAR
3G-2292;5;;1162;BOLT-LOCKING (3/8-16X0.87-IN);355-2286;GEAR GP-FRONT;CCR DESAR
4N-0342;1;;1162;PLATE;355-2286;GEAR GP-FRONT;CCR DESAR
7N-2443;1;;1162;WASHER-THRUST (2.508X3.5X0.188-IN THK);355-2286;GEAR GP-FRONT;CCR DESAR
112-9217;1;;1162;PLATE-THRUST;355-2286;GEAR GP-FRONT;CCR DESAR
4N-0684;2;;1162;DOWEL;355-2286;GEAR GP-FRONT;CCR DESAR
1B-8705;2;;1162;KEY-WOODRUFF;355-2286;GEAR GP-FRONT;CCR DESAR
131-7123;1;;1162;BUSHING;355-2286;GEAR GP-FRONT;CCR DESAR
031-5085;6;;1162;BOLT-LOCKING (1/4-20X1-IN);355-2286;GEAR GP-FRONT;CCR DESAR
117-8801;2;;1162;SEAL-O-RING;355-2286;GEAR GP-FRONT;CCR DESAR
5E-8771;2;;1162;SEAL-O-RING;355-2286;GEAR GP-FRONT;CCR DESAR
214-1727;1;;1162;GASKET (CYLINDER BLOCK);238-9862;HOUSING GP-FRONT;CCR DESAR
2K-4973;1;;1162;LOCKNUT (3/8-16-THD);238-9862;HOUSING GP-FRONT;CCR DESAR
3K-3256;2;;1162;STUD-TAPERLOCK (3/8-16X1.7-IN);238-9862;HOUSING GP-FRONT;CCR DESAR
161-7293;1;;1166;GASKET-CYLINDER;350-8861;HOUSING GP-REAR;CCR DESAR
316-9154;1;;1166;HOSE AS;350-8861;HOUSING GP-REAR;CCR DESAR
061-8639;1;;1166;SEAL-O-RING;350-8861;HOUSING GP-REAR;CCR DESAR
6V-5048;3;;1166;SEAL-O-RING;350-8861;HOUSING GP-REAR;CCR DESAR
192-4151;12;;1123;BUTTON;301-5352;ROCKER ARM GP -UNIT INJECTOR;CCR DESAR
196-5069;12;;1123;SCREW-ARM ADJUSTMENT (9/16-18X2-IN);301-5352;ROCKER ARM GP -UNIT INJECTOR;CCR DESAR
196-5070;12;;1123;NUT-JAM (9/16-18-THD);301-5352;ROCKER ARM GP -UNIT INJECTOR;CCR DESAR
061-8639;12;;1123;SEAL-O-RING;301-5352;ROCKER ARM GP -UNIT INJECTOR;CCR DESAR
258-8721;24;;1123;BUTTON;320-2794;ROCKER ARM GP;CCR DESAR
274-4491;24;;1123;SCREW-ARM ADJUSTMENT (3/8-24X1.20-IN);320-2794;ROCKER ARM GP;CCR DESAR
276-5317;24;;1123;NUT (3/8-24-THD);320-2794;ROCKER ARM GP;CCR DESAR
8L-2777;24;;1123;SEAL-O-RING;320-2794;ROCKER ARM GP;CCR DESAR
8S-9191;12;;1290;BOLT (3/8-16X4-IN);235-1401;PUMP GP-FUEL INJECTION;CCR DESAR
357-1752;2;;1052;GASKET-TURBOCHARGER;290-4621;TURBOCHARGER GP;CCR TU&EL
391-2167;8;;1052;LOCKNUT-FLANGE (3/8X16-THD);290-4621;TURBOCHARGER GP;CCR TU&EL
1U-5573;1;;;ADITIVO;;;CCR DESAR
502-4034;1;;;SELLO;;GEAR REAR;CCR DESAR
