Serial Number or Prefix;Product;Order ID;Work Order;Segment;Operation;Additional Notes;
5R-7136;1;;1151;Washer-Sealing;8N-7174;Gear GP-Front;CCR DIST
5R-7137;2;;1151;Washer-Sealing;8N-7174;Gear GP-Front;CCR DIST
125-9751;1;;1204;Bushing;445-0008;Gear GP-Rear;CCR DIST
101-1365;1;;1204;Plate-Thrust;445-0008;Gear GP-Rear;CCR DIST
4P-5460;1;;1204;Bushing;445-0008;Gear GP-Rear;CCR DIST
501-6696;1;;7174;Guard AS-Alternator;7W-5780;Guard GP-Belt;CCR DIST
5P-8245;2;;7174;Washer-Hard;7W-5780;Guard GP-Belt;CCR DIST
7N-4927;1;;1355;Gasket-Housing Cover;127-4450;Housing & Regulator GP;CCR EN&CA
248-5513;4;;1355;Regulator-Water Temperature;127-4450;Housing & Regulator GP;CCR EN&CA
3S-9643;4;;1355;Seal-Lip Type;127-4450;Housing & Regulator GP;CCR EN&CA
111-4374;1;;1355;Valve AS;127-4450;Housing & Regulator GP;CCR EN&CA
6V-0405;4;;1157;Seal-Bonded;112-6070;Housing GP-Flywheel;CCR EN&CA
1V-6341;2;;1157;Seal;112-6070;Housing GP-Flywheel;CCR EN&CA
5D-3954;2;;1157;Stud-Taperlock;112-6070;Housing GP-Flywheel;CCR EN&CA
259-4598;2;;1157;Seal-O-Ring;112-6070;Housing GP-Flywheel;CCR EN&CA
7N-3049;1;;1151;Gasket;4P-5426;Housing GP-Front;CCR EN&CA
2N-2765;8;;1071;Bolt-High Temperature;161-1541;Lines GP-Air;CCR EN.CLT
7N-5080;8;;1071;Gasket-Manifold;161-1541;Lines GP-Air;CCR EN.CLT
168-7800;8;;1071;Locknut;161-1541;Lines GP-Air;CCR EN.CLT
0S-1591;18;;1071;Bolt;161-1541;Lines GP-Air;CCR EN.CLT
109-7411;2;;1071;Seal-O-Ring;161-1541;Lines GP-Air;CCR EN.CLT
4S-5898;8;;1071;Seal-O-Ring;161-1541;Lines GP-Air;CCR EN.CLT
5D-5957;2;;1071;Seal-O-Ring;161-1541;Lines GP-Air;CCR EN.CLT
5P-8940;1;;1071;Seal-O-Ring;161-1541;Lines GP-Air;CCR EN.CLT
6V-3917;8;;1071;Seal-O-Ring;161-1541;Lines GP-Air;CCR EN.CLT
6V-5101;8;;1071;Seal-O-Ring;161-1541;Lines GP-Air;CCR EN.CLT
2W-1635;1;;1307;Spring;1W-0717;Lines GP-Engine Oil;CCR DESARME
3J-1907;2;;1307;Seal-O-Ring;1W-0717;Lines GP-Engine Oil;CCR DESARME
6B-9202;2;;1307;Spring;1W-0717;Lines GP-Engine Oil;CCR DESARME
111-3820;1;;1307;Ring-Retaining;1W-0717;Lines GP-Engine Oil;CCR DESARME
061-9456;4;;1307;Seal-O-Ring;1W-0717;Lines GP-Engine Oil;CCR DESARME
0L-1143;4;;1307;Bolt;1W-0717;Lines GP-Engine Oil;CCR DESARME
109-2332;5;;1307;Seal-O-Ring;1W-0717;Lines GP-Engine Oil;CCR DESARME
1P-3709;1;;1307;Seal-Rectangular;1W-0717;Lines GP-Engine Oil;CCR DESARME
3P-0655;3;;1307;Seal-O-Ring;1W-0717;Lines GP-Engine Oil;CCR DESARME
5P-4892;1;;1307;Seal-O-Ring;1W-0717;Lines GP-Engine Oil;CCR DESARME
5P-5846;1;;1307;Seal-O-Ring;1W-0717;Lines GP-Engine Oil;CCR DESARME
5P-7817;1;;1307;Seal-O-Ring;1W-0717;Lines GP-Engine Oil;CCR DESARME
6V-1574;1;;1307;Grommet;1W-0717;Lines GP-Engine Oil;CCR DESARME
6V-3908;1;;1307;Seal-O-Ring;1W-0717;Lines GP-Engine Oil;CCR DESARME
6V-4589;2;;1307;Seal-O-Ring;1W-0717;Lines GP-Engine Oil;CCR DESARME
6V-5048;1;;1307;Seal-O-Ring;1W-0717;Lines GP-Engine Oil;CCR DESARME
6V-0852;2;;1307;Cap-Dust;1W-0717;Lines GP-Engine Oil;CCR DESARME
2H-9445;1;;1307;Pin-Spring;447-0433;Lines GP-Engine Oil;CCR DESARME
228-7097;1;;1307;Seal-O-Ring;447-0433;Lines GP-Engine Oil;CCR DESARME
6V-4368;4;;1307;Seal-O-Ring;447-0433;Lines GP-Engine Oil;CCR DESARME
108-1434;20;;1252;Grommet;161-1575;Lines GP-Fuel Injection;CCR DESARME
4P-0693;10;;1252;Clamp AS;161-1575;Lines GP-Fuel Injection;CCR DESARME
9N-4053;1;;1252;Spring;161-1575;Lines GP-Fuel Injection;CCR DESARME
112-6017;1;;1252;Hose AS;161-1575;Lines GP-Fuel Injection;CCR DESARME
112-6023;1;;1252;Hose AS;161-1575;Lines GP-Fuel Injection;CCR DESARME
6V-4589;7;;1252;Seal-O-Ring;161-1575;Lines GP-Fuel Injection;CCR DESARME
8S-0948;1;;1252;Clip;161-1575;Lines GP-Fuel Injection;CCR DESARME
1S-0994;1;;1252;Clip;161-1575;Lines GP-Fuel Injection;CCR DESARME
6V-5049;17;;1252;Seal-O-Ring;161-1575;Lines GP-Fuel Injection;CCR DESARME
6V-5048;1;;1252;Seal-O-Ring;161-1575;Lines GP-Fuel Injection;CCR DESARME
238-5080;3;;1252;Seal-O-Ring;161-1575;Lines GP-Fuel Injection;CCR DESARME
7N-6806;8;;1252;Seal-Rectangular;161-1575;Lines GP-Fuel Injection;CCR DESARME
2W-0752;2;;1052;Gasket;112-6010;Lines GP-Turbocharger Oil;CCR DESARME
4P-0693;8;;1052;Clamp AS;112-6010;Lines GP-Turbocharger Oil;CCR DESARME
4P-4460;2;;1052;Gasket;112-6010;Lines GP-Turbocharger Oil;CCR DESARME
7N-7559;2;;1052;Gasket;112-6010;Lines GP-Turbocharger Oil;CCR DESARME
184-3229;2;;1052;Hose AS;112-6010;Lines GP-Turbocharger Oil;CCR DESARME
5P-9890;4;;1052;Seal-O-Ring;112-6010;Lines GP-Turbocharger Oil;CCR DESARME
6V-4589;1;;1052;Seal-O-Ring;112-6010;Lines GP-Turbocharger Oil;CCR DESARME
8L-2786;2;;1052;Seal-O-Ring;112-6010;Lines GP-Turbocharger Oil;CCR DESARME
4P-0707;2;;1052;Clamp AS;155-0542;Lines GP-Turbocharger Water;CCR DESARME
307-8373;2;;1052;Grommet;155-0542;Lines GP-Turbocharger Water;CCR DESARME
7F-2050;2;;1052;Locknut;155-0542;Lines GP-Turbocharger Water;CCR DESARME
341-9211;8;;1052;Gasket;155-0542;Lines GP-Turbocharger Water;CCR DESARME
6V-6609;6;;1052;Seal-O-Ring;155-0542;Lines GP-Turbocharger Water;CCR DESARME
4W-0530;2;;1380;Ring-Retaining;161-1530;Lines GP-Water;CCR DESARME
4W-0531;4;;1380;Retainer;161-1530;Lines GP-Water;CCR DESARME
7E-6016;1;;1380;Gasket;161-1530;Lines GP-Water;CCR DESARME
230-1072;2;;1380;Gasket;161-1530;Lines GP-Water;CCR DESARME
3J-7354;1;;1380;Seal-O-Ring;161-1530;Lines GP-Water;CCR DESARME
6J-2680;2;;1380;Seal-O-Ring;161-1530;Lines GP-Water;CCR DESARME
6V-1869;1;;1380;Grommet;161-1530;Lines GP-Water;CCR DESARME
8T-1919;3;;1380;Seal-O-Ring;161-1530;Lines GP-Water;CCR DESARME
2N-0931;1;;1380;Gasket;161-1555;Lines GP-Water;CCR DESARME
4W-3100;1;;1380;Gasket;161-1555;Lines GP-Water;CCR DESARME
103-0892;1;;1380;Grommet;161-1555;Lines GP-Water;CCR DESARME
3J-1907;1;;1380;Seal-O-Ring;161-1555;Lines GP-Water;CCR DESARME
6V-5066;2;;1380;Seal-O-Ring;161-1555;Lines GP-Water;CCR DESARME
6V-6809;1;;1380;Seal-O-Ring;161-1555;Lines GP-Water;CCR DESARME
110-0096;2;;1380;Ring;161-1555;Lines GP-Water;CCR DESARME
2N-0876;1;;1380;Gasket;112-6048;Lines GP-Water;CCR DESARME
4N-1320;1;;1380;Gasket;112-6048;Lines GP-Water;CCR DESARME
4W-9839;1;;1380;Gasket;112-6048;Lines GP-Water;CCR DESARME
7E-7209;2;;1380;Ring-Retaining;112-6048;Lines GP-Water;CCR DESARME
7N-4945;1;;1380;Gasket;112-6048;Lines GP-Water;CCR DESARME
7S-8767;2;;1380;Gasket;112-6048;Lines GP-Water;CCR DESARME
8F-8151;1;;1380;Valve-Shutoff;112-6048;Lines GP-Water;CCR DESARME
8N-8089;2;;1380;Gasket;112-6048;Lines GP-Water;CCR DESARME
170-1157;1;;1380;Hose AS;112-6048;Lines GP-Water;CCR DESARME
170-1158;1;;1380;Hose AS;112-6048;Lines GP-Water;CCR DESARME
288-5476;2;;1380;Seal-O-Ring;112-6048;Lines GP-Water;CCR DESARME
1S-0994;1;;1380;Clip;112-6048;Lines GP-Water;CCR DESARME
5P-8210;1;;1380;Seal-O-Ring;112-6048;Lines GP-Water;CCR DESARME
6V-5066;2;;1380;Seal-O-Ring;112-6048;Lines GP-Water;CCR DESARME
6V-6609;2;;1380;Seal-O-Ring;112-6048;Lines GP-Water;CCR DESARME
6V-8398;2;;1380;Seal-O-Ring;112-6048;Lines GP-Water;CCR DESARME
7H-2444;2;;1380;Seal-O-Ring;112-6048;Lines GP-Water;CCR DESARME
7N-3368;2;;1380;Gasket;7E-9218;Lines GP-Water;CCR DESARME
122-8856;2;;1380;Gasket;7E-9218;Lines GP-Water;CCR DESARME
127-2176;8;;1380;Seal-Integral;7E-9218;Lines GP-Water;CCR DESARME
241-5928;8;;1380;Gasket;7E-9218;Lines GP-Water;CCR EN.CLT
243-2288;2;;1380;Gasket;7E-9218;Lines GP-Water;CCR DESARME
6V-9027;1;;1380;Seal-O-Ring;7E-9218;Lines GP-Water;CCR DESARME
6V-9769;8;;1380;Seal-O-Ring;7E-9218;Lines GP-Water;CCR DESARME
5P-3345;24;;1059;Bolt;115-0550;Manifold GP-Exhaust;CCR EN.CLT
5P-3961;4;;1059;Bolt;115-0550;Manifold GP-Exhaust;CCR EN.CLT
7L-6443;4;;1059;Bolt-High Temperature;115-0550;Manifold GP-Exhaust;CCR EN.CLT
320-8974;8;;1059;Gasket-Exhaust Manifold;115-0550;Manifold GP-Exhaust;CCR EN.CLT
9L-2295;1;;1059;Bolt-High Temperature;115-0550;Manifold GP-Exhaust;CCR EN.CLT
127-8269;6;;1059;Seal-Exhaust;115-0550;Manifold GP-Exhaust;CCR EN.CLT
203-2143;10;;1059;Sleeve;115-0550;Manifold GP-Exhaust;CCR EN.CLT
2N-2766;29;;1059;Locknut;115-0550;Manifold GP-Exhaust;CCR EN.CLT
5P-3875;28;;1059;Bolt;115-0550;Manifold GP-Exhaust;CCR EN.CLT
127-8269;2;;1059;Seal-Exhaust;445-6430;Manifold GP-Exhaust;CCR EN.CLT
203-2143;2;;1059;Sleeve;445-6430;Manifold GP-Exhaust;CCR EN.CLT
320-8974;2;;1059;Gasket-Exhaust Manifold;445-6430;Manifold GP-Exhaust;CCR EN.CLT
7F-8698;8;;1251;Bolt;376-0510;Pump GP-Fuel Injection;CCR EN.CLT
20R-0849;8;;1251;Injector GP-Fuel;376-0510;Pump GP-Fuel Injection;CCR EN.CLT
6L-3005;2;;1052;Clamp-Band;267-4469;Turbocharger GP;CCR TU&EL
121-5736;2;;1052;Gasket;267-4469;Turbocharger GP;CCR TU&EL
2N-2766;8;;1052;Locknut;267-4469;Turbocharger GP;CCR TU&EL
2N-2765;8;;1052;Bolt-High Temperature;267-4469;Turbocharger GP;CCR TU&EL
141-7116;1;;1154;Belt-Serpentine;7E-4836;Mounting GP-Alternator;CCR DISTR
300-8567;1;;1154;Sleeve;376-4005;Mounting GP-Alternator;CCR DIST
6K-8420;1;;1325;Locknut;127-4479;Oil Change GP-High Speed;CCR EN&CA
7V-4250;1;;1325;Hose AS;127-4479;Oil Change GP-High Speed;CCR EN&CA
9S-9272;1;;1325;Cap AS;127-4479;Oil Change GP-High Speed;CCR EN&CA
1S-0004;1;;1325;Seal-O-Ring;127-4479;Oil Change GP-High Speed;CCR EN&CA
6V-1889;1;;1325;Clip;127-4479;Oil Change GP-High Speed;CCR EN&CA
7M-8485;1;;1325;Seal-O-Ring;127-4479;Oil Change GP-High Speed;CCR EN&CA
6I-0723;1;;1302;Plug-Oil Drain;143-5129;Pan GP-Oil;CCR EN&CA
7E-2631;1;;1302;Gasket-Oil Pan;143-5129;Pan GP-Oil;CCR EN&CA
7N-5395;1;;1302;Screen AS;143-5129;Pan GP-Oil;CCR EN&CA
132-6260;1;;1302;Seal-Integral;143-5129;Pan GP-Oil;CCR EN&CA
2M-9780;1;;1302;Seal-O-Ring;143-5129;Pan GP-Oil;CCR EN&CA
3D-2824;1;;1302;Seal-O-Ring;143-5129;Pan GP-Oil;CCR EN&CA
5F-3181;1;;1302;Gasket;143-5129;Pan GP-Oil;CCR EN&CA
5P-8068;1;;1302;Seal-O-Ring;143-5129;Pan GP-Oil;CCR EN&CA
6V-0973;1;;1302;Seal-O-Ring;143-5129;Pan GP-Oil;CCR EN&CA
6V-5101;1;;1302;Seal-O-Ring;143-5129;Pan GP-Oil;CCR EN&CA
6V-5167;1;;1302;Seal-O-Ring;143-5129;Pan GP-Oil;CCR EN&CA
7M-8485;4;;1302;Seal-O-Ring;143-5129;Pan GP-Oil;CCR EN&CA
7X-4810;1;;1302;Seal-O-Ring;143-5129;Pan GP-Oil;CCR EN&CA
214-7568;4;;1201;Seal-O-Ring;433-5824;Plug GP-Cylinder Block;CCR DESARME
7M-8485;1;;1302;Seal-O-Ring;447-0146;Plug GP-Oil Pan;CCR EN&CA
4F-7387;1;;1371;Seal-O-Ring;1W-0410;Pump GP-Auxiliary Water;CCR BBA
4F-7387;1;;1371;Seal-O-Ring;378-7412;Pump GP-Auxiliary Water;CCR BBA
298-6387;1;;1304;Seal-O-Ring;7N-8715;Pump GP-Engine Oil;CCR BBA
3P-0657;2;;1307;Seal-O-Ring;7W-2947;Pump & Lines GP-Sump;CCR DESARME
4P-5500;1;;1307;Screen-Scavenge;7W-2947;Pump & Lines GP-Sump;CCR EN&CA
4P-4917;1;;1307;Screen-Scavenge;7W-2947;Pump & Lines GP-Sump;CCR EN&CA
9Y-8389;1;;1258;Gasket;165-9154;Pump GP-Fuel Priming;CCR BBA
183-2823;1;;1258;Pump AS-Fuel Priming;165-9154;Pump GP-Fuel Priming;CCR BBA
1H-9696;1;;1256;Seal-O-Ring;8N-6151;Pump GP-Fuel Transfer;CCR BBA
10R-9838;1;;1256;Pump GP-F Xfr;377-5900;Pump GP-Fuel Transfer;CCR BBA
5H-6734;1;;1361;Seal-O-Ring;169-4691;Pump GP-Water;CCR BBA
149-5462;2;;1361;Seal-O-Ring;169-4691;Pump GP-Water;CCR BBA
362-8264;7;;1221;Gasket-Cylinder Head;445-8603;Spacer GP-Block;CCR EN.CLT
5P-6314;3;;1456;Sleeve;136-6338;Starting Aid GP-Ether;CCR EN&CA
7X-1078;2;;1456;Nozzle AS-Ether;136-6338;Starting Aid GP-Ether;CCR EN&CA
6V-2686;5;;1456;Clip;136-6338;Starting Aid GP-Ether;CCR EN&CA
7N-6494;2;;1453;Gasket;1W-6363;Starting Motor GP-Electric;CCR TU&EL
8R-5846;1;;1453;Cable AS;1W-6363;Starting Motor GP-Electric;CCR TU&EL
117-9315;16;;1102;Seal;224-9869;Valve Mechanism GP;CCR M&B
