Serial Number or Prefix;Product;Order ID;Work Order;Segment;Operation;Additional Notes;
149-7378;1;;1107;GROMMET;150-3135;COVER GP-VALVE MECHANISM;CCR DESAR
149-7378;1;;1107;GROMMET;150-3139;COVER GP-VALVE MECHANISM;CCR DESAR
149-7378;1;;1107;GROMMET;341-6804;COVER GP-VALVE MECHANISM;CCR DESAR
6V-5100;1;;1107;SEAL-O-RING;150-3139;COVER GP-VALVE MECHANISM;CCR DESAR
242-9537;1;;1107;SEAL-VALVE COVER;150-3135;COVER GP-VALVE MECHANISM;CCR DESAR
242-9537;1;;1107;SEAL-VALVE COVER;150-3139;COVER GP-VALVE MECHANISM;CCR DESAR
242-9537;1;;1107;SEAL-VALVE COVER;341-6804;COVER GP-VALVE MECHANISM;CCR DESAR
197-8006;1;;1361;SEAL-O-RING;341-4960;COVER GP-WATER PUMP;CCR DESAR
4N-0684;1;;1202;DOWEL;265-7875;CRANKSHAFT GP;CCR BLK
253-1752;2;;1202;PLATE-THRUST;265-7875;CRANKSHAFT GP;CCR BLK
9L-5854;6;;1201;BAND-FILLER (130.2-MM ID);488-1676;CYLINDER BLOCK AS;CCR P&B
110-2220;6;;1201;SEAL-LINER;488-1676;CYLINDER BLOCK AS;CCR P&B
142-7072;6;;1201;SEAL-LINER;488-1676;CYLINDER BLOCK AS;CCR P&B
142-6217;6;;1201;SEAL-O-RING;488-1676;CYLINDER BLOCK AS;CCR DESAR
227-1204;1;;1201;GASKET;223-9252;CYLINDER BLOCK GP;CCR DESAR
2M-6471;2;;1201;PLUG-CUP;223-9252;CYLINDER BLOCK GP;CCR BLK
142-2329;1;;1201;SEAL;223-9252;CYLINDER BLOCK GP;CCR DESAR
5P-0840;1;;1201;SEAL-O-RING;223-9252;CYLINDER BLOCK GP;CCR DESAR
560-2843;1;;1100;GASKET-CYLINDER HEAD;432-5472;CYLINDER HEAD GP;CCR DESAR
359-1439;24;;1100;SEAL AS-WATER;432-5472;CYLINDER HEAD GP;CCR DESAR
214-7568;1;;1100;SEAL-O-RING;432-5472;CYLINDER HEAD GP;CCR CLT
5P-0840;1;;1100;SEAL-O-RING;432-5472;CYLINDER HEAD GP;CCR CLT
281-8261;6;;1100;SLEEVE AS-EXHAUST;432-5472;CYLINDER HEAD GP;CCR DESAR
8T-9527;1;;3108;SEAL-O-RING;6I-3638;DRIVE GP-PUMP;CCR DESAR
101-3125;1;;1058;GASKET (AIR INLET MANIFOLD);369-7970;ELBOW GP-AIR INLET;CCR DESAR
149-5268;1;;1162;STUD-TAPERLOCK (1/2-13X5.75-IN);466-9375;FASTENER GP-FRONT HOUSING;CCR DESAR
4N-2514;1;;1156;GEAR (113-TEETH);194-7097;FLYWHEEL GP;CCR DESAR
421-8334;1;;1326;GAUGE AS-OIL LEVEL (DIPSTICK);421-8333;GAUGE GP-OIL LEVEL (DIPSTICK);CCR DESAR
353-7957;1;;1326;GROMMET;421-8333;GAUGE GP-OIL LEVEL (DIPSTICK);CCR DESAR
165-6170;2;;1326;PLUG;421-8333;GAUGE GP-OIL LEVEL (DIPSTICK);CCR DESAR
118-5068;1;;1326;SEAL-O-RING;421-8333;GAUGE GP-OIL LEVEL (DIPSTICK);CCR DESAR
107-0583;3;;1162;BOLT-LOCKING (1/4-20X0.87-IN);282-0671;GEAR GP-FRONT;CCR DESAR
2J-3118;5;;1162;BOLT-LOCKING (3/8-16X1.25-IN);282-0671;GEAR GP-FRONT;CCR DESAR
5P-4142;2;;1162;BOLT-LOCKING (3/8-16X1.5-IN);282-0671;GEAR GP-FRONT;CCR DESAR
126-1756;10;;1162;BOLT-LOCKING (5/16-18X0.875-IN);282-0671;GEAR GP-FRONT;CCR DESAR
101-8468;1;;1162;BUSHING;282-0671;GEAR GP-FRONT;CCR DESAR
128-2661;1;;1162;BUSHING;282-0671;GEAR GP-FRONT;CCR DESAR
130-4698;1;;1162;BUSHING;282-0671;GEAR GP-FRONT;CCR DESAR
1B-8705;2;;1162;KEY-WOODRUFF;282-0671;GEAR GP-FRONT;CCR DESAR
102-5861;1;;1162;PLATE-THRUST;282-0671;GEAR GP-FRONT;CCR DESAR
112-9217;1;;1162;PLATE-THRUST;282-0671;GEAR GP-FRONT;CCR DESAR
6I-3624;2;;1162;PLATE-THRUST;282-0671;GEAR GP-FRONT;CCR DESAR
117-8801;1;;1162;SEAL-O-RING;282-0671;GEAR GP-FRONT;CCR DESAR
5E-8771;1;;1162;SEAL-O-RING;282-0671;GEAR GP-FRONT;CCR DESAR
160-8184;1;;1204;BUSHING;486-8441;GEAR GP-REAR;CCR DESAR
1W-4738;1;;1204;BUSHING;486-8441;GEAR GP-REAR;CCR DESAR
4N-0684;1;;1204;DOWEL;486-8441;GEAR GP-REAR;CCR DESAR
234-8937;1;;1204;SEAL-INTEGRAL;486-8441;GEAR GP-REAR;CCR DESAR
186-3075;1;;1204;SEAL-O-RING;486-8441;GEAR GP-REAR;CCR DESAR
4M-0189;1;;1204;SEAL-O-RING;486-8441;GEAR GP-REAR;CCR DESAR
4N-1230;1;;1204;SEAL-O-RING;486-8441;GEAR GP-REAR;CCR DESAR
9X-7371;1;;1204;SEAL-O-RING;486-8441;GEAR GP-REAR;CCR DESAR
248-5513;2;;1393;REGULATOR-WATER TEMPERATURE (92-DEG C);447-3241;HOUSING & REGULATOR GP;CCR DESAR
341-1429;1;;1393;SEAL;447-3241;HOUSING & REGULATOR GP;CCR DESAR
3S-9643;2;;1393;SEAL-LIP TYPE;447-3241;HOUSING & REGULATOR GP;CCR DESAR
2N-0475;2;;1393;SEAL-O-RING;447-3241;HOUSING & REGULATOR GP;CCR DESAR
6V-6609;1;;1393;SEAL-O-RING;447-3241;HOUSING & REGULATOR GP;CCR DESAR
6V-9027;1;;1393;SEAL-O-RING;447-3241;HOUSING & REGULATOR GP;CCR DESAR
8M-9315;1;;1157;BUSHING;493-6145;HOUSING GP-FLYWHEEL;CCR DESAR
155-5619;1;;1157;GASKET;493-6145;HOUSING GP-FLYWHEEL;CCR DESAR
214-7567;1;;1157;SEAL-O-RING;493-6145;HOUSING GP-FLYWHEEL;CCR DESAR
238-5080;1;;1157;SEAL-O-RING;493-6145;HOUSING GP-FLYWHEEL;CCR DESAR
7N-8525;1;;1157;WASHER-THRUST;493-6145;HOUSING GP-FLYWHEEL;CCR DESAR
5P-4255;8;;1162;BOLT-LOCKING (3/8-16X1-IN);486-7738;HOUSING GP-FRONT;CCR DESAR
166-9144;1;;1162;GASKET;486-7738;HOUSING GP-FRONT;CCR DESAR
155-9524;1;;1162;SEAL-INTEGRAL;486-7738;HOUSING GP-FRONT;CCR DESAR
2M-4779;1;;1162;STUD-TAPERLOCK (3/8-16X1.75-IN);486-7738;HOUSING GP-FRONT;CCR DESAR
126-1757;9;;1162;WASHER (10.85X19.3X1.27-MM THK);486-7738;HOUSING GP-FRONT;CCR DESAR
0S-1591;2;;1307;BOLT (3/8-16X1.5-IN);160-6894;LINES GP-ENGINE OIL;CCR DESAR
255-1257;1;;1307;HOSE AS;160-6894;LINES GP-ENGINE OIL;CCR DESAR
2K-4973;2;;1307;LOCKNUT (3/8-16-THD);160-6894;LINES GP-ENGINE OIL;CCR DESAR
109-0076;1;;1307;SEAL-O-RING;160-6894;LINES GP-ENGINE OIL;CCR DESAR
114-2687;3;;1307;SEAL-O-RING;160-6894;LINES GP-ENGINE OIL;CCR DESAR
214-7568;1;;1307;SEAL-O-RING;160-6894;LINES GP-ENGINE OIL;CCR DESAR
238-5081;1;;1307;SEAL-O-RING;160-6894;LINES GP-ENGINE OIL;CCR DESAR
5P-5846;1;;1307;SEAL-O-RING;160-6894;LINES GP-ENGINE OIL;CCR DESAR
5P-8068;2;;1307;SEAL-O-RING;160-6894;LINES GP-ENGINE OIL;CCR DESAR
6V-5134;1;;1307;SEAL-O-RING;160-6894;LINES GP-ENGINE OIL;CCR DESAR
3T-6469;1;;1307;WASHER (19X26X1.6-MM THK);160-6894;LINES GP-ENGINE OIL;CCR DESAR
422-1396;1;;1274;HOSE AS;391-6322;LINES GP-FUEL;CCR DESAR
214-7568;5;;1274;SEAL-O-RING;391-6322;LINES GP-FUEL;CCR DESAR
228-7090;3;;1274;SEAL-O-RING;391-6322;LINES GP-FUEL;CCR DESAR
228-7091;1;;1274;SEAL-O-RING;391-6322;LINES GP-FUEL;CCR DESAR
238-5080;2;;1274;SEAL-O-RING;391-6322;LINES GP-FUEL;CCR DESAR
0S-1591;2;;1052;BOLT (3/8-16X1.5-IN);362-8292;LINES GP-TURBOCHARGER OIL;CCR DESAR
284-3502;2;;1052;CLAMP-BAND;362-8292;LINES GP-TURBOCHARGER OIL;CCR DESAR
4P-4460;1;;1052;GASKET;362-8292;LINES GP-TURBOCHARGER OIL;CCR TU&EL
7N-7559;1;;1052;GASKET;362-8292;LINES GP-TURBOCHARGER OIL;CCR TU&EL
246-6036;1;;1052;HOSE;362-8292;LINES GP-TURBOCHARGER OIL;CCR DESAR
242-3375;1;;1052;HOSE AS;362-8292;LINES GP-TURBOCHARGER OIL;CCR DESAR
210-9246;1;;1052;SEAL-O-RING;362-8292;LINES GP-TURBOCHARGER OIL;CCR DESAR
228-7089;1;;1052;SEAL-O-RING;362-8292;LINES GP-TURBOCHARGER OIL;CCR DESAR
238-5080;2;;1052;SEAL-O-RING;362-8292;LINES GP-TURBOCHARGER OIL;CCR DESAR
341-9211;4;;1052;GASKET;420-7439;LINES GP-TURBOCHARGER WATER;CCR TU&EL
4P-7233;1;;1052;GROMMET;420-7439;LINES GP-TURBOCHARGER WATER;CCR DESAR
420-7434;1;;1052;HOSE AS-WATER;420-7439;LINES GP-TURBOCHARGER WATER;CCR DESAR
420-7435;1;;1052;HOSE AS-WATER;420-7439;LINES GP-TURBOCHARGER WATER;CCR DESAR
180-8424;2;;1052;SEAL-O-RING;420-7439;LINES GP-TURBOCHARGER WATER;CCR DESAR
6D-7128;1;;1052;SEAL-O-RING;420-7439;LINES GP-TURBOCHARGER WATER;CCR DESAR
6V-3250;2;;1052;SEAL-O-RING;420-7439;LINES GP-TURBOCHARGER WATER;CCR DESAR
6V-6609;2;;1052;SEAL-O-RING;420-7439;LINES GP-TURBOCHARGER WATER;CCR DESAR
125-0434;1;;1355;SEAL-INTEGRAL;447-3254;LINES GP-WATER;CCR DESAR
126-4935;1;;1355;SEAL-INTEGRAL;447-3254;LINES GP-WATER;CCR DESAR
167-4407;1;;1355;SEAL-O-RING;447-3254;LINES GP-WATER;CCR DESAR
291-8145;1;;1355;SEAL-O-RING;447-3254;LINES GP-WATER;CCR DESAR
2N-2766;12;;1059;LOCKNUT (3/8-16-THD);220-6372;MANIFOLD GP-EXHAUST;CCR DESAR
106-1792;12;;1059;STUD-TAPERLOCK (3/8-16X4-IN)(HIGH TEMPERATURE);220-6372;MANIFOLD GP-EXHAUST;CCR DESAR
357-0351;4;;1059;STUD-TAPERLOCK (M10X1.5X60-MM)(HIGH TEMPERATURE);220-6372;MANIFOLD GP-EXHAUST;CCR DESAR
333-1207;1;;1405;IDLER AS;460-1471;MOUNTING GP-ALTERNATOR & COMPR;CCR TU&EL
279-2589;1;;1405;PULLEY AS-IDLER (8-GROOVE);460-1471;MOUNTING GP-ALTERNATOR & COMPR;CCR TU&EL
350-0223;1;;1405;TENSIONER-BELT;460-1471;MOUNTING GP-ALTERNATOR & COMPR;CCR DESAR
6V-3683;1;;1924;SEAL-O-RING;341-5801;MOUNTING GP-SENSOR;CCR DESAR
8J-4351;1;;1924;SEAL-O-RING;341-5801;MOUNTING GP-SENSOR;CCR DESAR
178-1781;2;;1408;CLIP;419-1768;MOUNTING GP-WIRING;CCR DESAR
132-5789;1;;1408;CLIP (LADDER);419-1768;MOUNTING GP-WIRING;CCR DESAR
352-3968;1;;1408;CLIP (LADDER);419-1768;MOUNTING GP-WIRING;CCR DESAR
3S-2093;1;;1408;STRAP-CABLE;419-1768;MOUNTING GP-WIRING;CCR DESAR
565-8021;2;;1302;GASKET (ENGINE OIL PAN);271-5761;PAN GP-OIL;CCR DESAR
9X-3401;2;;1302;PIN-CONNECTOR (16-GA TO 18-GA);271-5761;PAN GP-OIL;CCR DESAR
238-5082;1;;1302;SEAL-O-RING;271-5761;PAN GP-OIL;CCR DESAR
6V-3830;1;;1302;SEAL-O-RING;271-5761;PAN GP-OIL;CCR DESAR
213-0677;1;;1302;SWITCH AS-LIQUID LEVEL (ENGINE OIL);271-5761;PAN GP-OIL;CCR TU&EL
165-6170;1;;1201;PLUG;399-7160;PLUG GP-CYLINDER BLOCK;CCR DESAR
214-7566;1;;1201;SEAL-O-RING;235-2387;PLUG GP-CYLINDER BLOCK;CCR DESAR
214-7566;1;;1201;SEAL-O-RING;421-8987;PLUG GP-CYLINDER BLOCK;CCR DESAR
238-5080;1;;1201;SEAL-O-RING;421-8987;PLUG GP-CYLINDER BLOCK;CCR DESAR
6V-6609;1;;1201;SEAL-O-RING;421-8987;PLUG GP-CYLINDER BLOCK;CCR DESAR
214-7568;1;;1100;SEAL-O-RING;331-6901;PLUG GP-CYLINDER HEAD;CCR DESAR
238-5080;1;;1100;SEAL-O-RING;331-6901;PLUG GP-CYLINDER HEAD;CCR DESAR
6V-3251;1;;1100;SEAL-O-RING;331-6901;PLUG GP-CYLINDER HEAD;CCR DESAR
6V-6609;1;;1100;SEAL-O-RING;331-6901;PLUG GP-CYLINDER HEAD;CCR DESAR
238-5081;1;;1000;SEAL-O-RING;246-0709;PLUG GP-ENGINE;CCR DESAR
6V-3250;1;;1393;SEAL-O-RING;339-2664;PLUG GP-WATER LINES;CCR DESAR
6V-5063;2;;1393;SEAL-O-RING;339-2667;PLUG GP-WATER LINES;CCR DESAR
6V-6609;1;;1393;SEAL-O-RING;342-1505;PLUG GP-WATER LINES;CCR DESAR
6V-3250;1;;1393;SEAL-O-RING;347-8028;PLUG GP-WATER LINES;CCR DESAR
6V-5063;1;;1393;SEAL-O-RING;347-8029;PLUG GP-WATER LINES;CCR DESAR
6V-6609;1;;1393;SEAL-O-RING;377-6422;PLUG GP-WATER LINES;CCR DESAR
130-0793;1;;1408;PLUG AS;418-2094;PROTECTION GP-WIRING;CCR TU&EL
354-4940;1;;1408;RECEPTACLE AS-CONNECTOR (12-PIN);355-4375;PROTECTION GP-WIRING;CCR TU&EL
7K-1181;1;;1408;STRAP-CABLE;418-2094;PROTECTION GP-WIRING;CCR TU&EL
8S-9191;6;;1290;BOLT (3/8-16X4-IN);235-1402;PUMP GP-FUEL INJECTION;CCR DESAR
230-3728;6;;1290;SEAL-O-RING;235-1402;PUMP GP-FUEL INJECTION;CCR DESAR
230-3775;6;;1290;SEAL-O-RING;235-1402;PUMP GP-FUEL INJECTION;CCR DESAR
9X-7317;6;;1290;SEAL-O-RING;235-1402;PUMP GP-FUEL INJECTION;CCR DESAR
107-5769;2;;1256;SEAL-O-RING;292-5906;PUMP GP-FUEL TRANSFER;CCR DESAR
122-3772;1;;1361;SEAL-O-RING (WATER PUMP);280-8039;PUMP GP-WATER;CCR DESAR
331-6882;1;;1715;REGULATOR GP-FUEL PRESSURE;352-8928;REGULATOR GP-FUEL PRESSURE;CCR DESAR
214-7568;1;;1715;SEAL-O-RING;352-8928;REGULATOR GP-FUEL PRESSURE;CCR DESAR
238-5080;1;;1715;SEAL-O-RING;352-8928;REGULATOR GP-FUEL PRESSURE;CCR DESAR
327-0377;1;;1715;VALVE-CHECK;352-8928;REGULATOR GP-FUEL PRESSURE;CCR DESAR
258-8721;12;;1123;BUTTON;437-3864;ROCKER ARM GP;CCR DESAR
258-8721;6;;1123;BUTTON;489-8222;ROCKER ARM GP;CCR DESAR
196-5070;6;;1123;NUT-JAM (9/16-18-THD);489-8222;ROCKER ARM GP;CCR DESAR
274-4492;6;;1123;SCREW-ARM ADJUSTMENT;489-8222;ROCKER ARM GP;CCR DESAR
274-4491;12;;1123;SCREW-ARM ADJUSTMENT (3/8-24X1.20-IN);437-3864;ROCKER ARM GP;CCR DESAR
8L-2777;12;;1123;SEAL-O-RING;437-3864;ROCKER ARM GP;CCR DESAR
8L-2777;6;;1123;SEAL-O-RING;489-8222;ROCKER ARM GP;CCR DESAR
214-7566;2;;1907;SEAL-O-RING;418-6531;SENSOR GP-ENGINE;CCR TU&EL
214-7568;1;;1907;SEAL-O-RING;418-6531;SENSOR GP-ENGINE;CCR TU&EL
331-1134;1;;1907;SENSOR GP-PRESSURE;418-6531;SENSOR GP-ENGINE;CCR TU&EL
331-1135;1;;1907;SENSOR GP-PRESSURE;418-6531;SENSOR GP-ENGINE;CCR TU&EL
293-5535;1;;1907;SENSOR GP-PRESSURE (3-PIN);418-6531;SENSOR GP-ENGINE;CCR TU&EL
300-9805;1;;1907;SENSOR GP-SPEED;418-6531;SENSOR GP-ENGINE;CCR TU&EL
300-9806;1;;1907;SENSOR GP-SPEED;418-6531;SENSOR GP-ENGINE;CCR TU&EL
234-5012;1;;1907;SENSOR GP-TEMPERATURE;418-6531;SENSOR GP-ENGINE;CCR TU&EL
234-5013;1;;1907;SENSOR GP-TEMPERATURE;418-6531;SENSOR GP-ENGINE;CCR TU&EL
3S-2093;1;;1907;STRAP-CABLE;418-6531;SENSOR GP-ENGINE;CCR TU&EL
0S-1591;2;;1067;BOLT (3/8-16X1.5-IN);430-9921;SHIELD GP-HEAT;CCR DESAR
9C-5344;3;;1067;SPACER (10.5X20X18-MM THK);430-9921;SHIELD GP-HEAT;CCR DESAR
382-9015;1;;1453;CABLE AS;422-9432;STARTING MOTOR GP-ELECTRIC;CCR TU&EL
9Y-6089;1;;1453;GASKET;422-9432;STARTING MOTOR GP-ELECTRIC;CCR TU&EL
355-1642;1;;1453;HARNESS AS-SWITCH;422-9432;STARTING MOTOR GP-ELECTRIC;CCR TU&EL
8T-4121;1;;1453;WASHER-HARD (11X21X2.5-MM THK);422-9432;STARTING MOTOR GP-ELECTRIC;CCR TU&EL
357-1752;1;;1052;GASKET-TURBOCHARGER;418-5211;TURBOCHARGER GP;CCR TU&EL
375-2467;4;;1052;LOCKNUT-FLANGE (M10X1.5-THD);418-5211;TURBOCHARGER GP;CCR TU&EL
157-0670;1;;1380;CAP-DUST;379-8676;VALVE GP-COOLANT SAMPLING;CCR DESAR
6V-6609;1;;1380;SEAL-O-RING;379-8676;VALVE GP-COOLANT SAMPLING;CCR DESAR
6V-9027;2;;1380;SEAL-O-RING;379-8676;VALVE GP-COOLANT SAMPLING;CCR DESAR
154-9023;1;;1380;VALVE-SAMPLING (ENGINE COOLANT);379-8676;VALVE GP-COOLANT SAMPLING;CCR DESAR
4P-7581;3;;1408;CLIP (LADDER);416-6538;WIRING GP-ELECTRONIC CONTROL;CCR TU&EL
4P-7582;1;;1408;CLIP (LADDER);416-6538;WIRING GP-ELECTRONIC CONTROL;CCR TU&EL
527-5396;1;;1408;HARNESS AS-ENGINE;416-6538;WIRING GP-ELECTRONIC CONTROL;CCR TU&EL
316-9351;2;;1408;MOUNTING-CABLE TIE;416-6538;WIRING GP-ELECTRONIC CONTROL;CCR TU&EL
206-1346;2;;1408;STRAP-CABLE;416-6538;WIRING GP-ELECTRONIC CONTROL;CCR TU&EL
3S-2093;8;;1408;STRAP-CABLE;416-6538;WIRING GP-ELECTRONIC CONTROL;CCR TU&EL
6K-0806;1;;1408;STRAP-CABLE;416-6538;WIRING GP-ELECTRONIC CONTROL;CCR TU&EL
7K-1181;11;;1408;STRAP-CABLE;416-6538;WIRING GP-ELECTRONIC CONTROL;CCR TU&EL
178-1780;1;;1408;CLIP;417-8658;WIRING GP-SENSOR;CCR TU&EL
132-5789;1;;1408;CLIP (LADDER);417-8658;WIRING GP-SENSOR;CCR TU&EL
297-3218;1;;1408;CLIP (LADDER);417-8658;WIRING GP-SENSOR;CCR TU&EL
4P-7581;4;;1408;CLIP (LADDER);417-8658;WIRING GP-SENSOR;CCR TU&EL
338-9029;1;;1408;HARNESS AS-SENSOR (COOLANT TEMPERATURE);417-8658;WIRING GP-SENSOR;CCR TU&EL
3S-2093;10;;1408;STRAP-CABLE;417-8658;WIRING GP-SENSOR;CCR TU&EL
7E-6508;6;;1290;CAP AS (UNIT INJECTOR);334-5837;WIRING GP-UNIT INJECTOR;CCR DESAR
514-5313;1;;1290;HARNESS AS-ENGINE;334-5837;WIRING GP-UNIT INJECTOR;CCR DESAR
326-4512;4;;1290;MOUNTING-CABLE TIE;334-5837;WIRING GP-UNIT INJECTOR;CCR DESAR
359-4893;1;;1290;RING-RETAINING;334-5837;WIRING GP-UNIT INJECTOR;CCR DESAR
3S-2093;3;;1290;STRAP-CABLE;334-5837;WIRING GP-UNIT INJECTOR;CCR DESAR
142-5867;1;;1160;Seal-Crankshaft;319-7401;Seal GP-Crankshaft;CCR DESAR
